Education,Income,Own_Home,Debt,Car,Loan
College,123994.50,No,17265.32,3379.00,Yes
College,100404.53,No,428887.69,47924.70,Yes
College,163050.76,Yes,257333.24,28987.34,Yes
Vocational,45335.93,No,244723.55,24497.36,No
Vocational,115800.69,No,146317.38,36473.61,Yes
Primary,114631.25,Yes,420094.25,40085.31,Yes
Primary,68528.19,No,86735.16,7799.99,Yes
Primary,166905.33,Yes,307883.56,21082.87,Yes
Vocational,70917.79,No,286803.97,9067.52,No
Primary,100796.92,No,250914.10,46205.86,Yes
Primary,92476.52,No,270922.08,5511.89,No
Primary,131533.17,No,330859.10,43064.95,Yes
Primary,156859.61,Yes,57372.55,22184.05,Yes
Vocational,93059.63,No,260039.59,31784.13,No
Primary,182846.19,Yes,214020.61,36061.31,Yes
Primary,71903.08,No,493175.57,10570.97,No
College,72022.59,No,431746.25,42840.34,No
Primary,44753.23,Yes,335425.66,12512.12,No
Vocational,149071.44,Yes,396792.13,49960.91,Yes
Vocational,45142.78,Yes,80203.55,18702.17,Yes
Primary,170883.82,Yes,186887.72,11038.33,Yes
Vocational,76559.82,No,381234.60,29538.76,No
College,129164.60,Yes,135227.18,13940.08,Yes
Primary,116425.81,Yes,210879.72,31453.84,Yes
Primary,136105.31,Yes,243256.36,46029.70,Yes
Vocational,115390.85,No,254936.92,24991.46,Yes
Primary,111412.41,Yes,42991.55,36040.04,Yes
College,188473.78,No,354956.58,26967.21,Yes
Primary,93615.01,Yes,153891.35,28195.56,Yes
Primary,106649.43,Yes,392605.96,43662.39,Yes
College,173426.26,No,155246.92,2785.93,No
College,31206.95,No,491168.44,8641.48,Yes
Primary,142060.00,Yes,153501.07,23320.36,Yes
Primary,152258.61,No,305084.74,33184.91,Yes
Primary,146243.41,No,323328.05,28179.97,Yes
Primary,57186.24,No,425814.34,2899.58,No
Vocational,74638.60,Yes,314150.14,41716.55,Yes
College,178926.41,Yes,426256.90,41709.42,Yes
College,127754.62,No,81651.39,47789.61,Yes
Primary,58112.80,No,60912.65,38905.85,Yes
College,97260.99,Yes,248326.86,9636.78,Yes
Vocational,47698.90,Yes,209094.48,4010.24,Yes
College,185124.58,Yes,374389.02,33465.45,Yes
College,71762.23,No,210530.57,31775.35,No
Vocational,33616.95,Yes,165701.65,36598.38,Yes
Primary,97906.18,No,413746.26,32039.09,No
Vocational,35451.93,Yes,270427.34,33005.70,Yes
Vocational,165501.55,Yes,115520.47,38793.63,Yes
Primary,141542.08,Yes,313656.93,36030.86,Yes
Primary,176064.42,Yes,317221.79,24466.79,Yes
Primary,108553.54,No,200963.59,34334.18,Yes
Primary,156375.08,Yes,18067.06,46710.92,Yes
Vocational,165158.99,Yes,57239.10,48070.54,Yes
Primary,56583.43,Yes,337407.15,42918.99,Yes
Primary,145864.84,Yes,67194.56,17871.54,Yes
Vocational,31500.62,No,53462.26,38392.19,Yes
Vocational,163814.42,Yes,493642.93,7866.63,Yes
Vocational,133409.02,No,180611.10,27651.35,Yes
College,97283.22,Yes,224684.61,30546.69,Yes
Vocational,163669.33,Yes,297982.47,35265.05,Yes
Primary,151830.17,Yes,272893.09,5113.52,Yes
Vocational,135745.68,No,484375.75,22551.26,Yes
Vocational,72407.51,No,289952.00,29914.12,No
Vocational,110249.18,No,385908.08,1420.94,Yes
College,40649.40,Yes,213242.77,1284.50,No
College,47732.98,No,27039.81,4681.81,No
Primary,159688.82,Yes,82297.43,15991.96,Yes
Vocational,107252.76,Yes,147715.28,1226.21,Yes
Vocational,125188.57,Yes,478763.83,40004.33,Yes
Primary,118518.22,No,322431.60,31361.30,Yes
Vocational,144582.78,No,357061.50,7587.27,Yes
Vocational,158281.02,No,69311.75,36418.34,Yes
College,52449.14,Yes,284489.21,13081.46,No
College,190023.62,No,205591.63,3844.22,Yes
College,82670.97,Yes,425195.56,9695.16,Yes
College,104159.17,Yes,147086.75,9766.27,Yes
Vocational,38118.14,Yes,85794.18,40149.05,Yes
Vocational,198462.60,Yes,345986.27,27044.63,Yes
Vocational,114138.84,No,265334.16,21536.91,Yes
Primary,100969.13,No,348113.43,20084.43,Yes
Primary,98379.03,No,344812.24,14850.99,No
College,127074.85,No,239621.72,46122.35,Yes
College,122601.13,Yes,408075.81,22305.55,Yes
Vocational,66400.15,Yes,436149.94,6510.30,Yes
College,107512.50,Yes,150410.26,25175.37,Yes
Primary,180373.11,No,338903.78,43332.89,Yes
Vocational,75312.32,Yes,314978.64,33113.93,Yes
Primary,191027.42,Yes,180753.27,34542.64,Yes
Vocational,121215.70,Yes,82761.17,13555.12,Yes
Vocational,153578.51,Yes,465637.98,27465.10,Yes
Primary,80654.60,No,19734.24,30367.80,No
Vocational,184107.12,Yes,24774.41,48966.27,Yes
Primary,79267.88,Yes,314715.18,28388.91,No
College,30776.72,No,464879.05,43616.45,Yes
Primary,99311.99,Yes,258912.36,16458.95,No
Primary,89725.87,No,17055.91,13214.32,No
Primary,193675.60,Yes,199555.56,20531.85,Yes
Primary,30861.35,Yes,471287.05,45069.08,Yes
College,80997.45,Yes,494126.15,1231.12,No
Vocational,116046.56,No,318750.67,32765.58,Yes
College,48713.21,No,330383.27,24921.58,No
Vocational,127961.57,Yes,354264.68,30816.26,Yes
Vocational,140359.30,No,347168.02,24031.64,Yes
College,68155.05,Yes,302075.26,44112.23,Yes
Vocational,59695.61,Yes,197764.94,20740.49,Yes
College,120709.93,Yes,354258.08,5489.51,Yes
Primary,68843.06,No,333953.68,15438.39,No
Vocational,33028.12,No,434587.19,41145.39,Yes
College,105465.67,No,223497.80,528.51,Yes
Vocational,184120.46,Yes,257862.28,5472.42,Yes
Vocational,101096.91,Yes,272465.64,15762.39,Yes
College,183888.18,Yes,153590.64,10903.20,No
Vocational,53617.49,Yes,343026.80,43876.19,Yes
Primary,78650.20,No,163412.20,10391.20,No
Vocational,135532.14,Yes,65258.78,21832.08,Yes
Primary,193637.23,Yes,305816.48,23733.94,Yes
Primary,94029.41,No,381600.09,19595.15,No
Vocational,133489.39,Yes,428739.03,27234.31,Yes
Vocational,177784.69,No,409984.92,18571.88,Yes
College,195871.15,Yes,461431.52,28597.98,Yes
Primary,194238.51,Yes,51786.87,12930.58,Yes
Primary,158214.26,No,80923.39,3496.14,Yes
Primary,126725.97,Yes,230407.65,7606.27,Yes
Vocational,80382.34,No,238861.38,48193.36,No
Vocational,51835.99,Yes,99417.00,35316.08,Yes
Vocational,107997.89,No,263699.14,12521.41,Yes
Primary,137161.33,Yes,4630.79,1605.48,Yes
Primary,111758.55,No,215278.37,4294.42,Yes
College,133189.98,No,477443.32,29587.40,Yes
Vocational,83803.46,Yes,260282.68,8640.16,Yes
Primary,52921.12,No,180877.61,3585.55,No
Vocational,151894.61,No,395133.77,47063.98,Yes
Primary,86997.04,No,407802.06,22581.04,No
Primary,174343.79,Yes,389680.41,47177.11,Yes
Vocational,155477.37,Yes,88789.81,11243.67,Yes
Primary,89757.39,No,409468.41,19478.13,No
Primary,97513.06,Yes,496319.77,45186.75,No
Vocational,115472.63,Yes,385554.21,21053.16,Yes
Vocational,72206.23,No,134486.77,44358.86,No
Primary,109232.26,No,115455.61,16304.72,Yes
Primary,53832.66,Yes,111379.35,995.57,Yes
College,163492.66,No,368969.90,4275.30,Yes
Primary,125195.23,No,329784.69,44174.21,Yes
Vocational,124157.71,No,462418.41,5533.54,Yes
College,187263.13,No,432565.26,16332.98,Yes
Primary,74278.54,No,177704.44,3284.45,No
Primary,157252.15,Yes,436008.65,47532.13,Yes
Primary,79581.19,No,313737.34,1107.38,No
College,67464.59,Yes,45634.93,42394.74,No
College,111021.17,Yes,492200.18,19772.61,Yes
Vocational,172607.08,No,445343.77,18368.54,Yes
Vocational,42826.60,Yes,326616.16,48662.11,Yes
Primary,106290.19,No,39106.30,4599.49,Yes
Vocational,120546.98,No,478352.54,31254.72,Yes
Primary,156081.99,Yes,334535.54,46217.32,Yes
Primary,106612.97,No,344697.50,19226.06,Yes
Vocational,61284.12,No,454466.01,49177.61,No
Vocational,182739.31,Yes,478082.00,100.20,Yes
Primary,127408.61,Yes,350100.84,25233.78,Yes
College,89508.18,Yes,238114.07,18163.07,No
College,137810.20,No,155631.79,42622.86,Yes
Primary,87684.76,Yes,360017.18,12461.31,No
Primary,184668.22,Yes,297464.20,10183.02,Yes
Primary,53128.69,Yes,475664.01,4405.66,No
Primary,58740.60,No,169634.20,8523.89,No
College,74334.31,No,401715.95,17957.67,No
College,132996.52,Yes,370279.57,6507.69,Yes
Vocational,198703.33,Yes,489457.50,44555.52,Yes
Primary,130396.77,Yes,97127.67,3465.57,Yes
Vocational,31974.26,No,35216.38,30494.80,Yes
College,91046.19,No,59247.42,45450.68,No
Vocational,75086.25,No,68311.68,28644.32,No
Primary,127082.91,No,7678.88,19228.52,Yes
Vocational,161437.71,No,363210.00,33651.09,Yes
Primary,193230.00,No,429351.67,26642.57,Yes
Vocational,83735.11,Yes,449454.10,27147.61,No
College,196328.57,No,323969.36,35240.69,Yes
College,144656.57,Yes,176702.02,4227.88,Yes
Primary,75175.78,Yes,283764.11,686.50,Yes
Primary,82510.31,Yes,193330.48,46262.92,Yes
College,77173.86,No,460827.49,23341.01,No
Vocational,102177.10,Yes,57437.57,32161.48,Yes
Primary,67088.08,Yes,142305.70,14462.59,Yes
College,43841.12,No,472595.10,34816.54,Yes
Primary,46446.11,No,123644.86,8219.34,No
Primary,142064.20,No,414413.67,13325.86,Yes
College,99884.51,No,163152.68,32176.80,No
Primary,75251.37,No,351430.85,40543.52,No
Primary,35305.94,No,375785.84,12856.38,Yes
Primary,74432.07,No,287180.79,32393.71,No
College,175518.17,Yes,157436.19,1958.02,Yes
Vocational,155361.27,No,133742.22,10683.78,No
College,47028.59,Yes,338745.63,12271.93,No
College,130717.11,Yes,407883.02,26874.13,Yes
College,177136.50,Yes,258036.75,24751.90,Yes
Primary,144486.16,No,20422.84,28631.40,Yes
Primary,117928.36,No,361052.96,4645.03,Yes
College,77444.75,Yes,411086.68,42965.24,Yes
Primary,137171.95,Yes,63907.32,5686.65,Yes
Primary,99630.57,Yes,63824.73,36400.24,No
Primary,119904.37,No,76344.98,45396.19,Yes
Primary,139175.59,No,36245.05,10155.35,Yes
Primary,45823.57,Yes,331458.72,5236.61,Yes
College,63235.26,Yes,415444.29,9112.41,Yes
College,196788.18,No,364537.40,25570.81,Yes
Primary,64079.60,Yes,112209.76,13947.75,Yes
Vocational,99776.94,No,178804.49,28643.19,No
Vocational,40557.86,No,41474.20,18394.70,Yes
Vocational,46625.06,Yes,43936.43,22493.60,No
Vocational,82686.38,No,113994.11,21667.66,No
College,145446.94,Yes,175517.61,48879.83,Yes
College,41877.97,Yes,379941.21,34232.60,No
Vocational,62529.95,No,411931.46,21607.08,No
Vocational,81646.24,Yes,185873.46,23464.21,Yes
Vocational,181032.31,Yes,230177.74,3843.78,Yes
College,36907.49,Yes,491195.31,7818.39,Yes
Vocational,110520.36,No,74108.86,34627.08,Yes
Primary,158334.64,No,72767.52,45019.61,Yes
Vocational,123155.76,No,444093.39,13970.09,Yes
Primary,147639.73,Yes,171511.95,33264.61,Yes
Vocational,135853.68,Yes,244726.47,36093.58,Yes
Primary,100375.48,No,220913.10,7893.64,Yes
Primary,177701.14,Yes,55060.08,28466.97,Yes
College,161675.64,Yes,144105.85,18224.30,Yes
College,136465.02,No,6100.54,9401.28,Yes
Primary,152684.95,No,32669.78,22209.23,Yes
Vocational,46179.06,No,386213.93,41914.18,No
Primary,132391.17,Yes,441298.10,2058.99,Yes
Primary,129947.65,Yes,189006.21,40320.30,Yes
Vocational,87875.50,No,235352.01,49524.79,No
Vocational,112146.20,Yes,91903.59,31107.14,Yes
Primary,133429.42,No,190977.40,27062.93,Yes
Primary,97653.24,No,432910.69,47716.12,No
Primary,160231.19,Yes,5340.86,2956.75,Yes
College,38031.99,No,490968.41,31902.62,Yes
Primary,183045.90,No,427906.57,38660.59,Yes
Primary,163634.80,Yes,179196.16,7458.31,Yes
Primary,44130.71,No,419471.86,4361.48,No
College,185360.33,No,349298.10,26154.36,Yes
Primary,67040.30,No,164433.40,6354.35,No
Primary,197830.69,Yes,320222.87,32966.69,Yes
Vocational,110619.99,No,152189.31,41853.98,Yes
Vocational,60484.10,Yes,177436.79,29262.02,Yes
Vocational,36937.87,Yes,279715.53,21270.70,No
College,161406.51,Yes,456357.68,21508.36,Yes
Vocational,35260.53,Yes,343388.91,39217.28,Yes
Vocational,56709.07,Yes,461.42,30577.53,No
College,143909.93,Yes,321044.35,34793.78,Yes
Primary,53758.03,Yes,242846.70,36989.27,Yes
College,168747.08,Yes,171259.44,28671.85,Yes
Vocational,35887.48,Yes,471619.76,2244.83,Yes
College,43146.14,No,221574.58,28022.77,No
Vocational,162167.45,Yes,76664.61,17135.36,Yes
Primary,89713.58,No,99499.10,29482.26,Yes
Primary,110521.29,Yes,20300.93,41492.60,Yes
College,48029.29,No,259062.79,16619.71,No
College,32313.28,No,451806.80,1150.28,Yes
Primary,73799.69,Yes,251561.58,125.72,No
Vocational,115244.73,No,54853.40,49672.52,Yes
Primary,179222.02,No,390832.59,7345.00,Yes
Primary,31031.43,Yes,348972.79,49442.83,Yes
Primary,144621.48,Yes,385676.58,6928.25,Yes
Vocational,137022.01,No,163726.81,3017.14,Yes
Vocational,182845.69,No,8904.52,4285.42,Yes
College,81883.39,Yes,56962.04,34398.93,No
Primary,38673.99,No,23480.75,46414.40,No
Vocational,41804.13,Yes,295884.05,10694.16,No
Vocational,160352.73,No,73376.56,47565.59,Yes
Vocational,172265.41,Yes,229450.69,47997.02,Yes
Vocational,179320.44,No,300413.82,3876.96,Yes
College,77403.32,Yes,357452.12,40456.16,Yes
College,57064.53,Yes,230767.63,13512.06,No
College,61167.36,Yes,245505.75,35098.23,Yes
Vocational,80400.81,Yes,229076.57,29379.76,Yes
Primary,174860.93,Yes,219383.29,32077.69,Yes
Vocational,180321.92,Yes,182305.85,36522.59,Yes
College,107257.93,Yes,344577.29,20520.58,Yes
College,173021.28,Yes,421006.89,35823.32,Yes
Primary,95274.38,No,429092.77,41644.53,No
Primary,133272.12,Yes,44734.89,34837.53,Yes
Vocational,65917.13,No,156678.55,7926.03,No
Primary,111246.78,Yes,245531.39,23864.00,Yes
Primary,192592.60,Yes,132708.11,9309.39,Yes
College,132603.69,No,69377.80,17049.39,Yes
Vocational,141507.58,Yes,311394.46,28831.18,Yes
Vocational,43465.43,Yes,421030.79,23924.58,No
Primary,47743.07,Yes,429077.73,46466.81,Yes
Primary,140620.87,Yes,275556.88,37273.63,Yes
College,166068.23,Yes,132354.90,47989.30,Yes
Primary,67306.66,No,57507.81,45981.74,No
College,155436.30,Yes,312164.43,32325.75,Yes
Vocational,84483.38,Yes,229141.13,45669.57,Yes
College,158549.70,Yes,351454.17,19475.48,Yes
College,37158.64,No,214061.07,31928.00,No
Vocational,82538.58,Yes,468083.78,31350.31,No
College,166082.30,Yes,199503.77,31420.06,Yes
Vocational,121054.02,No,482997.53,7976.28,Yes
College,100829.31,Yes,272292.85,19989.02,Yes
Vocational,53348.27,No,74936.38,49188.55,Yes
Vocational,68593.06,No,366948.67,5672.78,No
Vocational,60818.67,No,371607.99,40951.41,No
Primary,115257.87,No,298652.92,9211.58,Yes
Primary,188266.87,Yes,152281.39,27840.56,Yes
College,129737.64,Yes,162308.14,35268.22,Yes
Primary,122236.40,No,215828.81,41072.76,Yes
Vocational,130627.97,Yes,14264.88,12302.69,Yes
College,88301.61,Yes,273379.27,41682.10,Yes
College,145786.73,Yes,39965.80,43731.93,Yes
Primary,192478.20,No,417101.86,6129.21,Yes
Primary,33878.06,No,482909.76,987.24,Yes
Primary,80533.90,No,288068.61,15716.26,No
Primary,177790.73,No,352416.21,26375.14,Yes
Primary,194897.73,No,212802.00,45994.04,Yes
College,112489.16,No,469201.16,27064.81,Yes
Vocational,32812.69,No,104188.31,17513.84,No
Primary,50330.29,No,389816.95,17519.08,No
Vocational,93698.84,No,98463.05,16914.95,Yes
Vocational,57895.02,No,30999.46,48315.38,No
College,58623.57,No,214332.13,25990.33,No
Vocational,41138.40,Yes,278859.31,3150.20,Yes
Primary,100840.86,Yes,296702.49,24219.37,Yes
College,189721.64,Yes,457625.87,33521.45,Yes
Primary,122613.87,Yes,141337.37,4203.00,Yes
Primary,92000.77,No,227004.45,9585.59,No
Vocational,39177.72,Yes,341788.33,24361.57,No
Primary,130153.20,No,422495.83,24287.42,Yes
Primary,58022.95,Yes,74222.39,25131.82,Yes
College,109359.86,No,274535.86,22479.77,Yes
Vocational,62561.73,No,377487.33,16552.26,No
College,67635.03,Yes,10111.06,29928.09,Yes
Vocational,83563.04,Yes,70689.34,4254.05,No
Vocational,121638.03,Yes,8276.56,32359.62,Yes
Vocational,103739.88,Yes,10339.23,21407.93,Yes
Primary,30818.55,No,14876.22,43911.07,No
College,85158.97,No,88298.19,36243.17,Yes
Primary,198210.97,No,300228.04,27791.92,Yes
Vocational,54441.55,No,349137.97,13167.94,No
College,99153.78,Yes,64608.96,13536.56,No
Primary,81610.88,No,17636.40,43586.11,No
College,150296.27,Yes,223115.25,11709.77,Yes
Vocational,115897.15,Yes,459461.59,21830.72,Yes
College,165025.13,Yes,115460.69,30001.70,Yes
College,156183.28,Yes,280164.74,22042.64,Yes
Primary,84698.62,Yes,440067.40,38092.34,No
Vocational,51571.99,Yes,196244.09,37508.21,Yes
Vocational,72117.77,Yes,440315.83,9502.89,Yes
Vocational,82200.86,Yes,3413.58,22372.82,No
Vocational,99998.56,No,497954.55,2074.01,No
College,163894.83,No,54689.89,49796.27,Yes
Primary,115260.72,No,111866.59,47804.64,No
Primary,132917.59,Yes,414178.08,42610.64,Yes
Vocational,185649.36,No,186520.60,4428.60,Yes
Vocational,90659.04,No,129411.93,4171.69,No
College,180182.98,Yes,110603.31,28390.38,Yes
Vocational,65022.40,Yes,47151.22,20162.31,No
College,187275.67,Yes,6920.69,11669.08,Yes
College,90404.38,Yes,157511.90,11625.53,No
Vocational,89852.37,No,426893.13,2453.80,No
College,193549.95,Yes,230978.96,38184.02,Yes
Vocational,173709.33,No,225547.81,44655.22,Yes
Primary,76351.61,Yes,28520.31,28420.12,No
Primary,184743.32,Yes,429323.94,29727.29,Yes
Vocational,141506.93,Yes,438090.17,1983.03,Yes
Vocational,127175.20,Yes,151698.32,3123.47,Yes
College,147369.21,Yes,484930.30,36292.07,Yes
Primary,157544.08,No,148044.66,36167.12,No
Primary,150107.98,Yes,276827.54,26139.76,Yes
College,197541.63,No,96507.51,5382.18,Yes
Primary,77565.59,Yes,218160.16,15519.80,No
Vocational,157016.91,No,116993.91,9347.05,No
Vocational,163331.80,No,281435.24,32902.43,Yes
Primary,192901.18,Yes,419149.47,24924.55,Yes
Primary,131689.60,No,295918.33,26363.07,Yes
College,98043.02,No,327470.03,45645.43,No
Vocational,79254.83,No,427071.81,49019.76,No
College,174306.02,Yes,354271.90,21184.96,Yes
Primary,59523.90,No,321208.55,25213.50,No
Primary,146193.67,Yes,425163.29,40348.55,Yes
Primary,81439.15,Yes,6307.08,41979.22,No
Primary,114075.86,Yes,59789.12,13799.74,Yes
Primary,195887.89,No,136562.00,48888.02,No
Vocational,42609.00,Yes,269375.60,33950.19,Yes
Primary,91513.97,Yes,130081.07,17575.93,Yes
College,159808.18,Yes,464701.14,32846.68,Yes
Vocational,166223.12,Yes,106484.38,48917.61,Yes
Primary,107730.36,No,200553.88,29070.55,Yes
Primary,197217.01,No,15945.62,6266.28,No
College,141823.93,No,493259.89,46886.23,Yes
Vocational,93353.29,No,15504.58,2525.46,No
Primary,111353.72,Yes,336422.18,6534.18,Yes
College,74844.72,No,207038.87,16459.92,No
College,62851.02,No,136855.04,9000.91,No
Vocational,133763.90,No,254230.91,23026.04,Yes
Vocational,87513.87,No,94867.82,4024.50,Yes
Vocational,177660.57,No,160206.15,40736.01,No
Vocational,46442.41,Yes,77687.21,2967.14,Yes
Primary,80702.30,Yes,277693.62,15945.79,No
Primary,61052.33,Yes,499826.19,12078.28,No
Vocational,124784.07,No,115532.77,48146.77,No
Vocational,82720.23,Yes,487983.08,26759.22,No
Primary,91882.61,No,133622.81,20273.00,No
Primary,130934.62,Yes,195083.31,28706.20,Yes
College,58564.16,Yes,206523.74,3234.88,Yes
College,190352.15,Yes,23827.30,3816.98,Yes
Primary,81084.11,Yes,263599.99,39053.62,Yes
College,155992.92,No,45340.20,21188.23,Yes
Vocational,192969.19,Yes,244520.89,12669.77,Yes
College,38760.67,No,125701.11,13517.91,No
Vocational,175082.62,No,85275.91,5350.81,Yes
College,146373.09,No,364886.64,28888.56,Yes
Primary,150845.76,Yes,208248.78,15643.79,Yes
Primary,131059.68,No,345801.89,19869.17,Yes
Vocational,95592.42,No,435521.21,14507.65,No
Vocational,93012.79,No,302516.05,34179.54,No
Primary,62706.09,No,23974.81,39075.56,No
Vocational,157282.91,No,237151.98,19183.46,Yes
College,39751.30,Yes,388180.61,25851.02,No
Primary,148251.70,No,303463.40,6347.06,Yes
Vocational,37399.00,No,455843.99,31903.89,Yes
Vocational,150200.28,No,427399.57,23753.63,Yes
Vocational,51435.74,No,192665.61,14457.51,No
Vocational,145927.52,Yes,16850.71,7444.82,Yes
College,59109.73,Yes,137068.77,12664.50,No
Primary,59694.37,Yes,174379.08,7288.08,Yes
Vocational,39844.17,Yes,498816.42,33655.56,Yes
College,133232.25,No,376311.57,25355.02,Yes
Vocational,162763.19,No,295567.67,24143.87,Yes
Primary,76150.46,No,155192.31,49362.26,No
Primary,96907.35,Yes,42007.83,42246.60,Yes
Vocational,177205.80,No,450387.47,4224.60,Yes
College,186502.32,No,430814.50,7276.91,Yes
Vocational,63070.07,No,493078.48,8080.15,No
Vocational,151153.62,No,470488.66,30584.20,Yes
Primary,129514.57,No,427985.78,16762.47,Yes
Vocational,181661.57,Yes,190879.14,3456.00,Yes
Vocational,111282.43,Yes,121128.17,30427.97,Yes
Vocational,37547.58,Yes,138227.89,14728.10,Yes
Vocational,110170.92,Yes,48328.76,35731.65,Yes
Vocational,124239.22,No,174257.65,45426.05,Yes
Primary,150919.37,No,223518.32,47066.95,Yes
Vocational,133740.80,Yes,327054.88,23729.65,Yes
College,161426.83,Yes,46108.22,19116.56,Yes
Primary,84288.74,Yes,464069.30,17687.15,No
Primary,62237.85,No,384726.66,36570.06,No
Primary,106453.99,Yes,294172.80,13414.97,Yes
Vocational,100972.60,No,333115.88,659.42,Yes
Primary,172374.50,Yes,439127.09,48998.08,Yes
Vocational,69975.62,Yes,160231.19,18316.81,Yes
Primary,102309.43,Yes,375987.93,26410.39,Yes
College,79830.24,No,426494.02,40823.81,No
College,128919.70,No,43131.02,49729.55,Yes
College,86861.46,Yes,283761.91,32087.18,Yes
College,88389.49,No,262639.77,31836.60,No
Vocational,88139.79,Yes,167340.58,5226.87,Yes
Vocational,60464.04,No,140340.67,7050.12,No
Vocational,127667.14,Yes,383797.43,3278.21,Yes
Primary,63229.19,Yes,118961.11,37335.01,Yes
Vocational,51105.31,No,219936.18,1197.51,No
