GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ESFJ,ISFP,38910.95,79216.48,Failure
ESFJ,INTJ,62950.7,98281.48,Success
ISTP,ISTP,54445.32,59965.77,Success
ENFJ,ENTJ,80486.86,88937.69,Success
ESTJ,INTP,34162.31,80317.3,Failure
ESTP,ISTJ,94785.16,32789.72,Success
ISFJ,ISTJ,93294.55,61673.05,Success
ISTJ,ESFJ,82283.69,91458.37,Success
ESTP,INFP,90262.75,81796.17,Failure
INTJ,ESTJ,95492.67,72030.07,Failure
ESFJ,ESFJ,96962.74,37910.92,Success
ESFJ,ENTJ,74240.43,78660.88,Success
ENFJ,INFP,70483.33,79651.17,Success
ISFJ,ISTJ,49021.78,90780.08,Failure
ISTJ,ESFP,57105.53,70172.73,Failure
ESFJ,INFP,54522.8,65907.68,Failure
INFP,INTP,94180.75,60237.52,Failure
INTP,ISFJ,30243,99081.69,Failure
ENTJ,ENFJ,36406.27,50629.16,Failure
ISFJ,ENFJ,58721.42,32178.39,Failure
ESTP,ESTJ,90801.26,87445.2,Failure
INFP,ISFP,31930.83,46946.39,Failure
ENTP,ESTJ,90484.38,42878.87,Failure
ENTJ,INTP,69240.86,77525.12,Failure
INFP,ENTJ,51437.51,63414.22,Failure
ENTJ,ISFJ,72026.81,77900.59,Success
ESFJ,ESFP,39592.43,62074.36,Failure
ISTP,ISFP,99122.04,79504.93,Success
ISFP,ESFP,33310.29,35951.23,Success
ISTJ,INTJ,38962.82,96656.62,Success
ESFJ,ESTP,98068.2,40917.78,Failure
ISFJ,ISFP,65871.46,91150.58,Failure
ISTJ,ISTP,56967.55,91265.23,Failure
ISTJ,INTP,46466.55,82886.48,Failure
ESFP,INFP,86526.35,70706.68,Success
INTP,ENTP,71201.02,79449.41,Failure
ISTP,ENFP,68147.24,66031.36,Success
ENTP,INFP,96673.48,72889.45,Success
ENFJ,ENTJ,66903.71,39263.42,Failure
ESFP,INTJ,82319.6,61354.65,Success
ENFP,ESFP,56050.48,82126.91,Failure
INFP,ENFJ,78369.63,85658.11,Failure
ENFJ,ESTP,48904.89,79456.83,Success
ENFP,INFP,76860.82,64533.87,Success
INFJ,ISTJ,34603.7,30817.91,Failure
INTP,ENTJ,62680.76,48241.07,Failure
INTP,ENFJ,43244.38,84454.11,Failure
ENTP,ENTJ,78553.55,54779.67,Failure
ISTJ,INFP,38292.97,57249.57,Failure
ESFP,ENFJ,81063.93,91268.2,Failure
ESTJ,INFP,32589.77,66273.65,Success
ESFP,ENTJ,47878,77389.34,Success
ISFP,ISFP,50518.44,81719.85,Failure
ENFP,ENTJ,58978.31,65898.03,Success
ISTJ,ISTP,64494.9,81570.61,Success
INFP,ISFP,57792.38,70492.92,Failure
ENFJ,INTP,52637.98,61571.91,Success
ENTP,ENTJ,81460.37,82885.15,Failure
ISFJ,ENFJ,62869.53,68674.12,Failure
ISFJ,ENFP,69223.05,73490.55,Success
INFJ,ESTJ,71571.26,53096.23,Failure
ENTP,INTP,48177.83,50908.68,Failure
ESTJ,ESFP,97138.06,78886.38,Success
ENTJ,ENTP,36618.74,71960.59,Failure
ENTP,ISTP,68436.78,63817.22,Success
INFP,ISFJ,69661.66,32181.56,Failure
ISFP,ENFJ,74071.17,45622.45,Failure
ISTJ,ESTJ,71430.55,82296.81,Success
INTJ,ENFP,97201.53,84531.61,Failure
ISTJ,ESTJ,90309.73,89037.36,Failure
ESFJ,ENTJ,50430.4,64184.31,Success
ISFP,ENFJ,97084.67,69903.91,Failure
INTP,ESFP,38916.77,48730.81,Success
ESTJ,ISTP,40877.43,98906.3,Failure
ESFP,ESFP,73438.18,70992.6,Failure
ESFJ,INFP,82162.99,33645.53,Failure
ENTJ,ESFP,67479.99,59742.94,Success
ESFJ,ENFJ,80547.01,74488.04,Success
ENTJ,ISFJ,58535.74,62218.99,Failure
ESTP,ENTP,90802.84,67210.05,Failure
ENFJ,ENTP,35668.5,77287.65,Success
ESTJ,INFP,77297.34,45041.27,Failure
ISFP,ENTP,94785.07,30905.04,Success
ISFJ,INTJ,37017.5,35759.6,Failure
ISTP,INTJ,80796.79,49070.66,Failure
ENFJ,ENFP,34592.65,96204.56,Failure
ISTJ,ISTP,30924.22,79865.82,Success
ISFJ,ESTJ,79864.36,81397.58,Failure
ENTJ,ENFP,37583.26,93524.81,Success
ISFP,ESTJ,46565.35,80035.66,Failure
INFJ,ENFJ,97917.51,36455.47,Success
ENTP,ISTP,70913.98,74730.23,Success
ENTP,ISFJ,82833.47,47901.63,Failure
ENFP,ESFP,57620.21,42044.93,Success
ESTP,INFP,49516.4,31502.36,Failure
INTP,INTP,52126.08,64556.58,Success
ISTJ,INFJ,36063.74,79818.96,Success
INTJ,ESTJ,96188.91,91643.41,Success
ISTP,ESTJ,75317.59,92525.6,Failure
ENTP,ENFP,92805.15,83442.56,Failure
ESTJ,ENTP,58194.46,99509.5,Success
INTP,ISTP,97405.44,44628.07,Failure
ISTJ,ESTP,74918.08,68691.51,Success
ENFP,INFP,79297.53,88879.69,Failure
ESTJ,ENFP,59328.86,44866.15,Success
ENFJ,ISTJ,62229.18,60485.61,Success
ESFJ,ENFJ,63470.13,33643.96,Failure
ISTP,ENTP,99697.06,85375.03,Success
ISTP,ISTP,82304.67,67905.15,Success
ISFJ,ESFJ,94965.61,82884.41,Failure
ENTP,ENTJ,55952.28,94948.55,Failure
ENTP,ISTJ,39778.08,36821.59,Failure
ESTJ,ISFJ,51854.7,94403.12,Failure
ISFJ,ENFP,36807.39,77964.34,Failure
ESFJ,ISFJ,65606.13,82545.75,Success
ESTJ,ISTJ,98346.99,74078.92,Success
ESTJ,ESFJ,57334.23,46994.26,Failure
ESTP,ENTP,39338.68,30053.41,Success
ESFP,INTJ,36868.47,68667.11,Success
ENFJ,ISFP,71230.2,97532.33,Failure
ENTJ,ISTP,67502.68,70258.54,Failure
INTP,ENTJ,35139.52,50716.58,Success
ENFJ,ISFJ,90458.59,84028.22,Success
ENFJ,ENFJ,81609.42,43920.58,Success
ISFP,INTP,63560.03,96501.05,Success
ISTP,INTJ,79713.71,65265.96,Failure
ESTJ,ISTJ,71638.23,45906.34,Failure
INFJ,INFJ,54690.34,39751.02,Success
ISFJ,INTP,36170.59,40051.05,Success
ESFP,ESFJ,47051.24,99746.74,Success
ENFP,ENFP,45596.5,86764.78,Success
ESTJ,ESTP,85238.66,92896.45,Failure
ESTJ,ENTJ,97799.51,35809.52,Success
ENFP,ENFP,86321.51,91160.88,Success
ENFJ,ENFP,87147.9,85986.89,Success
INTP,INTP,97764.55,76062.58,Failure
ISFP,ESTP,30766.05,63202.4,Success
ISTP,ISTJ,85587.51,71713.09,Failure
INTP,INFJ,96273.24,54116.42,Failure
ENFJ,ISTJ,52403.89,91602.96,Success
ESFP,ISFP,33637.83,51969.88,Failure
ESTP,ISFJ,72562.35,62118.97,Failure
ESTJ,INFP,35462.17,93895.75,Success
ESFP,ENTP,53802.56,76271.88,Success
INTP,ENFJ,62670.36,55458.34,Failure
ESTJ,ISFJ,88107.26,89703.11,Failure
INTJ,ISFP,37389.77,32361.85,Failure
ENFP,ESTP,57064.98,34012.58,Success
ENTP,ESFJ,31612.01,80808.32,Failure
ESFP,INTJ,79487.97,34180.93,Failure
ESTP,ISTJ,38432.12,67819.04,Failure
ESFP,ISFJ,71907.97,74669.63,Failure
ESFJ,INFJ,92882.14,31334.38,Success
ENFP,INFP,71912.27,91013.58,Failure
ENTJ,ENFP,40692.22,70856.1,Failure
ISFP,INFJ,78726.34,52605.08,Success
INFJ,INFJ,36345.11,67266.53,Failure
ESFJ,ESFJ,94399.75,74195.41,Success
ENTP,ENTJ,32079.9,87064.1,Success
ESFP,ENTJ,36900.67,30378.2,Failure
ESTP,INTP,92930.66,52418.03,Failure
INFP,ESFP,45132.4,71410.44,Success
ISTJ,ESFP,32750.34,76575.73,Failure
ISTJ,ESFJ,58012.46,51137.95,Success
ISFJ,INFJ,71372.38,69957.57,Success
ISFP,ENFP,78869.46,94573.33,Failure
ENTJ,ENFP,45320.85,51880.39,Failure
ESTP,ENFP,50406.49,96109.04,Failure
INTP,ENTJ,69801.82,95643.15,Failure
ESTJ,ENFJ,99363.18,66002.41,Failure
ISFJ,INTJ,61430.54,99595.22,Success
ENFP,ESFJ,63457.36,51418.56,Success
ISFJ,ESFP,60453.94,36584.12,Success
ESFP,ESFP,71890.83,61878.94,Failure
ENTP,ESFP,70695.51,30973.25,Failure
ENTJ,INFP,35833.61,49986.54,Success
INFJ,ESFP,64160.26,51362.47,Success
ESTJ,ESFJ,83823.19,46014.9,Failure
ISTP,ESFJ,84739.02,73251.68,Failure
ISTJ,INFJ,69412.61,42458.55,Failure
INFJ,ESTJ,74234.47,49520.01,Success
ENTJ,ISTJ,41534.68,37170.15,Failure
ISTJ,ENFP,62284.06,32729.94,Success
ESFJ,INFJ,82718.24,39163.71,Failure
INTJ,ENFP,95565.94,58039.6,Failure
ISFP,INTJ,46040.97,63509.06,Success
ENFJ,ISFJ,87409.79,33339.75,Success
ENTJ,ISTJ,54132.21,83264.83,Failure
ESTJ,ISFP,63519.15,38677.22,Failure
ENFP,ENTJ,31980.84,65217.85,Failure
ENFJ,ESTP,38872.04,96439.7,Failure
ISFJ,ENTP,50238.38,56720.76,Success
ENFJ,ESTJ,32241.8,96666.12,Failure
ISTJ,ESFJ,36919.54,98593.5,Failure
ISFJ,ISFP,61346.26,43413.77,Failure
ESTJ,INFP,48519.64,31176.04,Success
ESFP,ESTP,33866.06,41434.1,Success
ESFP,ISFJ,34744.74,47418.05,Success
ISFP,INFP,75707.04,50406.12,Success
ESFP,ESFJ,64170.22,62665.46,Success
ISFJ,ESFJ,86942.52,87914.01,Failure
ENTJ,ENTJ,96487.39,89718.86,Failure
ISFJ,ENTP,37900.52,44029.52,Failure
INTP,ESFJ,32327.59,94514,Failure
ENFJ,INFJ,96346.97,34723,Success
ESTJ,ENFJ,35355.7,94103.8,Success
INFP,ESFP,89871.75,93464.94,Success
ENTP,ENTP,39164.16,95801.11,Success
ISTJ,INFP,98142.13,67253,Failure
INFP,INFJ,71827.53,33859.46,Success
ESTJ,INFJ,65598.76,53139.38,Failure
ISTJ,INTP,38506.63,58828.94,Success
ENFP,INTJ,93603.66,40348.51,Success
ESFJ,ESFJ,46152.62,30761,Failure
INTP,ESTJ,44675.08,98279.72,Success
ISFJ,ESFJ,92760.95,69835.32,Failure
ESFP,ESTJ,88320.46,33962.34,Success
ESFJ,ESFJ,92500.79,61341.42,Success
ENFP,INFJ,58462.77,30116.94,Success
ENFJ,ENFP,67088.44,84153.36,Success
ISTJ,ESFJ,69615.45,46663.63,Failure
ESTJ,ESTJ,46193.18,60670.31,Success
ISFP,ISTJ,32903.45,97213.69,Failure
ISTP,INFJ,42746.72,45422.1,Failure
INFJ,ENFP,57259.28,50697.75,Success
INTJ,ISFJ,54912.43,70844.58,Failure
ESTP,ISTP,58638.05,74482.08,Failure
ISFP,ENTJ,93796.04,45841.77,Success
ISFJ,INFP,41335.47,84483.7,Failure
ISTP,ESFJ,96954,56366.33,Success
ISTJ,INFP,34290.39,61407.02,Success
ESTP,ENTP,42473.9,41283.78,Success
ISFP,ISFP,56559.86,38072.01,Success
ESTJ,ISFP,71142.56,54376.56,Failure
ENFJ,ISTJ,48436.6,89736.8,Failure
ESFP,INFJ,90513.07,75408.89,Failure
ISFJ,ESTP,52538.1,94818.27,Failure
ISFP,ISFJ,30563.36,87761,Failure
ISFP,ISFP,42777.06,98728.32,Failure
ESFJ,ENTJ,85509.4,55910.77,Success
ENFJ,INFP,89644.94,91713.32,Failure
INFP,ESTP,72307,70564.13,Success
ENTP,ESTJ,72631.93,76736.94,Failure
INTP,ENTP,55104.2,31713.79,Failure
INFP,INTP,82237.36,55258.06,Success
ENTJ,ENTP,46441.75,89319.39,Failure
ISFP,INTP,94542.23,53086.52,Failure
ENTP,INFP,58023.2,80576.63,Failure
ESTJ,ESTJ,84038.29,89015.27,Failure
ENFP,INTJ,93003.27,35861.12,Success
ISTP,ENTP,56386.62,75427.42,Failure
INTJ,INTP,59052.65,75830.34,Success
ESTP,INFP,45341.76,90687.5,Failure
ESFJ,INFP,64367.05,90439.58,Success
INTJ,INFP,42491.99,73000.36,Failure
INFJ,ISFJ,62631.96,40908.02,Success
ENFJ,ESTP,31919.74,99242.29,Failure
INTJ,ISTP,89632.56,71923,Success
ESTP,INFP,76293.18,86354.37,Success
ESFP,ESFP,66165.91,72835.38,Success
ISTP,INTP,33837.13,73186.19,Success
ESTP,INTP,45834.68,37314.89,Success
INFP,INFP,37780.6,36622.55,Failure
ENFJ,ENTJ,48557.36,54209.8,Failure
ENFJ,ENFJ,95063.03,51846.21,Failure
ISFJ,ENFJ,75570.05,96484.8,Success
ISTP,ENTP,75249.21,63258.5,Failure
ENFP,ISFP,88895.52,76712.8,Failure
ISFJ,INTJ,68792.04,82442.73,Success
INFP,ESTP,36164.81,83460.79,Success
ISFJ,ESTP,88497.92,94993.81,Failure
ISTP,ISFP,53905.68,88291.94,Success
ESFP,INTP,82399.21,97845.55,Success
ESFP,INTJ,55917.46,58641.65,Failure
ESFP,ISFP,84816.49,45809.2,Failure
INTJ,ISTP,69018.46,53897.94,Failure
ENFP,ISTJ,92232.81,82009.87,Success
ISTJ,ISTP,36116.24,76254.42,Success
ESTP,INFP,47348.2,91245.52,Failure
ENTP,ISTP,37246.41,74709.76,Success
INTP,ESTJ,47002.28,56512.76,Failure
INTJ,ESFJ,77860.1,38721.09,Failure
ENTP,ESFJ,38963.25,93480.47,Failure
ESFJ,ESTJ,49763.06,54951.94,Success
ESFP,ENFP,89155.37,72256.43,Failure
ENTP,ENTJ,51944.86,58956.84,Failure
ISTJ,ESTP,97058.94,47698.1,Failure
ENFP,ENTJ,93566.72,57809.79,Failure
INTJ,ISFP,82192.72,33645.07,Success
INTJ,ESTP,87963.88,91309.7,Failure
ENTP,ESFJ,79836.93,41090.28,Failure
ENTP,ESFJ,46487.76,58366.07,Failure
ISFP,ISTP,79048.02,92723.23,Failure
INTP,ENFP,73074.44,96396.43,Failure
ISTP,ISFJ,63811.87,35494.83,Success
INFP,ENTP,98785.78,91825.31,Failure
ESFJ,ENTP,72399.31,78582.38,Failure
ENFP,ENTP,79831.28,99735.67,Failure
ENTP,ISFJ,98839.65,90398.29,Failure
ENFJ,ISFP,93584.86,90862.07,Success
INFP,ISTP,72611.9,54108.03,Success
INFP,ESFP,89180.77,86582.34,Success
ISFJ,ENTP,52885.26,56534.88,Failure
ENTP,ENTJ,76591.08,54950.2,Failure
INFP,ISFJ,65599.65,54839.26,Failure
ISTP,ENTP,31620.83,69776.74,Failure
ENFP,ISFJ,31513.43,40227.11,Success
ISTJ,ESFJ,86508.13,72126.72,Failure
INFP,ESFP,42789.19,65891.89,Success
ISFP,ISTP,32264.67,39419.34,Failure
ESFP,ISFP,65932.41,41058.79,Failure
ENFJ,INTJ,41735.5,54003.37,Success
INFP,ESTP,42654.24,51553.63,Success
INFJ,ENTJ,62712.95,70013.98,Success
ENFJ,INTJ,55703.57,75180.95,Failure
ESTP,ISTJ,34120.93,55453.12,Failure
ENTP,ISFJ,61873.77,77195.2,Success
ENFJ,ESTJ,65039.6,43211.09,Success
ENTP,ISFP,99930.96,91295.4,Failure
ESTP,ISTP,97316.18,45061.47,Success
ENTJ,ISFJ,66703.23,96207.85,Success
ENTJ,ENTP,86314.96,30782.75,Failure
INTP,INFJ,80601.85,59599.89,Success
ENFJ,INFJ,38412.19,67353.82,Success
ENFJ,ENTP,35428.79,62213.09,Failure
ISFJ,ESFP,38398.79,30510.57,Failure
ESTJ,ENTJ,77810.56,83752.47,Failure
ESFJ,INFJ,89748.01,91832.73,Failure
ISTP,ENTJ,70920.22,85930.14,Failure
ISFJ,INTJ,44796.53,97909.6,Failure
INFJ,ENFJ,42234.44,95546.42,Success
ENFJ,ENFP,56147.63,65949.02,Success
ISFP,INFP,68458.6,48787.48,Failure
ENTP,INFJ,75777.93,41247.6,Success
ESFP,ESTP,77435.2,93802.6,Failure
ESFP,ESTP,92024.06,71948.98,Success
ISTP,ISTJ,40601.15,34552.08,Failure
ISFJ,ESTP,51148.01,58842.87,Failure
INTJ,ISTP,68731.68,78551.32,Success
ISFP,INFJ,74754.89,47905.01,Success
ENFP,ENFP,74086.7,56768.77,Success
ENFJ,ESTP,58764.12,95150.72,Success
ENFP,ISTJ,77536.5,92925.12,Success
ISTJ,INFJ,77010.45,97117.02,Success
ESTJ,INTJ,35743.28,44818.74,Failure
ENTP,ESFJ,85060.09,74069.73,Success
ISFP,ISFJ,47110.66,31260.06,Success
ENTJ,ISTP,67107.71,68373.66,Failure
ENTJ,ENTJ,83762.69,81805.23,Failure
INFJ,ENTJ,48992.39,75869.31,Failure
INFP,ISTP,40212.89,57272.75,Success
ISTJ,ESTJ,32082.04,69386.1,Failure
ENFJ,ENTP,87950.86,93189,Failure
INTJ,INFJ,39504.08,51971.44,Failure
INTJ,ESFJ,64444.28,90141.62,Failure
INTJ,INFJ,89284.28,73412.88,Failure
INFP,ISFP,66489.27,72423.33,Failure
ISFP,ENFP,78642.12,72649.72,Success
ESTJ,INTP,67803.89,52410.53,Success
ISTJ,ISTP,64605.38,93982.55,Success
ENTP,ENTP,55228.54,51495.45,Failure
ENFP,ESFP,78329.76,49012.46,Success
ENFP,ESFJ,63094.15,39878.24,Success
INTJ,INTP,96899.13,37369.54,Success
ISTJ,ENTJ,33658.31,38355.54,Failure
INFJ,ESFP,78775.94,73658.53,Success
ENFJ,ENTJ,64151.94,99038.41,Success
INTJ,ESTJ,96937.61,70461.46,Failure
ENTP,ESTJ,95799.35,66346.05,Failure
ESTP,ENTJ,52061.23,80972.4,Failure
INTJ,INFP,50628.56,83441.22,Success
ESFP,INFJ,96025.82,71750.69,Failure
ENFJ,ENFP,32358.57,59265.65,Failure
ESFP,ENTJ,79300.12,95076.91,Success
ENFP,ISTJ,89796.69,45128.76,Success
ISFJ,ESTP,88891.58,97181.62,Failure
ISFP,ESFP,58040.91,96194.2,Success
ISFJ,ISFJ,66104.9,83326.54,Failure
INFP,INTJ,43037.4,49430.17,Success
ESTJ,ENFP,65032.29,97458.73,Failure
ESTJ,ESFJ,50480.2,68914.78,Success
INFJ,ENTJ,66405.87,50098.26,Success
INTJ,INFJ,46746.01,34339.65,Success
ENTJ,ENTP,56945.29,86808.98,Failure
ENFP,ISFJ,59494.39,91001.35,Failure
ESTJ,ISTJ,76552.32,53062.02,Success
INFJ,ISFJ,78148.11,68727.86,Failure
ISTP,ESTJ,94036.32,52588.79,Failure
ESTJ,ENFJ,88270.77,58880.97,Success
ESTP,INTP,63911.42,47080.07,Success
ENFP,ESFP,72539.68,34440.29,Failure
ENFJ,INTP,80199.08,75244.1,Success
ISTJ,ISFJ,60320.15,37963.55,Failure
ESFP,ESTJ,92578.97,51291.29,Success
ENFJ,ESFJ,30947.06,72077.33,Failure
ESTJ,ESTP,67044.19,68365.78,Success
ESTJ,ENFJ,33508.02,32383.45,Failure
ESTJ,ENFP,34115.03,67257.71,Failure
ENFJ,ESFJ,96533.01,51385.07,Failure
ISTP,ISTJ,63314.67,91190.15,Failure
ESTJ,ENFP,52379.38,79333.26,Failure
ISTP,INFJ,58172.36,76244.9,Failure
ESTP,ENTP,85922.84,60924.07,Failure
INTP,ISTP,51585.12,68058.54,Success
ISTJ,ENTP,86119.7,86694.47,Failure
ENTJ,INFJ,47642.49,78965.73,Failure
ENFP,ENTP,64935.25,51111.56,Success
ENFJ,ENTP,78879.8,66720.88,Failure
INTP,ESFJ,74749.9,72213.37,Failure
ISTJ,INTP,60518.16,90421.93,Failure
ESFP,ENFJ,94137.28,50037.82,Failure
ESTP,INFP,47976.66,35357.55,Failure
INFJ,ISFP,80547.64,55665.99,Failure
ISTJ,ISTP,63397.36,45501.21,Failure
ENFP,INFJ,98147.98,79102.55,Success
ESTJ,INFP,44174.41,50508.62,Failure
ENTP,ISFP,50295.31,85241.64,Success
INTJ,INTP,44150.28,59412.31,Success
INTJ,ISFJ,81843.86,58158.03,Failure
INTJ,INTP,43527.81,45845.6,Success
ENTJ,INTJ,99917.55,32526.36,Success
ENTP,ESTP,67510.71,58375.92,Success
ENTJ,ISFJ,72083.33,87698.7,Success
ENTJ,INTJ,35940.92,33131.02,Failure
ISTP,ISFJ,84054.15,83285.83,Failure
ISFJ,INFP,52823.64,58646.51,Success
INFP,INTJ,52984.73,51599.46,Success
ESFP,ESFJ,36422.15,67210.19,Success
INTP,ENTP,67133.26,67036.46,Success
ESFJ,ESTJ,91267.06,77772.19,Failure
ISFP,ISTP,95176.16,80335.65,Success
ISTJ,ENFP,93369.32,43818.82,Success
INTP,ENFP,76002.98,69686.76,Failure
ISTP,ENFP,94187.03,97036.4,Failure
INTJ,INFJ,40861.39,84531.58,Success
ENTJ,ISTJ,35323.53,51747.22,Success
INFP,ENTJ,91726.08,98007.46,Success
INFP,ENFP,68205.44,50601.23,Failure
INTP,ESTJ,89074.94,41459.19,Failure
ENTJ,ISFP,72253.03,85309.37,Success
ENFJ,ENTP,49128.81,50349.53,Success
ISTP,ESFJ,88395.03,84682.28,Failure
ENFP,ISTP,82695.07,75856.72,Success
ENFJ,ISTP,46179.79,56076.09,Failure
ISTJ,INFJ,78251.49,41119.99,Failure
ISTJ,ISTJ,30983.24,84409.2,Success
ENFJ,ENTJ,99882.08,63596.95,Failure
ENTP,ENFJ,93328.28,37755.49,Failure
ESFP,ENFP,57605.05,43693.13,Failure
ISFJ,ISTJ,59920.46,46525.5,Success
ENTJ,ESTP,74295.2,83623.81,Success
INTP,ISTJ,61495.21,77998.88,Failure
INFP,ESTP,96221.69,89154.07,Failure
ENFJ,ISFJ,42904.85,44119.16,Failure
ENTP,ESTP,39647.76,58936.22,Success
ESTP,INTJ,64965.29,30696.13,Failure
INTJ,INFJ,42818.38,50048.35,Failure
ESTP,ISTP,37002.07,36906.21,Success
ISFP,INFJ,50865.21,95216.94,Success
ISFJ,ESTJ,85333.95,79233.73,Success
ESFP,ENFJ,65235.1,46142.05,Failure
INFP,INTJ,34877.78,37508.19,Success
ISTP,ENFJ,95049.6,35015.48,Success
ISTP,INTJ,73164.69,99449.1,Failure
ESTP,INFJ,48915.72,82679.85,Failure
ENFP,INFP,73505.84,43649.61,Failure
ISFJ,ISFP,88410.48,32525.59,Failure
ESFJ,ENTJ,58148.97,94214.25,Failure
ESFP,ENFJ,58384.45,35205.93,Success
ISFJ,ENFP,50336.55,50825.63,Success
ENFP,INTP,97341.17,67871.8,Success
ENFP,ENTJ,58374.47,33457.92,Success
ISTP,ESTP,92807.92,62021.98,Failure
INFJ,INTP,87787.82,34429.71,Success
ESTJ,ESFP,34113.47,61663.99,Failure
ISTJ,INFP,64517.91,65058.4,Success
INFP,INFJ,51760.14,30584.93,Failure
INTJ,ESFP,65971.63,91774.84,Success
ISTP,ESTJ,99512.17,81418.82,Failure
ISFP,ESFJ,70755.04,88004.22,Success
ESTP,ESFJ,59948.13,44640.55,Success
ESFJ,INFP,51421.92,88313.66,Failure
ISFJ,ISFJ,66022.35,74871.61,Failure
ESTP,ENTP,81247.87,79270.2,Failure
ENFJ,ENTP,68370.99,86335.89,Success
ENTP,ENTP,32518.61,58669.38,Success
INTJ,ENFJ,93982.02,57087.6,Success
ESFP,ISTP,99331.43,79028.49,Success
ESFJ,ENTP,36962.35,53899.8,Success
INTJ,ISTP,78514.93,76174.49,Failure
ESFJ,INFJ,32898.24,86325.81,Failure
ESTP,ENFJ,42027.62,51731.73,Success
ISFJ,ISTJ,53566.96,44822.69,Success
ESFJ,INTJ,32570.01,76843.26,Failure
ENTP,ISTJ,41134.93,50727.58,Success
ISTP,INTP,96514.29,46631.59,Failure
ENTJ,ESTP,69255.98,78154.35,Success
ESFP,ENTJ,52701.96,98960.51,Failure
ENTP,ENTJ,87596.94,77709.23,Success
INFJ,ESFJ,47659.91,45630.65,Failure
ISFJ,ISTJ,63751.38,49773.71,Success
INFP,ISTJ,86282.69,40755.04,Failure
ISTJ,ISTJ,64934.08,33976.37,Failure
INFJ,INTJ,42630.22,69926.84,Failure
ISFP,ESFJ,99951.21,92991.18,Failure
INTJ,ISTJ,77075.07,33467.17,Success
ISTJ,ESFJ,78235.64,66278.53,Success
INTP,INFJ,48275.9,49758.44,Success
ENFJ,INFP,63022.28,84564.83,Success
ESFP,ISFJ,93342.45,81143.41,Failure
ESFJ,ESFP,95436.66,68027.71,Failure
ENTJ,ESFJ,74243.4,57475.38,Success
INFP,ENTP,58907.39,69933.22,Failure
ISTJ,ENTP,37588.25,85365.18,Failure
ISFJ,ENFP,88286.85,86924.36,Failure
ISTJ,ESTP,98124.02,99760.22,Success
ISFP,INFJ,32659.73,90636.77,Success
ENFP,ESTJ,39910.24,33173.82,Failure
INFJ,ISTP,77551.85,44568.8,Failure
INFP,ENFP,60491.99,77230.64,Failure
ESFJ,ESFJ,44126.49,31401.46,Success
ISTJ,ISTP,42282.82,88619.46,Failure
ESFP,ESFJ,41356.9,79044.43,Success
INTJ,ENFJ,58899.85,55197.43,Success
ISTJ,ENFJ,95029.89,37816.79,Failure
INFP,ESFJ,35736.64,97703.14,Failure
ENFJ,ENTJ,40826.41,31204.34,Success
ISTJ,ESTP,73997.54,47729.66,Failure
INFJ,ISFP,38759.34,56966.78,Failure
ISFP,ISTJ,79663.33,53426.75,Success
INTJ,ISTP,85264.24,60957.31,Failure
ESFP,INFJ,40351.99,75777.11,Success
ENFJ,ESFP,43676.78,97133.39,Success
ENTP,ENTP,91568.35,44843.47,Failure
INTP,ENTP,33211.67,30258.75,Success
ESTJ,ISTP,78771.92,79709.23,Success
ENTP,ENTJ,74757.78,61066.6,Failure
ISTJ,ENTJ,65991.22,46308.25,Success
ESTJ,INTJ,98987.9,42105.41,Success
ENTP,ISFP,76469.33,70873.85,Failure
ENFJ,ENTP,90897.14,84631.54,Success
ENFJ,ESTP,75538.65,79432.01,Success
INFP,ISTJ,39038.8,90686.57,Failure
ESFP,ESFP,95352.2,93876.56,Success
INTJ,ISTP,54398.23,60524.19,Failure
ESTJ,INTJ,44499.25,77748.26,Failure
ISFJ,ISTJ,42574,73733.85,Failure
ESTJ,INTP,65537.21,83428.19,Failure
INTP,INTP,69285.26,69129.14,Failure
ISTP,ESTJ,80716.59,33149.37,Failure
INTJ,ISFP,69476.23,56357.54,Failure
ENFP,ENFP,51005.22,94961.03,Success
ISFP,ENFP,88912.25,90710.89,Success
INTJ,ESFJ,79996.54,75442.86,Success
ESTP,ENTJ,32186.44,58051.05,Failure
ESTJ,ENFP,78262.54,74803.04,Success
ENTP,ESFJ,82590.26,30330.03,Failure
ENTJ,ENFJ,37877.59,45898.09,Failure
ISFP,INFP,72321.28,71417.13,Failure
INFP,ISTJ,36621.44,53311.93,Success
ISTJ,INTP,62960.43,94036.74,Success
ENTP,ENTJ,60199.44,94637.78,Success
ESTP,ENFP,99078.4,58998.53,Failure
INTJ,ENTP,93942.87,72673.01,Success
ESTP,INFP,86545.01,72991.86,Failure
ISTP,ESFJ,45413.79,56059.77,Success
ESFP,ISFP,70642.84,33041.59,Success
ISFP,ENTP,59949.19,64042.99,Success
INFP,ISFJ,46994.64,72788.45,Failure
ESFJ,INTJ,71575.44,67080.56,Failure
ESFP,ENTJ,51406.84,94742.21,Failure
ISFJ,ISTJ,79669.52,64998.6,Failure
ENFJ,ESTP,58543.73,70492.06,Success
ISFJ,INTJ,95286.65,82989.72,Success
INFP,ENFJ,86872.55,98701.61,Success
ENFJ,ISFP,74899.38,49294.92,Failure
INTP,ESFJ,67737.73,42143.87,Failure
ENFP,ESTP,93641.23,42207.93,Success
ESTP,INTJ,45324,73615.01,Success
ISFJ,ENTP,85575.32,60510.44,Success
