GrromMB,BrideMB,GroomInc,BrideInc,Outcome
ESFJ,ESFJ,63370.12,34705.78,Failure
ISTJ,ESTJ,82795.05,37400.47,Success
INTP,ENFJ,68111.3,88126.45,Failure
ENFP,ESTJ,73574.18,37893.49,Failure
ISTP,ENFP,60873.78,37670.4,Success
ESFP,ESFJ,47705.22,58434.47,Failure
ENFJ,ESTJ,48793.21,74156.91,Failure
ENTP,ENTJ,51427.79,55598.67,Success
ESFJ,ISFP,41967.53,42726.56,Success
ESFP,ESFJ,80408.2,80253.83,Success
ESFP,ISTP,76489.93,99547.13,Success
ESFP,ISFJ,94154.98,74235.76,Success
ESTJ,INTJ,76327.8,38227.6,Success
ESTJ,ESTJ,71883.29,62243.23,Failure
INTJ,ESFJ,54840.32,73196.03,Failure
INFP,ISTJ,55189.65,94818.03,Success
ISTJ,INFP,77114.7,82922.02,Failure
ISTP,ISFJ,71378.4,66425.9,Success
ESFJ,INTP,41756.01,60126.44,Success
INTJ,INFP,96820.46,43607.8,Success
ESTP,ESTJ,81954.87,69007.89,Success
ESTJ,ESTP,92556.76,55859.91,Success
ESTP,ISFP,97772.12,54115.03,Failure
INFJ,ISFP,94704.99,72934.26,Success
INFJ,INFJ,45538.52,57356.12,Success
INFJ,ISTJ,63943.54,92177.13,Failure
ISTP,ESTJ,63492.53,52929.9,Success
ISFJ,ESTP,85770.45,70692.39,Success
ISTP,ISFJ,94913.76,31934.1,Failure
ESTP,ENFJ,77455.17,49714.71,Failure
ISTJ,ESFP,74379.69,98169.7,Failure
ESFJ,ENFJ,85468.06,69405,Failure
ENTJ,ISFJ,68249.94,54572.66,Failure
ENTJ,ISTP,58266.86,99455.46,Success
ENTJ,ESTJ,33053.77,79268.12,Failure
ENFJ,ESTP,47298.02,47386.93,Success
ENFJ,ISFP,58120.1,52860.95,Success
ENTP,ENFP,68460.35,74161.99,Success
ISFP,ENTP,76036.59,81458.12,Success
INFJ,ENFP,76448.24,37145.98,Success
ENTP,ESTJ,55040.03,73515.51,Failure
ESTJ,ENFP,84738.83,51251.12,Success
ISFP,ENFP,77086.28,40863.44,Failure
ESTJ,ISFJ,34718.06,72412.01,Success
INFP,ESTP,77602.42,41594.88,Success
ISTP,ISFJ,94731.08,98073.17,Success
INFP,INTJ,61150.59,38878.26,Failure
ESTP,INTJ,33191.06,72687.17,Failure
ENFJ,INFP,94798.86,51841.37,Failure
ISFJ,INFJ,44277.84,63414.05,Success
INTP,ESFJ,79192.5,47767.15,Failure
ESFP,ESTP,67353.06,50639.97,Failure
ENFP,ESFJ,48925.27,83470.23,Failure
ESFJ,ISFJ,74788.03,78454.37,Success
ENFP,INFJ,54763.57,82234.09,Success
ENTJ,ENFJ,64443.91,34848.06,Success
ENTJ,ENFP,67081.89,31166.68,Failure
INTJ,ESFJ,33409.67,87054.49,Failure
ENFP,ESFJ,64932.38,60313.1,Failure
ESFP,ISFP,76227.74,53035.94,Success
INFJ,ISFJ,93237.43,61177.89,Success
ESFJ,ENTP,74342.78,84823.12,Failure
ENFP,ESTP,83353.67,48632.69,Success
ISTP,ESFJ,50104.49,86724.49,Success
INTJ,ENTP,55941.25,49561.96,Success
ENFJ,ESFJ,39678.7,87507.82,Failure
INFP,ISFP,34652.91,65199.49,Success
ESFJ,ISFJ,37833.74,70187.89,Failure
ISTP,ISTJ,88918.51,41726.32,Failure
ESFP,ESFP,94321.64,52119.25,Failure
INTJ,ISTJ,65427.51,91168.65,Failure
ENTP,INTP,99102.09,82800.99,Failure
ESTP,ESFJ,91315.41,43680.82,Failure
INTP,ENTP,38128.29,74145.74,Failure
INFP,INTJ,54358.59,86721.39,Success
ENFJ,ESTP,98536.51,34908.18,Success
ENTJ,ISTJ,66732.48,90856.47,Failure
ENTJ,ESTJ,51251.57,34082.99,Success
ENFP,ESTP,47640.59,85010.26,Success
ESTP,INFJ,88601.79,48056.51,Success
INFP,INTP,75861.63,51699.98,Success
INTJ,ESFJ,80475.82,69920.38,Success
ESTJ,ENFP,69786.43,84145.97,Failure
ISFP,ISTJ,35662.27,92288.18,Failure
ENFP,ESFP,45153.57,54914.8,Success
ISFJ,ESTJ,43199.5,86068.23,Success
INTJ,ISFJ,58179.5,85241.31,Success
ENTP,INTJ,35712.88,32661.16,Success
ENTP,ESFP,86501.87,50477.51,Failure
ENTP,ISFP,64287.8,90860.84,Success
ISFJ,INTJ,41100.63,63778.19,Failure
INFJ,INTP,73726.25,85745.04,Failure
INFP,ISFJ,80414.86,48270.55,Success
ISFP,ESTJ,56130.79,49921.88,Failure
ENFJ,ISTJ,55878.83,83724.67,Failure
ESFP,ENFP,45346.37,39508.99,Success
ESTP,ESFP,46862.46,82278.67,Failure
ESTP,ESFP,90137.45,59986.58,Success
INTJ,INFJ,37632.9,49133.72,Failure
ENFP,INFP,86699.03,83937.8,Success
ENFP,ESTP,62788.26,31091.42,Success
ESTP,ISFP,92802.48,77722.12,Failure
INFP,INTJ,58676.94,44101.68,Failure
ESFP,INTP,54315.69,53259.34,Success
ISTP,ESFJ,64591.77,82359.51,Success
ENTP,INTJ,81622.09,88705.22,Success
INTP,ENFJ,51423.75,97220.03,Success
ENTJ,INTJ,98871.19,71748.04,Failure
ISTP,INTJ,50902.57,88313.98,Success
INFP,ENFJ,83039.5,66462.8,Failure
ESFJ,ENTJ,86663.65,97815.86,Success
ESFP,ENTJ,58205.4,49890.14,Failure
ESTP,ESFP,66960.74,32999.82,Success
ISTJ,ESTP,46655.32,69126.29,Failure
ENTP,ISTJ,40116.68,45340.76,Failure
INTP,ESFJ,85861.48,90016.54,Success
ISTP,ISFP,51019.15,35842.5,Failure
INTJ,ENFP,48981.5,96366.38,Success
ENFJ,ENTP,63679.25,42799.05,Success
INFP,ISFP,36554.91,50962.43,Success
ISTJ,INFJ,39289.61,93137.16,Success
ESTJ,INTJ,77825.67,73150.95,Success
INTJ,ESTJ,97980.67,92134.03,Failure
ESFJ,ISTJ,93296.05,85006.78,Success
ISFP,INFJ,95827.62,77403.41,Failure
ENFJ,ISFJ,94993.22,88127.42,Failure
ESTP,INFJ,43992.43,54265.53,Failure
ENFJ,ISTP,50489.4,70049.22,Failure
ENTJ,ESTP,50256.15,81592.19,Success
ESFJ,ISFJ,52682.02,98905.05,Success
ESTP,ISFP,94537.52,56563.26,Success
ENFP,ESTJ,95435.32,34591.83,Success
ENFJ,ENTJ,54488.83,67360.07,Failure
ENTJ,ENFJ,62323.31,49727.6,Success
ENTP,ENFP,31751.75,57975.55,Failure
INFP,ISFJ,58642.01,74781.48,Failure
INTJ,ISFJ,65085.14,69990.94,Success
ENTJ,ENFJ,40866.54,88316.34,Failure
INFP,ESTP,31870.65,78018.47,Failure
INTJ,ESTJ,72151.59,35624.51,Success
ENTP,INFP,61197.41,79378.04,Success
ENTJ,ISFP,68430,79858.28,Failure
INFP,ENFJ,90052.45,92964.83,Success
INFJ,ISTJ,74874.44,33123.02,Success
ESFP,ENFJ,69156.14,33120.22,Failure
ENFP,ISTJ,85288.59,56276.86,Success
INTJ,ESFJ,85131.94,69341.95,Failure
ENFJ,INTJ,87129.31,97409.77,Failure
ESTJ,ESFJ,85093.01,36049.62,Success
INTP,ESTJ,58424.6,56277.19,Success
INTJ,INFJ,82709.84,48951.9,Success
ESFP,ESFP,93886.92,45596.6,Success
INTP,INTJ,68415.42,32250.63,Failure
INTJ,ENFJ,91097.46,31199.03,Success
ENTJ,INFJ,72619.08,81726.2,Failure
ESFP,INFP,91324.26,99249.09,Failure
INTP,ENTP,75118.86,53595.26,Success
ESTJ,ENFJ,54879.58,60462.77,Success
ESTP,ISFJ,60905.35,90593.63,Success
INTJ,ENFJ,39056.55,60083.49,Failure
ENFP,ISFP,74620.88,94117.61,Failure
INFJ,INFP,68911.05,47582.85,Success
ENTP,ISFP,32107.77,33418.47,Success
INTJ,INTP,39115.63,62146.82,Failure
INFP,ENTP,99714.11,54538.56,Success
ISTJ,ESTJ,89926.62,50011.97,Success
ENTJ,ESTJ,86345.97,85850.27,Failure
ENTP,ESFP,64577.07,84520.94,Success
ESFP,ESFJ,79523.34,53494.65,Success
ENTP,ESFP,35245.36,77276.56,Success
ENFP,INFJ,62503.97,61659.79,Failure
ESTJ,ESTJ,42549.86,95255.9,Failure
ESFJ,ESTP,32960.07,31434.49,Success
ISTJ,ISFJ,42235.49,59102.57,Failure
INFJ,INFP,37630.02,39472.73,Failure
INFP,ISFP,37510.82,66604.78,Failure
INFJ,ENTP,58925.31,44147.02,Success
ISTP,ENTJ,60911.03,75485.16,Success
ENFJ,INTP,95906.91,53011.74,Success
ISFP,ENFJ,96573.82,47586.62,Failure
ENFJ,INFJ,65393.73,58291.83,Success
ESFJ,INTJ,75150.59,33547.14,Failure
ENTJ,INTJ,95408.88,52437.22,Success
ISTP,INFJ,71047.89,41724.46,Failure
ISFJ,INTP,38298.54,41510.43,Failure
ISTJ,ESTJ,53693.92,35408.45,Success
ISFJ,ISFJ,95675.78,46161.05,Success
INTP,ENFP,39107.68,34959.39,Success
ISFJ,ESTP,65039.38,88299.46,Failure
ISFP,ISTJ,32949.95,35581.55,Success
INFJ,ESFP,73437.86,51582.73,Success
ISTJ,ISTJ,98931.96,91152.79,Success
ESFJ,ENTP,69629.96,79074.44,Success
INTP,ISFP,36186.25,73263.47,Success
ISFJ,ISTP,37313.3,91796.06,Failure
INTJ,INTJ,64445.41,39718.34,Success
ESFP,ISFJ,60051.87,93395.44,Failure
ISTP,ISFP,84504.67,81113.63,Success
ESTP,ENTP,39995.41,67680.24,Failure
INTJ,ENFP,50757.32,45535.67,Success
INTJ,ISTP,75754.31,33970.12,Success
ENFJ,ESTP,43944.21,65563.39,Success
ISFP,ISFJ,31937.81,60453.09,Failure
ENTJ,ESTJ,68605.96,46856.34,Success
ISFP,ISFP,62442.54,32719.73,Failure
ENTP,ESTP,51139.26,41357.1,Success
INTP,ENTP,82694.55,40785.45,Failure
ISTP,INTJ,58655.87,66008.92,Failure
ESTJ,ISTP,76154.14,64472.27,Failure
INFJ,INTJ,43971.82,62930.24,Failure
ESFP,ESFP,55213.95,66893.31,Success
ISTP,ENFP,55067.78,75798.56,Success
ISFP,ESFP,89371.74,97136.45,Success
INTJ,ENTJ,34934.97,78764.14,Failure
INFP,ENTJ,55339,63220.69,Success
INTJ,INTJ,72860.25,97172.62,Failure
ENTJ,ISTP,91049.48,89260.73,Failure
ISFP,ISFP,42815.22,72758.5,Failure
INFJ,ENTP,92072.5,74486.75,Success
ENFP,ENTJ,96361.51,32139.78,Success
ISFP,ISTJ,79496.63,62743.42,Success
ESFJ,INTP,69239.79,33960.99,Failure
INTJ,ESTP,49864.1,36709.61,Failure
ISTP,ISFP,68458.66,57175.26,Failure
ENTP,ESTJ,37879.76,34463.95,Failure
ISTP,INTP,49483.02,97872.15,Success
INTJ,ENFJ,75320.84,58422.41,Success
ESFJ,ENFJ,62687.27,99897.91,Failure
ESFP,INFJ,61399.1,34606.47,Success
ISTP,ESTJ,62660.15,82436.78,Success
ISTP,ESFP,67995.21,44241.32,Failure
INTJ,ENTP,39752.58,61918.74,Success
ISTJ,INFJ,69772.17,38355.89,Success
ISTJ,ENTJ,92462.84,36098.97,Failure
INTP,ISFP,30544.71,98955.86,Failure
ENFP,ESTJ,80111.62,49327.89,Success
ESFJ,ENTP,59760.8,60883.53,Failure
ESFP,ENFJ,59437.09,96814.97,Failure
INTJ,INTJ,97546.21,53350.17,Success
ESTJ,ESTP,34342.83,39196.49,Success
INTJ,ENFP,97772.54,41422.64,Success
INFP,ESTJ,39140.8,81114.11,Success
ENFP,ISTP,93894.95,84355.53,Success
ISTJ,ESTP,46542.37,63104.57,Success
ISTJ,ESFP,84739.62,49855.73,Success
ISFJ,INFP,32034.22,93427.93,Success
ISTJ,ESTP,66605.59,83533.89,Success
ISTJ,ISTJ,43633.78,32732.42,Success
INTJ,ESTP,79384.75,43585.09,Success
ENTP,INFJ,46593.83,70790.89,Success
ENTJ,ESFJ,72268.03,53168.25,Success
INFJ,ESFP,36815.15,91986.7,Success
ENFP,INFP,63863.58,36481.41,Failure
INTJ,INTP,79518.18,55932.17,Failure
INFP,ISTJ,64268.75,52355.11,Failure
ISFP,INFP,92952.87,94419.6,Success
ENTP,ENTP,94828.44,89144.75,Failure
INFP,ISTP,33604.6,87299.26,Success
ENFP,INFP,57646.23,80178.98,Failure
ENTP,ESTP,87882.4,64492.44,Success
ISFP,ESTP,34360.76,93797.97,Failure
INTJ,ENFP,64203.74,41150.47,Failure
ISFP,INFP,41905.72,69684.55,Failure
INTJ,ENFP,78043.5,63660.11,Success
ISFJ,INTP,80997.06,90502.25,Failure
ENFJ,ISFJ,98725.44,47333.99,Failure
ISTJ,ESTJ,84626.85,73404.37,Success
ESTJ,ESFJ,82303.87,93710.53,Success
ESFJ,INFP,89850.44,39356.79,Failure
ISTP,ENFJ,71019.41,35740.01,Success
ESFJ,ENTP,33519.41,61931.47,Failure
ISTP,ISFJ,80135.71,60624.06,Success
ESFP,INTP,73164.55,44901.37,Failure
ENTP,INFP,53779.97,96375.38,Success
INFP,INFJ,84938.33,55846.95,Failure
ENTJ,INFP,93054.88,47528.84,Success
ENTJ,ISTP,46708.04,72252.69,Success
ESFJ,INFP,97310.08,51537.82,Failure
ISTP,ENFP,96538.92,64020.1,Failure
ISFP,INFP,58116.77,60190.19,Failure
ENTP,ENFP,85823.02,30597.14,Failure
ESFJ,ESFP,64733.02,72104.13,Failure
INTP,ISTJ,73703.82,76894.62,Failure
ISFJ,ESTP,96299.03,99516.13,Failure
ENTP,ESFP,60363.2,61154.37,Failure
ESFJ,ISFP,62237.56,84454.32,Success
ESFJ,ENFJ,47842.32,48022.58,Failure
INFP,ESFJ,71882,58603.25,Failure
INTP,INTP,57284.82,47020.09,Success
INTJ,ENTJ,42953.99,56334.48,Failure
ENFP,INFJ,44328.61,49661.68,Failure
ENTJ,ENTJ,43366.99,43181.33,Success
ESFJ,ENFJ,96458,61584.38,Failure
ISTP,ISTP,90084.64,30632.56,Success
INFP,INFJ,41778.58,36713.88,Failure
ESFJ,ESFJ,82857.45,49401.76,Success
ENFJ,ENTP,68989.63,40729.87,Failure
ISTP,ISTP,91358.57,51143.99,Success
INTP,ENFP,62656.74,76730.18,Failure
ESFJ,INTP,89860.17,84426.69,Failure
INFJ,ENFP,90663.73,71628.23,Success
ISTJ,ISFP,98193.29,95132.72,Failure
ENFP,ENTJ,71329.98,83975.63,Success
ISTP,ENFJ,71495.44,87531.71,Failure
ESTJ,ESFJ,40764.38,67267.87,Failure
ISTJ,ISTP,49369.73,95319.88,Failure
ESTP,INTJ,55482.8,99573.7,Success
ESTP,ESFP,92955.95,35842.58,Success
INTP,ESFP,98548.35,34150.03,Success
INTP,ISTJ,84109,67147.52,Success
ENFP,ISTP,91207.53,89258.23,Success
ISFJ,ENTP,56136.56,67001.67,Failure
INFJ,ESFP,39498.81,60251.49,Failure
ESTJ,ENFP,50334.87,42002.57,Failure
ENTP,ISFP,73514.02,39556.03,Failure
INFP,ESFP,90607.61,44658.66,Failure
ESFJ,ESFJ,42114.7,87730.15,Success
ENTP,ENTP,96202.27,75662.56,Failure
ISTP,ESTJ,87641.84,54912.34,Success
ENFP,ESFJ,48927.39,55435.25,Failure
ISFJ,ENFP,43806.16,40525.43,Success
ISTP,ESFP,48653.94,55131.64,Success
ENTJ,ISFJ,56323.63,49622.55,Success
INTP,INFP,44580.46,89399.5,Failure
ISFP,ISTP,33464.62,70746.73,Failure
ISTJ,ESTP,70381.01,67061.8,Success
ESFJ,ISFJ,39365.22,90130.09,Success
ENTJ,ESFJ,46765.32,34838.59,Failure
ISFJ,INTJ,43339.79,71717.35,Failure
ESFP,INTJ,85611.27,92259.44,Success
ENFJ,ISFP,59508.14,85351.41,Success
INFJ,ENTP,51863.02,99289.85,Success
INTP,ENFP,64845.05,95827.99,Failure
ISTJ,INTP,49274.89,90917.57,Success
ESTJ,ENFP,54266.41,90591.58,Failure
INFP,ESFJ,44410.02,45362.48,Success
INTJ,ENTP,59057.31,37407.86,Success
ESTP,INFJ,50656.3,74952.47,Failure
ESFJ,ENFJ,80248.85,80589.82,Failure
ISTJ,ENTJ,36102.42,52683.39,Success
INTJ,ISFJ,79634.35,79242.28,Failure
ESFP,ENFP,58417.92,97851.48,Failure
ESFJ,INFP,66400.4,32189.34,Success
ENFJ,ISTP,31164.62,36629.72,Success
ISTJ,ESFJ,32542.75,86320.81,Success
ENTJ,ISFJ,42745.55,62356.99,Success
ESTP,INTJ,45628.42,63808.63,Success
ISTJ,ESTP,54980.03,43584.56,Failure
ENTP,ESTJ,73237.89,63240.7,Failure
ESTJ,ESFJ,51982.93,66514.01,Success
ESFP,ESTJ,59890.77,54390,Success
ISFJ,ENFP,56579.2,65330.97,Failure
INFP,INFP,46824.48,72269.22,Success
ESTP,ENFJ,57883.18,75529.21,Failure
INTJ,ISFJ,70728.64,36667.05,Failure
ENFP,ISFP,42916.15,58277.33,Success
ISFJ,ENTP,94869.32,38966.67,Success
INFP,ENFP,83919.53,78380.81,Failure
ISFJ,ESTJ,98648.02,40149.14,Success
INTJ,ISTP,73896.62,64190.15,Success
ESFJ,ISFP,56279.28,76710.18,Success
ISFP,ENFJ,45422.2,91062.6,Failure
INFP,ISTP,99303.61,99045.74,Failure
INTP,INFP,48692.17,41981.39,Failure
INFP,ISTJ,90300.68,55979.56,Failure
ISFP,ESFP,71285.57,92064.09,Success
ESFJ,ISFP,69125.66,93350.34,Failure
INTP,ESTJ,95941.77,98465.71,Success
ESTJ,ESTJ,67754.16,82256.23,Failure
INFP,ENFJ,99192.15,74366.06,Failure
INFP,ISTJ,58881.32,46566.31,Failure
INFP,INTJ,47224.43,41556.26,Failure
ISFJ,INFP,54628.11,77822.5,Failure
INTP,INTJ,35297.72,63435.67,Failure
ESTJ,INTJ,46363.22,63602.93,Success
ENTJ,ESTP,40614.32,59833.92,Failure
ISTP,INFJ,46850.42,59828.18,Failure
ESFP,ESFJ,61514.05,59148.46,Success
ISFP,ESFP,89881.65,79800.65,Failure
ISTJ,ISTP,77593.27,45207.07,Success
ISTJ,ESTJ,39326.07,51832.36,Success
INTJ,INFP,39951.44,99654.51,Success
ISTJ,ESTJ,78119.67,66610.23,Failure
ISFJ,ISTJ,31994.76,78720.21,Success
ENTP,ESTJ,56592.09,56290.38,Failure
ENTJ,INFJ,67432.04,39012.43,Failure
ENFJ,ESFP,57368.9,67411.97,Success
ESFP,ESFP,99356.14,42365.87,Success
ENTJ,INTP,70226.46,81008.61,Failure
ISTP,ESFJ,90170.81,75429.83,Failure
ESTJ,ENTJ,83724.15,33903.16,Success
INFP,ESTP,89868.13,82899.35,Success
ISTJ,ENFJ,79997.64,70491.09,Success
INFJ,ENFP,72123.55,93632.48,Success
ENFP,ESFP,81710.09,71192.34,Failure
ESFJ,ISTJ,76663.85,81109,Success
INTP,ESFP,91986.53,51337.09,Failure
ESFP,INFJ,41749.43,50000.04,Failure
ESTJ,ESTP,63603.81,85909.53,Failure
ISFP,ENFJ,89378.62,71169.42,Failure
ENFP,ISFJ,92001.41,65056.63,Success
ISFJ,INTJ,30742.37,52500.8,Failure
ESTJ,ISTJ,49784.28,71706.76,Failure
ESFJ,ENTJ,80906.51,61638.03,Success
ESTJ,ISFP,86218.76,33171.77,Failure
ESTP,INFJ,79643.91,76619.62,Success
ESFP,ISTP,88188.24,58015.7,Failure
ISTJ,ESFJ,51422.58,63206.48,Failure
ENFJ,ENFP,36706.66,68747.68,Success
INTJ,ESFJ,99276.18,30196.87,Success
ISFP,ISFP,78423.58,47647.39,Success
INFP,ENFJ,85682.34,63301.37,Failure
INFJ,ISFJ,71453.75,92256.48,Failure
INFJ,ESFP,46098.65,32407.58,Failure
ESFJ,ISTJ,33139.76,77503.82,Failure
ISTP,INTJ,81728.68,48942.53,Success
ISFJ,ESFJ,36985.57,37440.25,Failure
ESFJ,ESFJ,36642.68,78666.7,Failure
ISTJ,ENTJ,93955.17,91704.11,Success
ENFP,INTJ,90867.24,59012.97,Failure
ENFJ,ESTJ,56728.65,54679.08,Failure
ISTP,ESTP,46398.72,49431.66,Success
ENTP,INFP,98233.56,34500.48,Failure
ISTP,ISFJ,86427.41,34109.32,Success
ISFP,INFP,69457.6,77720.03,Failure
ESFJ,ESTJ,77809.17,97366.48,Success
ISFJ,INTJ,78496.22,61763.79,Failure
ENTJ,ESTP,57980.66,84389.88,Failure
INTP,ENTJ,85129.74,54180.06,Success
ENTP,ESTJ,85052.53,96853.15,Success
ESTP,ISFJ,89909.89,49182.4,Failure
INTP,ESTP,80625.84,34621.35,Success
ISFP,ENFJ,74875.43,66379.93,Failure
ESTJ,ENFJ,52720.97,43199.42,Success
INTP,ISFP,64366.67,48567,Failure
ISFP,ESFP,91357.4,41395.36,Success
ISFP,ESTP,78884.97,33380.08,Success
INFJ,ISFJ,90020.64,32394.88,Success
INTP,ESTP,68632.17,63399.89,Success
ENTJ,ENTP,80336.42,48399.6,Failure
INFP,ESFP,52655.03,81253.94,Failure
ENTP,INTJ,79980.93,97247.96,Success
ESFJ,ISFJ,32284.85,57587.27,Failure
ISFJ,INTJ,79932.61,46556.48,Success
INTP,ENTP,35694.05,77163.75,Failure
ENFP,ESFP,71936.52,93887.26,Failure
ENTP,ESFJ,43660.25,52591.72,Failure
INTJ,ISFJ,50091.54,94214.42,Failure
ESTJ,ESTJ,90539.84,80758.86,Failure
ENTP,INTP,43411.73,89287.63,Failure
INFP,ISTP,86319.82,61274.43,Success
INTP,INTJ,49570.79,55100.41,Failure
ISFJ,ENTJ,96295.21,99928.74,Failure
INTP,ISTP,79144.82,75020.11,Failure
INTP,INFJ,83275.53,64170.71,Failure
ENTJ,INFJ,37735.52,91419.65,Success
ENTP,ESTP,98694.44,71282.18,Failure
ENTP,ENTP,40681.54,84056.84,Success
ESTJ,ESFP,52023.89,41664.18,Success
ESFP,ISTP,36088.81,72920.31,Failure
INTJ,ENTJ,63212.44,57639.67,Success
ISFJ,INTP,71379.19,91861.15,Failure
ESTP,ESTJ,93919.94,34173.4,Failure
INFJ,ISTP,63250.86,42240.39,Failure
ISFP,INFP,97318.82,82677.69,Failure
ESFJ,ISTJ,67953.19,55380.62,Failure
ESFJ,ESTP,75974.91,72971.97,Success
ESFP,ESTJ,76247.68,63278.93,Failure
INTJ,ISTJ,96380.85,61435.88,Failure
ISFP,ENTP,55325.34,68266.53,Success
ESTJ,INTJ,82957.99,59809.84,Failure
ENFP,ISFP,89062.37,95416.93,Success
ESFP,INTJ,35816.25,66952.78,Failure
INFJ,INFJ,82791.22,70198.2,Success
ENFP,ESTJ,81202.21,76162.73,Success
ESTP,ISFP,74644.64,87388.86,Failure
INFJ,ENTP,62916.01,85622.98,Failure
ISFP,ESFP,67456.65,81432.45,Failure
INFJ,INFJ,89623.89,40436.51,Success
ISFP,INFJ,95639.32,92809.17,Failure
INFJ,INTP,39527.16,39662.07,Success
ISFP,ESFP,42201.83,34166.33,Failure
ENFP,ENTP,43088.18,71794.34,Success
ESFP,INTJ,70092.66,32055.09,Success
ISTJ,ESFP,92746,60851.67,Failure
INFP,INFP,31394.75,71767.78,Failure
INFP,ENFP,95877.82,51918.19,Failure
ISTP,INTP,94076.31,40059.72,Success
ISTP,ENTJ,79627.47,69267.75,Success
ISTP,ENFJ,52358.49,90785.98,Failure
ENTP,ISTP,53948.97,73011.48,Failure
ENFJ,ISFJ,91355.64,46471.46,Failure
INTJ,ESTP,49876.61,60471.11,Success
ENFP,INTP,72163.98,77350.36,Success
INFP,ESFP,67602.78,81897.94,Failure
ESFP,INFJ,97073.03,56905.98,Success
ESTJ,ESFJ,72973.47,91815.62,Success
INFJ,INFJ,34425.7,73417.46,Success
ISFJ,ENFP,71184.47,70397.88,Success
ESTJ,ESTP,98086.14,65568.25,Failure
INFJ,ESFP,77217.75,99371.16,Success
ENFP,INFP,76484.9,76737.33,Failure
INTJ,INTP,55304.35,85731.49,Failure
ENFJ,ESFJ,69732.16,66986.23,Failure
ISTP,ENTJ,41670,89578.87,Success
ESFJ,ISFJ,30845.19,66099.28,Failure
INFP,ENFP,46738.51,70132.07,Success
ISFP,ISTP,95204.95,88083.4,Success
ISTJ,ISFP,52790.36,45690.63,Success
ISTP,INTJ,42163.07,67961.86,Failure
ISTP,ESTP,51400.18,49343.18,Success
ISTJ,ENTJ,82655.01,40176.1,Success
ISTJ,INFP,52674.59,57552.38,Failure
ESTJ,INTP,46503.02,62333.43,Failure
ESTJ,ESFJ,59798.09,88958.84,Success
ISFJ,INFJ,44307.02,33207.65,Failure
ESTP,ENTJ,86343.91,72672.54,Success
INFJ,INTJ,95541.64,77939.57,Success
ISFJ,ENFP,36870.65,45996.11,Failure
ISFP,ESTP,93025.2,70318.44,Failure
INTP,ESFJ,73645.03,88507.09,Failure
INFP,INFP,96785.34,47745.13,Failure
ISFP,ENTP,65079.84,76620.1,Failure
ESFJ,ISFJ,77253.07,66830.68,Success
ISTP,ESTP,53231.33,41472.28,Failure
ESTP,ISTP,47326.37,40327.01,Success
ESFP,ENFJ,74804.23,96612.04,Success
ISTJ,INFJ,31424.79,75057.78,Failure
ENTP,ESTP,57496.8,80078.72,Success
ENTJ,INFP,35995.57,87081.2,Failure
ISTJ,ESFP,34254.28,57878.64,Success
ISTJ,ENFJ,69504.29,45821.43,Failure
ENFJ,ESFP,56871.46,44533.74,Failure
ENFJ,ESTJ,71891.92,84293.66,Success
ENTP,ISFP,56635.52,65852.1,Success
ESTP,ISTP,48260.03,99364.44,Failure
ENTJ,ENTJ,44631.62,76423.51,Success
INTJ,ENTP,90584.27,94013.19,Failure
ISFP,ESTP,75620.53,35014.09,Success
ENFJ,ISFP,45801.37,43526.24,Success
ISTJ,ISTP,59780.72,64128.59,Failure
ISFP,INTJ,32666.55,51613.86,Success
INTP,ISTJ,76416.33,41648.92,Success
ESTP,ESTJ,88366.15,48352.12,Failure
ESTJ,ISFJ,72831.63,37447.39,Failure
ENTP,ISTJ,35901.15,93708.97,Failure
ISTP,INTP,98391.77,56023.12,Success
ESTP,ENFJ,86228.31,40843.35,Success
ESTP,ISFJ,95058.28,43955.69,Failure
ESTP,INFP,72058.98,57202.25,Success
ENTP,INFJ,62688.19,86713.71,Success
ENTP,INFJ,50520.12,64869.44,Failure
ENFJ,ESTP,30031.81,43125.96,Success
INTJ,ESFP,78060.99,95277.89,Failure
ENTP,INTJ,88932.23,30960.78,Success
ENTJ,ESFP,82689.68,99348.52,Success
ENFP,INTP,88083.91,84117.71,Failure
ESFP,ESFJ,77787.16,34628.34,Success
INFJ,ESTJ,35323.27,59937.66,Failure
INTJ,ENFJ,30647.06,96463.77,Success
ENFP,ENFP,75793.73,38410.16,Success
ISFJ,INFJ,85830.56,45217.75,Failure
ENTP,ISTP,60306.13,72340.71,Success
INTP,ISFP,78517.07,56517.86,Failure
ESFJ,ISTP,58655.58,59678.99,Failure
INTJ,ISTJ,43590.98,55717.44,Failure
ESTJ,ISTP,68903.8,38559.36,Failure
ISFJ,ISTJ,36856.01,32059.29,Success
ESTP,ISFP,70815.29,41066.84,Failure
ISTP,ESTJ,82053.37,77701.49,Failure
INFP,ISFJ,46246.46,86647.55,Success
ISTJ,INFJ,71375.16,72392.96,Success
ENFJ,ESFP,97076.25,42426.29,Success
ESFP,INTP,69794.06,48257.51,Failure
INFJ,ISTP,97447.22,33370.29,Failure
ISFP,ENTJ,78685.21,90525.86,Failure
ESTP,INFJ,47882.46,57682.31,Success
INFJ,INFP,43855.86,83750.02,Failure
ENFP,ISFP,95634.2,63139.52,Failure
INFP,ENFJ,41489.74,87072.73,Success
ISTJ,ISTJ,39487.21,98289.14,Failure
ESFP,ESTP,50218.68,75699.25,Success
ESFP,ISTJ,51990.56,88857.13,Success
