"DJ","Music","Day","Attendance","Rating"
"Blue","HipHop","Thursday",98,3.2
"Monique","HipHop","Friday",102,3.2
"Blue","Techno","Thursday",52,1.3
"Ania","Techno","Friday",152,2.5
"Ania","Techno","Friday",104,1.9
"Mski","Rock","Thursday",23,4.3
"Blue","HipHop","Friday",62,4.6
"Ania","Rock","Thursday",121,4.9
"Ania","Jazz","Friday",102,2.9
"Mski","HipHop","Thursday",137,4.6
"Blue","HipHop","Saturday",194,2.5
"Blue","Rock","Friday",83,2.3
"Brejcha","Rock","Thursday",159,4
"Mski","Jazz","Friday",165,2.9
"Mski","Jazz","Saturday",186,4.6
"Brejcha","HipHop","Friday",111,2.6
"Mski","HipHop","Saturday",171,1.8
"Ania","Rock","Thursday",83,2.2
"Mski","Rock","Friday",32,3.1
"Brejcha","Jazz","Friday",144,4.3
"Ania","Techno","Thursday",110,2.1
"Brejcha","Techno","Friday",81,2.6
"Blue","Techno","Thursday",136,3.4
"Monique","Techno","Saturday",191,4.1
"Brejcha","HipHop","Saturday",188,4.7
"Ania","Rock","Saturday",193,1
"Mski","Jazz","Saturday",98,4.6
"Monique","Rock","Thursday",175,3.4
"Blue","Rock","Friday",21,3.4
"Blue","HipHop","Saturday",159,4.2
"Brejcha","Rock","Thursday",127,2.8
"Brejcha","Rock","Friday",56,2
"Monique","HipHop","Saturday",48,2.2
"Mski","Rock","Friday",71,1.4
"Mski","Jazz","Friday",148,1.1
"Monique","Techno","Saturday",177,4.4
"Monique","Rock","Saturday",189,1.6
"Monique","Techno","Thursday",132,1.3
"Blue","Jazz","Friday",91,3.3
"Monique","Rock","Friday",26,1.3
"Mski","Jazz","Friday",75,1.3
"Brejcha","HipHop","Friday",115,1.8
"Brejcha","Jazz","Friday",151,3.7
"Ania","Jazz","Thursday",58,1.4
"Mski","Techno","Saturday",84,3.8
"Blue","Techno","Saturday",132,3.3
"Mski","Rock","Friday",53,1.9
"Mski","Jazz","Saturday",26,4.3
"Blue","Rock","Saturday",70,3.4
"Mski","HipHop","Friday",196,4.5
"Mski","Rock","Friday",26,3.9
"Blue","Jazz","Friday",112,5
"Monique","Techno","Friday",146,1.5
"Blue","HipHop","Friday",32,1.5
"Blue","Techno","Friday",44,1.1
"Monique","Techno","Thursday",62,4.8
"Ania","Rock","Saturday",188,4
"Brejcha","Rock","Friday",155,2.9
"Brejcha","HipHop","Saturday",62,4.5
"Brejcha","Techno","Friday",103,4.7
"Monique","HipHop","Thursday",200,4.9
"Blue","HipHop","Saturday",107,1
"Mski","Rock","Saturday",27,3.7
"Ania","HipHop","Saturday",182,1.7
"Monique","HipHop","Thursday",20,1.3
"Blue","Jazz","Saturday",108,4.7
"Ania","HipHop","Friday",127,1.5
"Blue","Techno","Friday",120,3
"Monique","Jazz","Friday",135,2.3
"Ania","Rock","Saturday",67,4.2
"Monique","HipHop","Saturday",176,4.2
"Mski","Jazz","Saturday",176,1.9
"Monique","Techno","Friday",60,3.5
"Mski","HipHop","Saturday",74,1.8
"Blue","HipHop","Saturday",101,2.7
"Monique","Techno","Saturday",163,2.7
"Monique","Jazz","Friday",45,1.7
"Blue","Techno","Thursday",96,2.4
"Brejcha","HipHop","Thursday",139,4.1
"Blue","HipHop","Thursday",63,3.7
"Mski","HipHop","Friday",20,4.2
"Monique","Rock","Friday",190,3.1
"Monique","Rock","Thursday",188,4.3
"Ania","HipHop","Saturday",56,3.8
"Ania","HipHop","Friday",94,1.4
"Monique","Jazz","Friday",156,1.9
"Blue","Rock","Saturday",126,4.2
"Ania","Rock","Thursday",97,1.1
"Blue","Jazz","Thursday",59,1.4
"Brejcha","Jazz","Saturday",162,2.6
"Brejcha","Rock","Friday",46,3.7
"Ania","Techno","Thursday",179,3.7
"Ania","Jazz","Thursday",109,4.5
"Brejcha","Rock","Friday",92,3.4
"Brejcha","Rock","Thursday",84,2
"Monique","Rock","Saturday",78,1.9
"Mski","Techno","Friday",63,4.3
"Mski","Techno","Saturday",55,2
"Brejcha","Jazz","Thursday",176,2.4
"Monique","Rock","Thursday",50,3.4
"Brejcha","HipHop","Thursday",118,3.5
"Blue","Rock","Friday",81,1.9
"Ania","HipHop","Thursday",115,5
"Mski","HipHop","Thursday",104,2.2
"Blue","Rock","Thursday",171,2.9
"Ania","HipHop","Thursday",25,2.9
"Brejcha","HipHop","Thursday",94,1.9
"Monique","Jazz","Saturday",132,4.6
"Blue","Rock","Friday",29,2.4
"Mski","Techno","Thursday",174,3
"Monique","Techno","Thursday",107,2.4
"Brejcha","Rock","Saturday",114,2.9
"Monique","HipHop","Saturday",168,4.1
"Brejcha","Techno","Saturday",34,2.4
"Monique","Rock","Friday",162,1.5
"Blue","HipHop","Friday",71,4.6
"Brejcha","HipHop","Saturday",184,2.1
"Brejcha","Jazz","Friday",128,2.1
"Blue","Jazz","Friday",102,4.2
"Blue","HipHop","Saturday",153,1.7
"Brejcha","Jazz","Thursday",129,3.2
"Blue","Rock","Saturday",137,1.6
"Ania","Jazz","Friday",137,5
"Ania","Jazz","Saturday",111,4
"Monique","Techno","Thursday",182,3.4
"Monique","Rock","Saturday",190,1.4
"Ania","Jazz","Saturday",52,2
"Mski","Rock","Saturday",67,1.5
"Blue","HipHop","Thursday",89,1.7
"Ania","Rock","Saturday",122,1.6
"Mski","Techno","Friday",100,4.6
"Brejcha","Rock","Friday",181,4.8
"Monique","Jazz","Saturday",75,1.9
"Mski","Techno","Friday",56,4.3
"Mski","Jazz","Saturday",138,3.2
"Brejcha","Techno","Thursday",178,4.8
"Monique","Jazz","Thursday",48,2
"Monique","Techno","Thursday",181,2.2
"Ania","Jazz","Saturday",115,4.5
"Ania","Jazz","Saturday",96,2.9
"Brejcha","HipHop","Thursday",126,4
"Monique","HipHop","Thursday",68,2.6
"Monique","HipHop","Thursday",102,3.2
"Blue","Rock","Friday",160,3.5
"Blue","Jazz","Saturday",108,4.7
"Brejcha","Jazz","Thursday",52,4
"Blue","Techno","Thursday",48,1.2
"Mski","HipHop","Thursday",124,4.4
"Brejcha","Rock","Friday",72,2.8
"Monique","Techno","Thursday",167,4.9
"Brejcha","Jazz","Thursday",113,1.4
"Blue","Techno","Saturday",144,3.6
"Mski","Rock","Friday",29,3.4
"Brejcha","Rock","Friday",56,2.3
"Mski","Jazz","Saturday",80,4.2
"Ania","HipHop","Thursday",116,1.9
"Monique","Jazz","Thursday",101,3.6
"Brejcha","Rock","Thursday",117,3
"Ania","Techno","Saturday",40,1.8
"Mski","Techno","Saturday",189,4.9
"Blue","HipHop","Friday",130,2.5
"Blue","Rock","Saturday",55,3.8
"Monique","Techno","Saturday",174,2.2
"Blue","Rock","Thursday",117,1
"Mski","Jazz","Saturday",178,2.3
"Blue","HipHop","Saturday",74,1.6
"Ania","Jazz","Saturday",199,2.7
"Brejcha","Techno","Thursday",28,1.3
"Brejcha","Techno","Friday",175,4.1
"Brejcha","Jazz","Thursday",82,4.3
"Ania","HipHop","Friday",155,1.6
"Blue","Jazz","Saturday",74,2.2
"Mski","Jazz","Saturday",97,2.3
"Monique","Rock","Friday",73,2
"Mski","HipHop","Friday",186,4.7
"Brejcha","Techno","Friday",199,4.5
"Brejcha","Jazz","Thursday",42,4.2
"Mski","HipHop","Saturday",54,1.5
"Ania","HipHop","Thursday",156,4.2
"Brejcha","Rock","Friday",48,4.4
"Ania","HipHop","Friday",79,4.6
"Monique","HipHop","Saturday",116,3.4
"Ania","Techno","Thursday",49,3.4
"Ania","Jazz","Saturday",92,3.1
"Blue","Rock","Saturday",49,4.3
"Mski","Rock","Thursday",21,4.7
"Ania","HipHop","Friday",183,2.2
"Ania","Jazz","Friday",171,1.8
"Ania","Rock","Thursday",106,1.5
"Monique","Techno","Friday",70,1.6
"Brejcha","Techno","Friday",82,1.7
"Mski","Rock","Friday",25,4
"Brejcha","Rock","Friday",165,1.9
"Monique","Rock","Saturday",123,4.7
"Blue","Jazz","Saturday",55,1.2
"Mski","Rock","Friday",25,4
"Brejcha","Jazz","Saturday",147,4.4
"Mski","Rock","Saturday",67,1.5
"Mski","HipHop","Saturday",128,2
"Ania","HipHop","Saturday",101,2.2
"Ania","Techno","Friday",145,1.2
"Mski","Rock","Saturday",21,4.8
"Blue","HipHop","Friday",21,1.6
"Monique","HipHop","Friday",168,4.1
"Mski","HipHop","Thursday",135,1.5
"Monique","Techno","Thursday",159,3.1
"Mski","Techno","Thursday",51,1.1
"Ania","HipHop","Saturday",193,2.5
"Monique","Techno","Thursday",170,3.7
"Brejcha","HipHop","Saturday",160,3.1
"Blue","Techno","Thursday",136,3.4
"Brejcha","HipHop","Saturday",150,1.2
"Ania","Rock","Friday",182,1.2
"Ania","Jazz","Thursday",180,4.1
"Blue","Techno","Thursday",192,4.8
"Ania","Jazz","Saturday",188,4.8
"Blue","Jazz","Friday",71,2
"Ania","Techno","Friday",192,1.5
"Ania","Techno","Thursday",64,2.2
"Mski","Techno","Saturday",173,3.7
"Brejcha","Rock","Saturday",126,2.3
"Blue","Jazz","Thursday",99,3.9
"Mski","Jazz","Saturday",136,1
"Mski","Rock","Saturday",62,1.6
"Mski","Rock","Saturday",29,3.5
"Mski","HipHop","Friday",102,4.8
"Mski","Jazz","Saturday",103,2.7
"Ania","Jazz","Friday",50,3.2
"Brejcha","Techno","Saturday",146,2.5
"Monique","Rock","Saturday",86,3.6
"Monique","Rock","Thursday",55,4
"Blue","Jazz","Thursday",52,1.1
"Monique","Rock","Friday",121,3.5
"Ania","Rock","Saturday",182,4
"Ania","HipHop","Thursday",145,2
"Mski","Rock","Thursday",22,4.6
"Brejcha","HipHop","Thursday",72,2.5
"Monique","Rock","Thursday",30,3.6
"Blue","Jazz","Friday",55,1.2
"Monique","Jazz","Thursday",115,1.4
"Brejcha","Jazz","Saturday",183,5
"Monique","HipHop","Thursday",58,2.4
"Mski","Techno","Thursday",172,1.6
"Monique","HipHop","Thursday",26,1.6
"Monique","HipHop","Friday",40,2
"Mski","HipHop","Saturday",97,1.7
"Mski","Techno","Thursday",140,4.8
"Blue","Techno","Saturday",192,4.8
"Monique","Jazz","Thursday",93,3.5
"Monique","Techno","Saturday",109,3.5
"Mski","HipHop","Friday",123,1.4
"Blue","Techno","Friday",140,3.5
"Mski","Techno","Saturday",179,3.8
"Brejcha","Techno","Thursday",148,1.4
"Mski","Jazz","Thursday",168,2
"Blue","Rock","Thursday",191,2.5
"Monique","Jazz","Saturday",126,2.6
"Ania","Jazz","Friday",155,2.8
"Ania","Techno","Thursday",25,4.3
"Ania","Techno","Friday",44,1.5
"Brejcha","Techno","Thursday",154,1.6
"Mski","HipHop","Saturday",120,4
"Mski","HipHop","Thursday",200,1.7
"Monique","HipHop","Friday",26,1.6
"Brejcha","Rock","Saturday",64,3.1
"Monique","Jazz","Thursday",149,3
"Brejcha","Jazz","Friday",135,1.4
"Mski","Jazz","Thursday",98,1.7
"Monique","Jazz","Thursday",141,3
"Blue","HipHop","Saturday",85,4.5
"Monique","Rock","Saturday",71,1.2
"Mski","Techno","Saturday",54,2.7
"Ania","Techno","Saturday",184,1.9
"Monique","Techno","Thursday",28,1.7
"Brejcha","Rock","Friday",187,4.9
"Monique","Techno","Thursday",100,2.8
"Blue","Rock","Saturday",130,3.9
"Brejcha","Rock","Thursday",197,4.3
"Ania","Techno","Thursday",69,2.8
"Mski","HipHop","Thursday",59,3.6
"Ania","HipHop","Friday",93,1.5
"Ania","Rock","Thursday",47,2.7
"Blue","Techno","Saturday",164,4.1
"Ania","Techno","Saturday",134,2.4
"Mski","Rock","Friday",62,1.6
"Brejcha","Techno","Saturday",135,3.1
"Blue","HipHop","Friday",34,2.2
"Mski","Jazz","Saturday",56,4.2
"Ania","HipHop","Saturday",48,1.6
"Blue","HipHop","Saturday",175,2.7
"Monique","Jazz","Thursday",182,2
"Ania","Rock","Saturday",138,1.4
"Mski","Techno","Thursday",124,4.2
"Mski","HipHop","Friday",199,4.5
"Brejcha","Techno","Friday",197,2.1
"Mski","Rock","Friday",50,2
"Ania","HipHop","Friday",61,4.7
"Brejcha","Techno","Saturday",22,4
"Blue","Techno","Friday",136,3.4
"Blue","Techno","Saturday",148,3.7
"Monique","Techno","Friday",158,3
"Brejcha","HipHop","Friday",99,1.5
"Ania","HipHop","Friday",167,1.4
"Mski","Rock","Saturday",22,4.6
"Ania","Techno","Thursday",70,3.5
"Ania","Techno","Saturday",119,3
"Blue","Jazz","Friday",85,2.9
"Ania","Jazz","Thursday",147,2.1
"Brejcha","Techno","Thursday",47,4
"Ania","Rock","Thursday",121,2.4
"Monique","HipHop","Saturday",29,1.7
"Brejcha","Jazz","Thursday",34,1.8
"Monique","Techno","Thursday",21,4.8
"Ania","Techno","Saturday",143,4.7
"Monique","Rock","Saturday",74,3.6
"Brejcha","Techno","Thursday",88,2.9
"Brejcha","Jazz","Saturday",58,1.7
"Brejcha","Jazz","Thursday",177,3.6
"Blue","Jazz","Saturday",88,3.1
"Mski","Jazz","Saturday",168,4.3
"Mski","Rock","Saturday",31,3.2
"Brejcha","HipHop","Friday",57,3.5
"Monique","Rock","Friday",51,3.5
"Ania","HipHop","Thursday",71,1.1
"Brejcha","Rock","Thursday",138,1.3
"Blue","Rock","Saturday",138,3.8
"Ania","Rock","Saturday",43,4.2
"Brejcha","Techno","Thursday",167,2.1
"Blue","Jazz","Friday",65,1.7
"Brejcha","Jazz","Friday",26,1.4
"Blue","HipHop","Thursday",107,2.2
"Blue","Techno","Thursday",72,1.8
"Mski","Jazz","Thursday",164,3.8
"Blue","Jazz","Friday",76,2.3
"Blue","HipHop","Saturday",37,2.3
"Ania","HipHop","Friday",53,1.9
"Ania","HipHop","Saturday",105,2.7
"Ania","Jazz","Friday",30,2.7
"Brejcha","Jazz","Friday",195,1.8
"Brejcha","Techno","Friday",137,4.7
"Mski","Jazz","Thursday",171,1.8
"Monique","Rock","Thursday",106,4.9
"Blue","HipHop","Saturday",155,3.9
"Monique","Jazz","Saturday",162,1.2
"Ania","Jazz","Thursday",31,4.3
"Ania","Techno","Thursday",107,2.4
"Blue","Jazz","Friday",61,1.5
"Monique","Jazz","Friday",79,2.5
"Ania","Rock","Friday",102,2
"Brejcha","Techno","Friday",154,2.6
"Monique","HipHop","Thursday",40,2
"Ania","Techno","Saturday",158,3.6
"Monique","Jazz","Friday",77,1.2
"Ania","Rock","Thursday",127,3.9
"Ania","HipHop","Saturday",85,2.7
"Brejcha","HipHop","Friday",147,2.2
"Ania","HipHop","Saturday",62,3.4
"Blue","Jazz","Thursday",55,1.2
"Brejcha","Jazz","Thursday",110,2.9
"Ania","HipHop","Thursday",92,3.3
"Monique","Rock","Saturday",25,2.5
"Mski","Jazz","Saturday",101,4.2
"Mski","Rock","Saturday",25,4
"Monique","HipHop","Thursday",29,1.7
"Mski","Jazz","Saturday",130,5
"Blue","Techno","Friday",164,4.1
"Mski","Techno","Saturday",86,1
"Monique","Rock","Friday",145,2.2
"Brejcha","Rock","Friday",106,1.2
"Monique","Jazz","Friday",164,1.7
"Ania","Jazz","Friday",88,3.4
"Blue","HipHop","Thursday",111,1.5
"Mski","Rock","Friday",21,4.7
"Blue","Techno","Friday",180,4.5
"Mski","HipHop","Friday",94,1.2
"Mski","HipHop","Thursday",168,4
"Brejcha","Rock","Friday",37,2.8
"Brejcha","HipHop","Friday",165,3.1
"Monique","HipHop","Friday",200,4.6
"Blue","Techno","Thursday",176,4.4
"Blue","Techno","Thursday",168,4.2
"Mski","Jazz","Friday",82,1.7
"Blue","Techno","Thursday",128,3.2
"Brejcha","Rock","Saturday",98,4.8
"Monique","Techno","Friday",127,3.1
"Brejcha","Techno","Thursday",144,1.1
"Brejcha","HipHop","Friday",138,3.9
"Blue","Rock","Friday",42,1.5
"Blue","Jazz","Friday",82,2.7
"Blue","HipHop","Friday",121,3.5
"Mski","Rock","Thursday",21,4.8
"Mski","HipHop","Thursday",157,1.3
"Brejcha","Techno","Friday",26,2.2
"Brejcha","Techno","Friday",68,2.4
"Mski","Jazz","Saturday",157,2
"Blue","Rock","Friday",92,4.2
"Monique","Rock","Thursday",195,4.3
"Mski","Rock","Friday",38,2.6
"Brejcha","Rock","Thursday",197,3.6
"Ania","Jazz","Friday",70,2.2
"Blue","Jazz","Saturday",107,4.6
"Blue","Jazz","Thursday",111,4.9
"Monique","Jazz","Saturday",107,1.1
"Brejcha","Techno","Thursday",138,4.4
"Blue","Rock","Saturday",153,2.8
"Monique","Techno","Saturday",141,1.5
"Mski","Rock","Thursday",42,2.4
"Ania","Rock","Saturday",154,1.5
"Brejcha","Rock","Saturday",127,2.4
"Blue","Jazz","Saturday",108,4.7
"Blue","Techno","Saturday",176,4.4
"Brejcha","Techno","Friday",84,2.7
"Brejcha","Techno","Saturday",95,1.3
"Blue","Techno","Thursday",172,4.3
"Brejcha","Jazz","Friday",139,3.2
"Brejcha","Techno","Thursday",23,4.2
"Mski","Rock","Friday",22,4.5
"Mski","HipHop","Thursday",124,4.7
"Blue","Jazz","Saturday",100,4
"Mski","Rock","Saturday",33,3
"Monique","Techno","Saturday",59,1.1
"Brejcha","HipHop","Friday",95,2.7
"Mski","Jazz","Thursday",104,2.2
"Brejcha","Techno","Friday",22,3
"Mski","Jazz","Friday",130,1.7
"Mski","Techno","Saturday",129,4.1
"Mski","Techno","Saturday",139,1.7
"Blue","Rock","Friday",91,4.4
"Monique","Techno","Thursday",59,1.8
"Brejcha","Rock","Thursday",71,2.8
"Ania","Techno","Friday",133,4.1
"Ania","Techno","Saturday",78,3.3
"Monique","Techno","Thursday",101,1.6
"Monique","Techno","Saturday",168,4
"Mski","Rock","Thursday",24,4.2
"Blue","HipHop","Friday",147,1.2
"Blue","Techno","Thursday",120,3
"Monique","Jazz","Friday",59,3.7
"Mski","Techno","Thursday",97,1.5
"Brejcha","Rock","Thursday",89,3.3
"Mski","Techno","Thursday",161,3.4
"Ania","HipHop","Thursday",195,1.4
"Monique","Jazz","Friday",197,4.5
"Blue","HipHop","Saturday",142,4.5
"Monique","Rock","Thursday",39,3.6
"Blue","Techno","Thursday",192,4.8
"Blue","Jazz","Friday",104,4.3
"Mski","HipHop","Friday",75,2.1
"Blue","Rock","Thursday",44,3.6
"Mski","HipHop","Thursday",130,2.2
"Ania","Techno","Saturday",102,3.2
"Mski","Jazz","Thursday",84,3.7
"Ania","Jazz","Saturday",148,1.1
"Mski","Rock","Thursday",45,2.2
"Blue","Techno","Saturday",176,4.4
"Brejcha","Rock","Saturday",43,2.3
"Mski","Techno","Saturday",160,1.2
"Monique","Techno","Friday",164,2.9
"Mski","Jazz","Friday",51,1.3
"Ania","HipHop","Friday",139,4
"Brejcha","Rock","Thursday",193,3.7
"Mski","Techno","Friday",100,2
"Monique","Techno","Saturday",146,3.6
"Mski","Techno","Saturday",53,1.8
"Ania","Jazz","Thursday",60,3.5
"Mski","HipHop","Saturday",33,3.1
"Monique","Techno","Thursday",184,4.8
"Ania","Techno","Saturday",51,3
"Monique","Rock","Saturday",141,4.3
"Blue","HipHop","Friday",39,2.5
"Blue","HipHop","Saturday",96,2.1
"Brejcha","Jazz","Friday",165,4.8
"Monique","Rock","Thursday",153,1.6
"Brejcha","HipHop","Saturday",161,4
"Mski","Techno","Friday",168,4.7
"Monique","Jazz","Friday",118,1.6
"Brejcha","Jazz","Friday",30,2.6
"Mski","HipHop","Friday",185,2.1
"Mski","Rock","Saturday",33,3
"Blue","HipHop","Saturday",157,2.8
"Brejcha","Techno","Saturday",154,4.6
"Blue","Rock","Thursday",83,2.5
"Blue","Techno","Thursday",96,2.4
"Blue","HipHop","Thursday",70,4.3
"Ania","Jazz","Friday",58,2.3
"Blue","Rock","Thursday",114,1.4
"Blue","Rock","Thursday",40,1.9
"Mski","Techno","Thursday",96,1.4
"Monique","Jazz","Saturday",85,4.1
"Mski","HipHop","Thursday",158,4.7
"Ania","Rock","Friday",20,1.8
"Ania","Jazz","Saturday",99,4.9
"Monique","Jazz","Thursday",70,1.1
"Monique","Techno","Friday",51,3.6
"Mski","Rock","Saturday",62,1.6
"Monique","Rock","Saturday",190,2.2
"Brejcha","Jazz","Saturday",159,2.8
"Brejcha","HipHop","Saturday",44,1.8
"Ania","Jazz","Saturday",147,1.7
"Monique","Techno","Thursday",156,2.1
"Blue","Rock","Friday",190,3.4
"Ania","HipHop","Thursday",116,3.7
"Mski","HipHop","Thursday",163,3.5
"Brejcha","Rock","Friday",93,4.7
"Brejcha","Rock","Friday",183,1.2
"Blue","Jazz","Thursday",92,3.4
"Mski","Rock","Friday",38,2.6
"Blue","Techno","Friday",120,3
"Mski","Techno","Thursday",137,4.3
"Ania","HipHop","Saturday",91,1.1
"Brejcha","Jazz","Thursday",73,3.6
"Blue","Rock","Saturday",61,1.9
"Monique","Rock","Friday",165,3.2
"Ania","Jazz","Friday",172,1.6
"Blue","Rock","Friday",104,1.1
"Mski","Techno","Thursday",178,4.5
"Blue","HipHop","Thursday",87,3.2
"Brejcha","Jazz","Friday",182,2.2
"Ania","HipHop","Thursday",46,4.7
"Mski","Jazz","Saturday",116,2.5
"Monique","Rock","Thursday",52,4.6
"Mski","HipHop","Saturday",58,3.1
"Brejcha","HipHop","Friday",34,2.3
"Monique","Rock","Friday",134,4.3
"Brejcha","HipHop","Saturday",116,4.3
"Monique","Jazz","Saturday",48,5
"Brejcha","Rock","Saturday",21,4.2
"Monique","Jazz","Thursday",193,2
"Monique","Jazz","Thursday",70,4.7
"Mski","Rock","Thursday",23,4.4
"Mski","Techno","Friday",47,4.2
"Mski","Jazz","Friday",64,3
"Mski","Techno","Friday",35,1.3
"Mski","Techno","Friday",100,2.6
"Brejcha","HipHop","Thursday",184,4.1
"Brejcha","Jazz","Saturday",101,2.6
"Mski","Rock","Friday",91,1.1
"Brejcha","Techno","Saturday",104,2.4
"Monique","Techno","Friday",173,4.5
"Mski","Techno","Saturday",117,3.4
"Monique","Techno","Saturday",109,4.6
"Brejcha","Jazz","Saturday",144,4.3
"Monique","Techno","Friday",97,3.4
"Blue","Techno","Thursday",188,4.7
"Mski","Rock","Friday",91,1.1
"Brejcha","Rock","Saturday",130,2.6
"Ania","Jazz","Thursday",181,4.4
"Mski","Rock","Friday",28,3.6
"Monique","Rock","Friday",116,4.3
"Blue","Rock","Saturday",58,1.2
"Blue","Techno","Friday",184,4.6
"Brejcha","Techno","Saturday",107,2.9
"Mski","Rock","Thursday",37,2.7
"Ania","Techno","Friday",45,3.6
"Mski","Jazz","Saturday",113,2.9
"Mski","Rock","Friday",31,3.2
"Mski","HipHop","Thursday",83,4.6
"Blue","Rock","Thursday",99,2.8
"Ania","HipHop","Friday",124,3.9
"Blue","Techno","Friday",192,4.8
"Brejcha","Techno","Friday",29,1.6
"Monique","HipHop","Friday",176,4.2
"Blue","Techno","Saturday",156,3.9
"Brejcha","Rock","Thursday",76,4.7
"Blue","Techno","Thursday",148,3.7
"Brejcha","HipHop","Thursday",85,1.1
"Ania","HipHop","Saturday",176,4
"Ania","Rock","Saturday",147,2.9
"Mski","HipHop","Saturday",115,3.8
"Blue","Jazz","Friday",95,3.6
"Mski","Techno","Thursday",82,3.8
"Ania","Jazz","Thursday",85,1.7
"Monique","Jazz","Saturday",105,4.1
"Mski","Rock","Thursday",59,1.7
"Blue","Techno","Thursday",100,2.5
"Monique","HipHop","Friday",20,1.1
"Mski","Rock","Thursday",21,4.7
"Monique","HipHop","Saturday",58,2.4
"Brejcha","Techno","Saturday",67,1.7
"Monique","HipHop","Thursday",200,5
"Brejcha","Techno","Thursday",194,3.8
"Brejcha","Rock","Friday",40,2
"Brejcha","Techno","Thursday",132,1.1
"Brejcha","Techno","Saturday",146,1.7
"Monique","Jazz","Saturday",135,3.1
"Ania","Jazz","Saturday",33,1.1
"Mski","HipHop","Thursday",136,2.9
"Blue","HipHop","Saturday",197,3.8
"Monique","Jazz","Saturday",123,2.2
"Blue","Rock","Thursday",199,1.1
"Blue","HipHop","Thursday",107,1.2
"Ania","HipHop","Saturday",88,3.4
"Mski","Jazz","Saturday",29,1.1
"Brejcha","Techno","Saturday",65,4.6
"Monique","Jazz","Saturday",66,2.8
"Blue","Jazz","Saturday",107,4.6
"Mski","Techno","Friday",83,1.1
"Ania","HipHop","Friday",62,1.8
"Monique","Techno","Thursday",42,2.8
"Blue","HipHop","Thursday",170,4.4
"Monique","Jazz","Friday",154,1.6
"Brejcha","Techno","Thursday",137,1.8
"Mski","HipHop","Thursday",110,4.4
"Mski","Jazz","Saturday",138,2.6
"Ania","HipHop","Friday",29,4.1
"Brejcha","Rock","Saturday",158,1.4
"Blue","Techno","Thursday",84,2.1
"Monique","HipHop","Thursday",20,1.1
"Monique","HipHop","Friday",185,4.3
"Blue","HipHop","Saturday",199,4.1
"Blue","Jazz","Friday",111,4.9
"Monique","Jazz","Friday",71,4.5
"Brejcha","Jazz","Thursday",80,4.1
"Monique","Jazz","Saturday",35,3.6
"Brejcha","Jazz","Saturday",103,3.7
"Ania","HipHop","Friday",131,2.4
"Monique","Jazz","Friday",179,2
"Blue","Rock","Thursday",90,4.5
"Ania","HipHop","Saturday",137,1.8
"Blue","Jazz","Friday",111,4.9
"Mski","Techno","Saturday",52,2.8
"Mski","Techno","Saturday",102,4.8
"Blue","Rock","Friday",172,4.1
"Blue","Rock","Thursday",118,3.3
"Monique","Rock","Friday",117,1.7
"Ania","Techno","Thursday",169,4.1
"Ania","Techno","Friday",104,1.8
"Blue","Techno","Saturday",136,3.4
"Monique","HipHop","Saturday",48,2.2
"Ania","Rock","Saturday",96,2.9
"Monique","Rock","Thursday",168,2
"Brejcha","HipHop","Friday",189,4.8
"Ania","Jazz","Friday",127,2.8
"Ania","HipHop","Saturday",85,4.1
"Monique","HipHop","Saturday",22,1.5
"Blue","Rock","Friday",186,3.3
"Blue","Techno","Saturday",52,1.3
"Brejcha","HipHop","Friday",82,2.2
"Blue","HipHop","Friday",175,4.7
"Blue","Techno","Thursday",60,1.5
"Monique","Rock","Saturday",191,3.9
"Mski","Jazz","Thursday",98,2.1
"Blue","Jazz","Thursday",94,3.5
"Brejcha","Rock","Thursday",103,3.8
"Ania","Techno","Thursday",125,1.2
"Mski","Techno","Friday",134,1.2
"Blue","Techno","Saturday",40,1
"Blue","Techno","Saturday",100,2.5
"Brejcha","HipHop","Thursday",65,4.3
"Brejcha","Techno","Friday",33,1.9
"Ania","HipHop","Saturday",60,4
"Mski","Rock","Friday",91,1.1
"Brejcha","Jazz","Friday",58,3.8
"Monique","Techno","Thursday",48,2.2
"Monique","Rock","Thursday",82,4.1
"Brejcha","Techno","Saturday",115,2.9
"Blue","Techno","Thursday",172,4.3
"Brejcha","HipHop","Friday",28,1.4
"Mski","HipHop","Saturday",74,3.1
"Blue","Jazz","Friday",100,4
"Monique","Techno","Friday",76,1.2
"Blue","Jazz","Saturday",69,1.9
"Mski","Techno","Friday",156,2.8
"Ania","Techno","Friday",169,2.1
"Mski","Techno","Friday",150,4.8
"Monique","HipHop","Friday",200,4.7
"Mski","Techno","Saturday",175,2.1
"Brejcha","Jazz","Friday",113,3.4
"Mski","HipHop","Thursday",200,1.6
"Blue","Rock","Friday",179,2.8
"Ania","Techno","Thursday",76,1.1
"Blue","Rock","Saturday",162,2.3
"Mski","Jazz","Saturday",52,3.5
"Ania","Jazz","Thursday",95,2.6
"Mski","Jazz","Saturday",113,4.1
"Ania","Techno","Saturday",162,3.2
"Ania","Jazz","Friday",167,4.3
"Brejcha","Techno","Thursday",96,2.2
"Blue","HipHop","Friday",90,3.9
"Monique","Techno","Saturday",200,3.1
"Monique","Techno","Friday",158,4.4
"Ania","Techno","Saturday",75,2.9
"Blue","HipHop","Saturday",175,4.6
"Brejcha","Rock","Saturday",103,2.6
"Mski","HipHop","Friday",144,2.3
"Blue","HipHop","Saturday",129,4.9
"Blue","Rock","Thursday",110,1.9
