"ZIQ","Piv","Target","Zyrc","Xelco","Yulos","Pilms","WAC"
2.68,27,11736.11,"Esplen",2008,85,3927.7037037037,"EM"
3,0,9700.29,"Quilante",1990,93,5432.0243902439,"FB"
2.99,6,9705.82,"Quilante",1997,60,1499.11111111111,"ET"
2.58,13,11749.42,"Esplen",2013,97,7190.15384615385,"FC"
2.93,31,10305.05,"Solario",1989,39,4610.90322580645,"ET"
2.75,2,11723.05,"Esplen",2002,47,9011.90476190476,"FC"
2.28,1,13218.5,"Vibranto",2011,97,5984.59550561798,"EM"
2.83,15,5224.15,"Ardent",1996,29,51833,"ET"
3.15,19,11693.19,"Esplen",2000,56,16536.7142857143,"EM"
2.36,4,10225.44,"Solario",2015,56,6190.66666666667,"FB"
2.49,0,13256.02,"Vibranto",1994,52,6222.57142857143,"FB"
3.35,32,13323.86,"Vibranto",2009,44,3485.88888888889,"ET"
1.94,6,13182.29,"Vibranto",1976,93,7197,"ET"
2.91,25,11721.7,"Esplen",1972,95,28899,"EM"
2.23,31,5932.11,"Ardent",1967,50,9247,"FB"
2.47,21,13256.35,"Vibranto",1987,13,6829.82608695652,"FB"
1.56,29,9844,"Brillante",1997,71,5391.86301369863,"FB"
2.52,43,9750.12,"Quilante",1997,36,7208.57894736842,"EM"
3.34,6,9669.18,"Quilante",2018,84,3472.07692307692,"FB"
2.54,42,10254.71,"Solario",2010,6,7139.42857142857,"FC"
1.49,1,9851,"Brillante",2013,66,4929.86301369863,"EM"
2.94,25,9715.31,"Quilante",2014,77,5747.91525423729,"EM"
2.18,14,11784.24,"Esplen",2003,99,1696.53731343284,"EM"
1.56,10,5106.32,"Ardent",1970,19,7373.15384615385,"ET"
2.27,28,11768.56,"Esplen",1975,60,7792.8064516129,"EM"
1.58,32,13172.77,"Vibranto",1982,26,5697.79069767442,"FC"
3.43,39,11668.83,"Esplen",1977,42,6559.33333333333,"FC"
2.32,50,7496.53,"Ardent",1980,83,2594.59550561798,"FB"
2.53,5,13256.12,"Vibranto",1974,85,4542.56790123457,"FC"
2.11,15,13213.39,"Vibranto",1984,51,5441.30158730159,"EM"
2.98,7,9702,"Brillante",1987,19,7961,"FB"
2.28,3,9772,"Brillante",1969,54,4816.78431372549,"FB"
3.25,12,11689.45,"Esplen",2011,75,3481.86301369863,"FB"
2.51,17,5294.71,"Ardent",1984,46,2790.85185185185,"FC"
3.14,14,10314,"Brillante",2004,32,23872,"EM"
1.82,22,13181.84,"Vibranto",2001,82,11382,"EM"
2.15,18,9809.14,"Quilante",2003,13,5296.72727272727,"FC"
1.92,12,10192,"Brillante",2018,97,4534,"FB"
2.98,15,5219.81,"Ardent",1989,52,2812.18181818182,"FB"
2.69,2,9730.27,"Quilante",1999,96,2364.82978723404,"ET"
2.32,19,5368.28,"Ardent",1979,96,4967.42857142857,"ET"
2.35,22,13237.57,"Vibranto",1988,12,2843.85185185185,"FB"
3.22,16,9685.68,"Quilante",1975,97,14081,"FC"
1.98,3,11805.69,"Esplen",2009,39,5743.58139534884,"EM"
1.96,46,11806.71,"Esplen",2012,9,15350,"ET"
2.41,21,5447.76,"Ardent",1974,15,5898.34426229508,"ET"
2.38,4,10251.09,"Solario",1991,81,6897.81632653061,"ET"
2.37,90,9763,"Brillante",2007,57,1964.13793103448,"FC"
2.91,44,11717.73,"Esplen",2017,2,9218.66666666667,"FC"
2.59,12,13263.08,"Vibranto",1983,36,7184.66666666667,"FB"
2.45,3,10250.52,"Solario",1995,25,8277.15789473684,"FC"
2.43,67,10228.87,"Solario",1965,93,2800.91304347826,"EM"
2.49,11,10247.02,"Solario",1978,11,5696,"EM"
2.96,2,9699.2,"Quilante",1977,63,11386.6666666667,"EM"
2.81,3,10287.87,"Solario",2003,2,9287.82608695652,"FB"
2.42,56,13242.28,"Vibranto",1977,36,6024.82608695652,"ET"
2.78,153,10301.88,"Solario",2016,3,2526.81927710843,"ET"
2.6,20,11743.44,"Esplen",1969,89,3671.66666666667,"ET"
2.38,13,5163.8,"Ardent",1992,60,5643,"ET"
3.12,3,10295.48,"Solario",2015,9,3775.35135135135,"FB"
2.61,13,5170.73,"Ardent",1965,83,11750.8571428571,"ET"
2.09,5,13195.28,"Vibranto",2009,97,8403.85714285714,"FB"
1.88,4,9812.65,"Quilante",1989,41,2096.18181818182,"EM"
2.31,4,11762.14,"Esplen",1978,90,4412.5,"EM"
2.71,3,10270.7,"Solario",2011,75,7180,"FB"
1.93,2,13199.01,"Vibranto",2013,32,5086,"EM"
2.53,40,11744.32,"Esplen",2004,29,3208.35135135135,"FC"
2.43,16,11751.44,"Esplen",1978,19,2786.91525423729,"ET"
3.01,8,9692.29,"Quilante",2005,66,4987.38596491228,"FC"
2.69,53,7805.79,"Ardent",1981,51,2163.11111111111,"ET"
2.31,23,10226.29,"Solario",2008,58,2856.30158730159,"ET"
2.87,52,13297.78,"Vibranto",1980,67,2328.11111111111,"FC"
2.2,2,13216.36,"Vibranto",1990,9,5426.15384615385,"EM"
2.12,29,13211.37,"Vibranto",1992,48,8063,"FC"
2.2,32,10200.25,"Solario",2014,86,6005.95238095238,"EM"
2.02,8,13192.02,"Vibranto",2006,63,4778.53731343284,"FB"
2.76,29,5832.27,"Ardent",1991,85,3032.81632653061,"FC"
2.81,23,13291.41,"Vibranto",2008,33,2263.57142857143,"EM"
1.97,16,11816.7,"Esplen",1972,92,2487.92783505155,"ET"
1.99,16,9801,"Brillante",1979,1,7073.72727272727,"FB"
2.63,10,5097.55,"Ardent",1982,44,5881.8064516129,"ET"
2.7,51,9720.46,"Quilante",1991,79,6092.81632653061,"ET"
3.09,14,13301.61,"Vibranto",1992,97,4771.42857142857,"ET"
2.53,20,10253,"Brillante",1972,24,104521,"FC"
3.02,25,10302,"Brillante",2008,29,2968.82278481013,"FB"
2.61,2,9737.33,"Quilante",1996,66,5000.27586206897,"FC"
2.19,5,10219,"Brillante",1986,93,14941,"FC"
2.13,8,10211.06,"Solario",1986,12,8820,"FB"
2.13,48,11781.43,"Esplen",2010,79,5053.38596491228,"FB"
2.58,4,10254.41,"Solario",1976,90,1612.90322580645,"ET"
2.54,19,10254,"Brillante",2000,16,5895.65957446809,"FB"
2.36,5,5023.23,"Ardent",1986,17,3687.58823529412,"FC"
1.84,31,10180.89,"Solario",1975,20,5067.42528735632,"ET"
1.81,64,13198.34,"Vibranto",1970,15,4163.45070422535,"EM"
2.56,5,10256,"Brillante",2008,59,4470.65957446809,"FB"
2.63,15,9738.56,"Quilante",1996,2,2544.0243902439,"EM"
2.74,10,5110.05,"Ardent",1966,6,2600.78431372549,"ET"
1.81,7,9830.41,"Quilante",2014,61,17747.7142857143,"EM"
3.39,0,13330.49,"Vibranto",1969,61,2760.72727272727,"FC"
2.52,3,13251.48,"Vibranto",1993,37,5430.82608695652,"FC"
2.27,16,9768.88,"Quilante",1986,54,9211.15789473684,"FB"
1.8,33,13175.57,"Vibranto",2017,81,9648.30769230769,"FC"
2.65,54,11750.31,"Esplen",1997,21,3884.7012987013,"ET"
2.44,41,6700.17,"Ardent",2017,57,5890,"ET"
2.4,14,11773.41,"Esplen",1986,94,23404,"ET"
3.51,10,9649,"Brillante",2009,60,5263.33333333333,"FB"
2.23,20,11763.84,"Esplen",2011,26,5971.45454545455,"FB"
2.9,105,10294.83,"Solario",1967,14,5317.14285714286,"ET"
2.81,1,5002.2,"Ardent",2002,37,2313.72727272727,"EM"
2.9,67,9473.42,"Ardent",1990,75,6161.15151515152,"FB"
1.73,42,11808.46,"Esplen",1995,78,6584.18181818182,"FC"
3.62,6,9616.06,"Quilante",1965,3,3534.10256410256,"FB"
2.66,24,9734,"Brillante",1989,85,2414.92783505155,"EM"
2.73,67,10273,"Brillante",1994,86,3731,"FC"
2.78,40,13275.7,"Vibranto",1997,96,11146,"ET"
2.61,0,13261.44,"Vibranto",1995,95,6670.79245283019,"EM"
3.21,25,13336.6,"Vibranto",2010,56,3662.82978723404,"ET"
1.51,3,13149.89,"Vibranto",2016,30,16382.7142857143,"ET"
1.76,6,10180.67,"Solario",1993,38,5388.90476190476,"FB"
2.2,26,9780,"Brillante",1983,70,6353.17647058824,"ET"
2.69,6,5040.7,"Ardent",1981,52,6946.33333333333,"ET"
2.72,10,10272,"Brillante",2012,75,4880.81632653061,"FB"
2.22,11,10225.41,"Solario",2016,98,5105.66666666667,"EM"
2.87,28,9704.91,"Quilante",1973,74,10697.6666666667,"EM"
2.88,15,10274.37,"Solario",1990,70,5718.33333333333,"FC"
2.22,24,11770.77,"Esplen",1999,46,3666.66666666667,"ET"
2.54,18,13269.52,"Vibranto",1999,33,8161.35294117647,"EM"
1.46,12,11833.64,"Esplen",1979,57,3754.47619047619,"EM"
2.68,65,10265.33,"Solario",2011,65,5010.30303030303,"EM"
1.86,21,5453.19,"Ardent",1983,24,10612.6666666667,"EM"
2.33,9,10240.32,"Solario",1971,6,8291.66666666667,"EM"
2.32,16,10226.85,"Solario",2004,13,10900.9090909091,"FC"
3.07,13,11679.29,"Esplen",2016,38,15840,"FB"
2.47,15,10259.4,"Solario",1976,54,8285.90476190476,"FB"
2.12,40,13216.78,"Vibranto",2006,64,7708.7037037037,"FB"
2.68,39,10266.96,"Solario",1983,30,6689.90476190476,"FC"
2.82,13,10269.19,"Solario",1983,24,8073.66666666667,"ET"
3.82,53,7823.61,"Ardent",1990,66,4932.95652173913,"ET"
3.19,1,10337.44,"Solario",1972,89,8361.90476190476,"FC"
2.42,7,13239.1,"Vibranto",1999,38,3466.34426229508,"ET"
2.09,93,9794.62,"Quilante",1969,73,3975.9010989011,"EM"
2.02,20,13189.12,"Vibranto",1966,53,4603.86301369863,"EM"
2.14,52,9779.91,"Quilante",2015,33,12767.9090909091,"FC"
2.67,61,13267.08,"Vibranto",1983,43,6018.30303030303,"EM"
2.69,15,10262.73,"Solario",1992,94,9238.90909090909,"EM"
3.18,65,10329.38,"Solario",2006,43,5893.51219512195,"ET"
2.46,1,9749.47,"Quilante",2017,38,52415,"ET"
2.43,52,10243,"Brillante",1984,93,5122.30158730159,"EM"
1.61,1,11850.57,"Esplen",1989,35,13777,"FB"
2.79,25,13267.2,"Vibranto",1968,31,9583.85714285714,"EM"
2.46,4,9750.43,"Quilante",1996,53,10019.1578947368,"FC"
2.97,4,9715.97,"Quilante",1998,99,20997.6666666667,"FB"
3.28,4,13319.25,"Vibranto",1991,60,2268.71428571429,"FC"
2.4,17,5286.87,"Ardent",1993,27,3368.57142857143,"EM"
2.45,45,10217.69,"Solario",2004,68,3671.13793103448,"FC"
2.2,3,11801.16,"Esplen",2007,58,3558.59550561798,"EM"
2.18,4,10218,"Brillante",2012,17,14204.1111111111,"ET"
2.63,59,10241.53,"Solario",2011,43,10787,"ET"
2.03,23,9796.4,"Quilante",1989,29,4300.30158730159,"EM"
2.33,10,9773.2,"Quilante",1989,84,3326.07692307692,"FB"
2.9,28,10300.39,"Solario",1979,52,4792.90476190476,"ET"
1.92,24,10202.03,"Solario",1999,16,5597.14285714286,"FB"
2.22,57,10221.69,"Solario",1968,95,5084.57894736842,"FB"
3.33,67,9670.25,"Quilante",1983,50,13853.9090909091,"EM"
2.49,7,13235.23,"Vibranto",2000,49,4554.11111111111,"ET"
2.29,2,13222.24,"Vibranto",2018,92,4926.56790123457,"FB"
2.78,11,11716.03,"Esplen",1999,61,1526.58823529412,"ET"
3.3,4,10313.31,"Solario",1999,89,3402.82978723404,"FC"
1.48,1,4993.28,"Ardent",1997,43,3362.57142857143,"ET"
3.19,56,9690.96,"Quilante",2006,91,5755.79069767442,"FB"
2.41,7,11746.17,"Esplen",1989,74,6544.78431372549,"FB"
2.02,66,9783.55,"Quilante",1976,29,2287.36363636364,"FB"
2.22,16,10228.52,"Solario",1965,34,7457,"EM"
3.01,6,9700.37,"Quilante",2006,34,3527.9010989011,"EM"
1.69,45,9848.51,"Quilante",2008,46,54322,"FC"
2.74,32,13275.67,"Vibranto",1977,9,2571.51219512195,"ET"
3.15,23,9690.52,"Quilante",1989,14,10153.1578947368,"FC"
2.16,11,13215.82,"Vibranto",1977,69,4692.11111111111,"ET"
2.41,1,13239.43,"Vibranto",1976,48,3054.63157894737,"ET"
2.98,7,13303.58,"Vibranto",1993,52,4947.14285714286,"ET"
2.52,45,13244.92,"Vibranto",2004,31,7258.45454545455,"FB"
2.89,44,13273.34,"Vibranto",1998,35,3828.7012987013,"FB"
2.45,93,9762.2,"Quilante",1967,79,4291.33333333333,"FB"
2.45,17,9752.64,"Quilante",2003,59,4485.53731343284,"EM"
2.17,10,9787.94,"Quilante",2004,90,3747.7027027027,"FC"
2.02,3,9798,"Brillante",1981,59,4285.7012987013,"ET"
2.8,5,10280,"Brillante",2006,62,4292.11111111111,"FC"
2.29,22,13237.71,"Vibranto",1968,83,6719.72727272727,"FC"
2.3,25,9771.76,"Quilante",1984,82,16483.7142857143,"FC"
2.03,29,10189.2,"Solario",1985,38,9415.66666666667,"ET"
2.07,11,11789.98,"Esplen",1982,48,104652,"ET"
2.19,15,10216.01,"Solario",2011,44,3859.14285714286,"FC"
2.7,43,11701.17,"Esplen",1982,25,1583.79069767442,"EM"
2.46,3,11752.46,"Esplen",2016,11,9118.85714285714,"FC"
2.95,5,5014.76,"Ardent",1991,77,7054.33333333333,"EM"
2.86,25,10294.28,"Solario",2016,2,3235.81927710843,"FC"
2.43,5,10246.67,"Solario",2002,17,7971.8064516129,"ET"
2.5,0,10254.24,"Solario",2008,69,2553,"ET"
1.74,25,5634.54,"Ardent",1968,84,2378.18181818182,"EM"
2.69,5,11747.25,"Esplen",1997,93,2829.18181818182,"ET"
3.09,28,10314.18,"Solario",1992,99,25858,"EM"
1.75,19,13161.39,"Vibranto",2009,43,6656.90476190476,"ET"
2.73,52,13274.77,"Vibranto",2019,77,5319,"FB"
1.73,44,6932.18,"Ardent",2006,49,4850.66666666667,"FB"
2.26,1,11749.81,"Esplen",1996,27,5433,"FB"
2.21,41,13217.75,"Vibranto",1969,97,7433.82608695652,"EM"
2.56,37,10250.8,"Solario",1990,7,24714,"EM"
3.3,6,11693.83,"Esplen",2013,47,2789.18181818182,"FB"
2.69,100,11750.82,"Esplen",1988,42,3340.53731343284,"EM"
2.53,34,10258.88,"Solario",1982,41,5044,"EM"
2.36,56,8130.4,"Ardent",1989,50,5185.33333333333,"EM"
3.32,16,9672.25,"Quilante",1986,13,3079.79245283019,"FC"
2.16,57,9784,"Brillante",2005,52,2771.0243902439,"ET"
2.4,22,13239.67,"Vibranto",2002,82,11559.6666666667,"FC"
2.05,45,9789.88,"Quilante",2001,94,11727.3333333333,"FB"
2.41,35,13244.06,"Vibranto",1994,19,4528.78947368421,"FC"
2.17,0,10209.89,"Solario",1977,49,6146.33333333333,"EM"
2.16,9,10225.86,"Solario",1984,59,4357.7012987013,"FB"
1.93,26,13184.95,"Vibranto",1984,7,4864.57142857143,"FC"
2.58,18,10265.28,"Solario",2019,98,3511.77777777778,"EM"
2.63,13,9725.74,"Quilante",2013,19,10393,"FB"
2.35,12,9773.71,"Quilante",1978,93,1374.11111111111,"FB"
3.16,54,13323.71,"Vibranto",1977,86,100618,"FC"
2.99,7,10310.02,"Solario",2014,46,4187.91304347826,"FB"
1.94,31,10194,"Brillante",1998,23,3794.95238095238,"FC"
1.78,32,13179.54,"Vibranto",1973,50,12891,"FB"
2.79,27,11720.38,"Esplen",2002,73,1730.66666666667,"FB"
2.38,29,11762.71,"Esplen",1982,34,2781,"ET"
1.87,55,10194.02,"Solario",1991,83,3292.46153846154,"ET"
2.49,2,13260.63,"Vibranto",1989,6,28362,"FC"
2.56,2,10257.54,"Solario",2012,76,3586.79069767442,"FC"
2.83,4,5013.39,"Ardent",1991,55,16777.7142857143,"EM"
2.02,0,13194.89,"Vibranto",2012,59,3134.53731343284,"ET"
2.6,72,10184.52,"Ardent",1987,18,13322.3333333333,"FC"
2.19,3,13217.28,"Vibranto",2018,97,6015.33333333333,"FC"
1.43,2,11877.18,"Esplen",1971,80,2028.33333333333,"EM"
3.27,23,13330,"Vibranto",1991,69,5351.2688172043,"FC"
2.35,32,11759.37,"Esplen",1997,10,3829.47619047619,"FC"
2.85,15,13298.06,"Vibranto",2005,66,4556.77777777778,"EM"
2.01,14,10187,"Solario",1966,44,14135.1111111111,"FC"
2.57,26,13261.03,"Vibranto",2017,50,3808.45070422535,"ET"
2.18,11,10208.56,"Solario",2008,24,2663.40816326531,"EM"
2.58,22,11728.67,"Esplen",2011,84,1830.15151515152,"FB"
2.51,22,10253.83,"Solario",1997,94,3421.2688172043,"FC"
2.44,59,9751.61,"Quilante",2003,89,4299.91525423729,"FB"
2.87,7,11721.54,"Esplen",2001,77,2944.91304347826,"ET"
2.36,94,11767.51,"Esplen",1970,19,3399.10101010101,"FC"
2.65,15,10265,"Brillante",1978,62,2282.78947368421,"EM"
2.31,40,11753.26,"Esplen",1985,13,3568.10256410256,"FB"
2.9,6,5020.23,"Ardent",1991,43,4193.30303030303,"EM"
2.18,2,11780.94,"Esplen",2009,98,4772.42857142857,"ET"
2.95,84,9703.24,"Quilante",1995,23,6052,"ET"
2.38,34,6168.19,"Ardent",2019,3,9341,"FC"
3.03,23,10298.77,"Solario",1978,96,2948.66666666667,"FB"
3.49,8,11652.06,"Esplen",1971,100,5371.7037037037,"FB"
2.55,20,9754.39,"Quilante",2012,47,5892.8064516129,"ET"
3.02,20,11707.71,"Esplen",1969,74,18986.6666666667,"FC"
2.35,32,10232.57,"Solario",2004,2,2752.35135135135,"FC"
3.38,16,11659.3,"Esplen",1969,21,17137.6666666667,"FC"
3.12,2,10317.03,"Solario",1990,76,5971.35294117647,"FC"
2.43,6,10244.75,"Solario",1984,27,6056,"EM"
2.11,48,11791.52,"Esplen",1998,66,5457.38596491228,"FB"
3.08,33,11695.07,"Esplen",2004,17,2902.13793103448,"FC"
2.29,10,11763.66,"Esplen",1997,68,5340,"FB"
1.78,7,11818,"Esplen",1974,29,6050.86301369863,"FB"
2.66,1,13257.71,"Vibranto",1983,22,5817.42528735632,"FB"
2.04,28,11787.63,"Esplen",1968,7,4030.47058823529,"FB"
2.61,35,9731.83,"Quilante",1970,62,3377.92783505155,"EM"
2.36,1,11769.43,"Esplen",1965,44,15621.7142857143,"ET"
2.92,21,10298.48,"Solario",2009,96,6446.18181818182,"FC"
2.6,16,10258.48,"Solario",1970,92,1890.9010989011,"ET"
2.1,26,5673.47,"Ardent",1991,34,6690.10256410256,"FC"
2.26,15,11787.01,"Esplen",2009,62,2893.33333333333,"FC"
2.79,5,11727.54,"Esplen",1983,70,4626.7037037037,"EM"
2.17,68,10210.65,"Solario",1979,30,4390.66666666667,"EM"
2.98,74,9702.51,"Quilante",2008,24,4194,"FC"
1.87,17,5290.67,"Ardent",1981,39,5344.79069767442,"FB"
2.45,32,10270.47,"Solario",1968,68,5876.92783505155,"FB"
1.79,15,11823.99,"Esplen",2016,59,4128.15384615385,"FB"
3.77,41,10379.62,"Solario",1987,21,3126.45070422535,"FC"
3.16,27,13324.2,"Vibranto",1981,2,3201.88888888889,"FC"
3.02,1,13295.12,"Vibranto",1998,9,10225.1578947368,"FC"
2.51,21,10251,"Brillante",1982,60,6273.35135135135,"FB"
1.89,15,9813.38,"Quilante",1985,76,8206.30769230769,"ET"
2.57,4,13269.51,"Vibranto",2019,37,1595.30158730159,"EM"
2.37,48,11767.67,"Esplen",2018,85,4427.82978723404,"ET"
2.43,24,10248.42,"Solario",2006,81,4841,"FB"
2.31,8,11773.89,"Esplen",1979,15,5872.66666666667,"FC"
2.77,7,13288.49,"Vibranto",2018,52,3752.10256410256,"EM"
1.49,1,11873.91,"Esplen",2009,70,4657.77777777778,"ET"
2.53,12,10252.26,"Solario",1987,39,9233.90909090909,"FB"
1.43,10,10113.31,"Solario",1972,19,3385.45070422535,"FB"
2.65,5,10269.13,"Solario",1982,25,7119,"ET"
2.27,10,10230.26,"Solario",1981,87,4894.57142857143,"ET"
2.4,2,5003.29,"Ardent",2001,21,3787.17647058824,"EM"
2.69,50,11718.59,"Esplen",1991,63,4139.7037037037,"FB"
3.03,24,9697.9,"Quilante",1972,14,6945.7027027027,"FB"
2.31,11,13230.85,"Vibranto",1986,97,4220.82978723404,"FC"
2.52,9,13267.2,"Vibranto",2005,58,3772.53731343284,"FB"
2.55,71,9748.54,"Quilante",2018,65,27142,"EM"
2.63,14,9738.06,"Quilante",1986,74,4417.56790123457,"FC"
3.01,15,10302.51,"Solario",2002,23,5358.53731343284,"FC"
2.42,32,11779.14,"Esplen",2004,26,7572.55555555556,"EM"
2.97,1,11693.69,"Esplen",1987,73,4918.82278481013,"ET"
2.75,4,9731.98,"Quilante",1981,69,100910,"FB"
3.14,14,10326.67,"Solario",1987,34,5693.05128205128,"FB"
2.97,4,10298.34,"Solario",1996,91,6262.86301369863,"FC"
3.28,1,9667.39,"Quilante",1987,47,9314,"ET"
2.06,2,13206.46,"Vibranto",1993,14,6746.57894736842,"ET"
2.8,2,9718.76,"Quilante",1979,92,2698.92783505155,"ET"
3.03,83,9711.92,"Quilante",1993,63,4741.27586206897,"FB"
2.97,4,10287.37,"Solario",2011,71,2462.78431372549,"FB"
1.57,22,9836.91,"Quilante",1979,79,4028.95652173913,"FB"
1.75,9,10192.36,"Solario",2006,2,1964.33333333333,"FB"
2.05,72,10205,"Brillante",1980,76,5497.2688172043,"EM"
2.9,85,11707.67,"Esplen",2011,45,3687.65957446808,"FC"
1.75,7,13179.19,"Vibranto",1967,48,3087.78947368421,"EM"
1.91,62,11826.57,"Esplen",1984,65,5470.81927710843,"FB"
2.85,7,5045.05,"Ardent",2012,7,9305,"FC"
1.99,27,10199,"Brillante",1990,36,5685.51219512195,"FB"
1.76,4,5023.48,"Ardent",1975,93,9575,"ET"
2.12,9,13205.35,"Vibranto",2001,62,4325.5,"FC"
1.78,3,9822,"Brillante",2019,89,4473.95652173913,"FC"
2.79,2,9716.05,"Quilante",2019,67,2970.14285714286,"FB"
2.36,0,9747.41,"Quilante",1971,25,2893.71428571429,"ET"
1.91,11,5126.46,"Ardent",2017,90,10075.9090909091,"FB"
2.55,22,10248.08,"Solario",2002,46,4211.05128205128,"FB"
2.19,49,9781.24,"Quilante",1995,62,3543,"ET"
1.94,21,10208.83,"Solario",2017,63,5990.40816326531,"EM"
2.18,23,13213.22,"Vibranto",2002,31,3621.71428571429,"ET"
2.29,16,10244.74,"Solario",1966,11,4520.45070422535,"EM"
2.98,20,11684.45,"Esplen",2004,24,7530.35294117647,"FC"
2.62,5,9733.26,"Quilante",2016,84,3920.10101010101,"ET"
2.29,31,10232.02,"Solario",2013,23,3643.7027027027,"EM"
3.23,35,11705.03,"Esplen",1968,10,5602.07692307692,"ET"
2.48,8,9755.87,"Quilante",2019,90,2088.7012987013,"ET"
2.27,94,10227,"Brillante",1972,91,5865.30303030303,"ET"
3.36,2,10332.31,"Solario",1993,45,9204.35294117647,"FB"
1.44,22,9845.05,"Quilante",1983,68,17966.7142857143,"FB"
2.27,9,10216.28,"Solario",2014,53,5198.58823529412,"EM"
2.49,4,9739.58,"Quilante",1980,13,21090,"FB"
2.49,18,11757.69,"Esplen",2010,1,3984.42857142857,"ET"
2.51,23,5534.99,"Ardent",1980,97,5594.63157894737,"FC"
2.96,36,6300.07,"Ardent",1992,84,11261.1111111111,"FB"
3.19,24,10336.04,"Solario",1970,46,5484.91304347826,"ET"
2.79,8,9710.61,"Quilante",1981,47,17291,"ET"
1.82,41,13193.96,"Vibranto",1972,57,6796.90476190476,"ET"
2,2,13210.99,"Vibranto",1966,66,6116.59550561798,"FB"
2.42,32,9741.77,"Quilante",1993,59,1467.95652173913,"FC"
2.81,10,13289.04,"Vibranto",1992,14,4474.66666666667,"FC"
3.7,29,11644.15,"Esplen",1993,96,8909.35294117647,"ET"
3.32,22,5503.93,"Ardent",2011,68,4650.58139534884,"ET"
2.73,42,11722.85,"Esplen",1983,44,2802.77777777778,"FC"
2.45,2,9739.26,"Quilante",1992,91,4169.30158730159,"FB"
3.42,26,9673.35,"Quilante",1994,97,37844.3333333333,"ET"
2.28,20,13242.02,"Vibranto",2001,15,1362.2688172043,"EM"
1.62,3,10152.24,"Solario",1977,86,3251.34426229508,"ET"
3.31,0,11674.62,"Esplen",1999,47,5650.36363636364,"ET"
3.05,14,11688.92,"Esplen",2012,3,2169.42528735632,"ET"
1.74,8,10174,"Brillante",1982,30,4934.57894736842,"FC"
2.12,4,13207.31,"Vibranto",1988,9,4725.82608695652,"FB"
2.78,3,11717.34,"Esplen",1983,15,4187.86301369863,"EM"
2.24,11,5120.2,"Ardent",1987,55,4788.33333333333,"EM"
2.9,2,11715.11,"Esplen",1966,53,4594.56790123457,"ET"
3.04,22,9700.57,"Quilante",2016,2,5190.57142857143,"ET"
2.61,47,13267.94,"Vibranto",2004,76,8086.42857142857,"EM"
2.82,10,11705.48,"Esplen",2018,17,2926.10256410256,"ET"
2.16,10,11793.11,"Esplen",1997,11,3412.9010989011,"EM"
2.86,54,9711.51,"Quilante",1965,85,9934.55555555555,"FC"
1.8,38,10198.17,"Solario",1973,79,4359.63157894737,"EM"
2.55,1,11740.56,"Esplen",2010,48,5058.11111111111,"EM"
2.61,16,10255.75,"Solario",2005,39,7316.35294117647,"ET"
2.83,8,10294.41,"Solario",1983,83,1875.85185185185,"EM"
2.51,10,9764.54,"Quilante",1968,29,5451,"FC"
1.89,16,5245.76,"Ardent",2016,53,1673.57142857143,"EM"
2.39,5,13229.16,"Vibranto",2000,18,2443.22222222222,"FC"
3.23,1,11669.76,"Esplen",1967,12,53778,"FC"
1.23,24,13121.09,"Vibranto",1998,5,5158.46153846154,"FB"
2.35,8,10252.97,"Solario",1998,67,4435.91525423729,"FB"
1.97,7,10196.57,"Solario",2007,6,3440.57142857143,"FB"
1.45,8,5056.71,"Ardent",2009,89,2743.90322580645,"FC"
2.51,21,11743.75,"Esplen",1993,6,103798,"EM"
2.38,24,9757.55,"Quilante",1979,49,4335,"EM"
1.9,11,13204.18,"Vibranto",1996,34,3275.90322580645,"ET"
2.33,12,11775.67,"Esplen",2017,65,7322.55555555556,"FB"
2.32,1,10232,"Brillante",1966,70,3603.57894736842,"FC"
3.14,22,9689.67,"Quilante",1982,41,3183.7027027027,"FB"
2.52,21,13262.39,"Vibranto",1969,75,4130.15384615385,"FC"
2.24,10,11776.97,"Esplen",1997,71,6731,"FC"
2.68,18,9713.73,"Quilante",2005,78,1970.57142857143,"FC"
1.74,12,10195,"Solario",1991,59,1991.45070422535,"FB"
2.36,2,11756.42,"Esplen",2016,81,4589.81632653061,"ET"
1.88,5,5041.42,"Ardent",1987,72,2764.42528735632,"EM"
2.59,7,11751.42,"Esplen",2015,6,5073.27536231884,"FC"
2.95,18,10290.27,"Solario",1981,40,9867.55555555555,"FC"
2.68,18,9732,"Brillante",2019,5,5431.66666666667,"EM"
2.82,12,9710.56,"Quilante",1993,8,1207.81927710843,"FC"
2.7,2,11713.28,"Esplen",1983,32,1510.9010989011,"EM"
2.45,32,10245,"Brillante",1988,82,14439.1111111111,"ET"
2.53,21,9749.64,"Quilante",1991,76,8244.15384615385,"FC"
2.15,15,10220.47,"Solario",2001,46,3000.42528735632,"FB"
2.03,1,9797,"Brillante",1965,72,6285.38596491228,"EM"
3.42,19,5343.59,"Ardent",1991,7,4139.5,"FB"
3.21,44,9678.47,"Quilante",2016,73,5928.27536231884,"EM"
2.4,16,9772.56,"Quilante",2009,3,3411.72727272727,"ET"
3.24,4,13325.78,"Vibranto",2002,73,5705.95238095238,"EM"
