Education,Income,Own_Home,Debt,CarValue,Loan
"Vocational","117818.67","Yes","341539.97","21118.68","Yes"
"Primary","151072.45","No","156540.19","29982.95","No"
"Primary","138605.68","Yes","453216.88","28342.11","No"
"Primary","94689.88","Yes","283039.23","18275.39","Yes"
"Primary","119519.30","Yes","106199.70","40438.47","No"
"College","109684.23","Yes","441524.64","8970.59","Yes"
"College","188521.38","Yes","15946.27","8750.29","Yes"
"Primary","89263.46","Yes","477428.32","35774.05","No"
"Vocational","67716.77","No","482668.56","15303.15","No"
"Vocational","105980.36","No","109743.20","12919.16","No"
"Vocational","61500.42","Yes","495874.24","39007.85","No"
"Vocational","57474.63","Yes","211300.11","31346.95","Yes"
"Primary","131199.90","Yes","390318.79","46483.01","Yes"
"Vocational","43028.90","Yes","56248.17","12021.10","No"
"College","32039.82","Yes","203766.33","11960.20","No"
"Vocational","120777.38","Yes","301561.81","12338.29","Yes"
"Primary","139968.08","No","377055.26","38086.47","No"
"College","78479.49","Yes","98606.42","46974.30","Yes"
"College","87137.11","No","72875.22","39450.42","No"
"Primary","91196.19","No","264014.28","46398.09","Yes"
"College","173679.84","No","492157.53","35249.12","No"
"Primary","33450.23","No","414799.97","36997.97","Yes"
"College","135382.15","No","426191.54","5620.06","No"
"Primary","89181.12","Yes","430029.34","30171.07","No"
"Primary","34932.82","No","131919.65","24658.94","No"
"College","88299.98","No","393320.31","2915.88","Yes"
"Vocational","127080.27","No","370296.01","5052.64","No"
"College","195265.93","Yes","44344.26","1269.22","No"
"College","142516.23","No","243340.53","6825.74","No"
"College","173099.89","No","356408.31","35289.72","No"
"Vocational","173355.93","No","495902.13","11603.88","Yes"
"Vocational","159163.59","Yes","467855.26","1621.27","No"
"College","49499.42","Yes","397711.66","42696.75","Yes"
"Primary","64628.25","Yes","436787.99","49906.97","No"
"College","104656.40","Yes","279398.40","40823.30","Yes"
"College","184626.52","No","454854.51","8787.21","No"
"College","176352.39","No","16879.55","35601.26","No"
"Vocational","147446.45","No","370840.75","39042.42","Yes"
"Vocational","93252.09","No","22441.10","1148.67","Yes"
"College","40600.46","No","143437.11","20472.42","No"
"Vocational","106509.03","No","348.60","33446.06","No"
"Primary","156456.86","No","349881.18","10497.69","No"
"Vocational","106503.82","Yes","376200.81","42136.10","No"
"Vocational","67719.08","No","108764.42","46372.42","No"
"Primary","180425.23","No","309273.69","162.10","Yes"
"College","87353.83","Yes","102963.02","43167.44","Yes"
"Vocational","170676.33","Yes","328309.82","27635.35","No"
"Vocational","46172.02","Yes","311147.06","34997.75","No"
"Primary","189068.16","No","68721.23","42234.65","No"
"Vocational","67614.19","No","11285.65","10685.61","Yes"
"Vocational","67277.60","No","160089.70","37303.90","Yes"
"Primary","159669.04","Yes","23698.75","24678.97","No"
"College","162693.44","No","19784.03","20290.43","No"
"College","39713.91","No","169964.92","12415.02","No"
"College","65477.82","No","393398.26","40199.40","No"
"Vocational","71494.49","Yes","125634.49","7788.20","Yes"
"Vocational","120988.42","Yes","287471.03","12500.56","Yes"
"Vocational","145750.72","Yes","470740.73","3165.54","No"
"Primary","85781.69","No","173574.76","44098.05","No"
"College","101855.65","No","287001.30","2233.99","No"
"Primary","175222.45","No","152778.54","46447.89","Yes"
"Vocational","57507.13","No","229535.25","5676.93","Yes"
"Vocational","196018.98","Yes","334266.11","18238.36","Yes"
"College","79594.65","Yes","204876.81","26789.11","No"
"College","185546.57","Yes","363358.12","35216.45","Yes"
"Vocational","112794.18","No","241916.73","40247.45","No"
"Primary","92247.51","Yes","483668.04","39607.23","Yes"
"College","78091.18","Yes","277447.83","23885.05","No"
"Primary","81744.40","Yes","6377.50","29982.31","Yes"
"Vocational","157614.74","No","88981.50","27862.37","No"
"Vocational","145077.06","No","283930.49","6720.93","Yes"
"College","102835.12","No","87868.45","49445.57","No"
"Vocational","189745.95","Yes","488919.59","39506.20","Yes"
"Vocational","131617.01","No","207400.85","39355.98","Yes"
"Vocational","92291.52","Yes","80223.54","44721.03","No"
"College","181579.33","Yes","241074.40","11830.89","No"
"College","70746.83","Yes","222946.57","17478.05","Yes"
"Primary","85332.66","Yes","382603.79","5972.60","No"
"Primary","150768.65","Yes","235148.50","8607.70","Yes"
"College","139250.00","Yes","264459.19","36972.89","No"
"College","112778.82","Yes","85842.90","21852.59","Yes"
"College","51932.36","No","233565.20","43087.57","No"
"College","109348.32","No","289595.82","41203.45","No"
"Vocational","112461.51","Yes","60248.90","36787.89","Yes"
"College","39286.31","Yes","210255.12","25360.04","No"
"Primary","96060.57","No","322146.34","40873.89","No"
"Primary","175822.26","Yes","160893.53","24518.50","No"
"Primary","167113.98","Yes","136453.71","11790.20","Yes"
"Primary","68328.70","Yes","47628.34","25269.78","Yes"
"Vocational","68050.82","Yes","258551.66","5349.91","Yes"
"Primary","71480.60","No","490756.50","11681.08","Yes"
"Primary","150018.73","Yes","476679.54","48203.13","No"
"Primary","65378.08","No","329647.53","49527.94","Yes"
"Primary","197785.94","Yes","52779.70","6983.19","Yes"
"College","132853.51","No","114904.28","35563.09","Yes"
"College","36979.28","No","24885.43","42762.18","Yes"
"Primary","199613.88","Yes","99376.56","21556.39","No"
"College","179715.79","No","391944.91","23812.93","Yes"
"Primary","96093.82","No","247984.01","15592.15","No"
"College","48549.88","No","282643.90","26706.36","Yes"
"Primary","48722.22","Yes","254425.23","1268.41","No"
"Primary","114672.64","No","437305.72","34015.06","Yes"
"Primary","134844.62","No","111401.85","30450.83","No"
"Vocational","199427.02","No","343247.72","31533.48","Yes"
"Vocational","180034.27","No","72172.03","16385.94","No"
"Primary","191211.02","No","1389.26","10478.38","Yes"
"Vocational","108177.55","No","24493.24","35466.10","Yes"
"Vocational","188592.79","Yes","145353.86","12313.91","No"
"Primary","96203.96","No","89263.74","40569.30","Yes"
"Primary","65517.50","No","441310.80","42439.96","No"
"College","130434.12","Yes","425355.77","43486.71","No"
"College","103614.81","Yes","143701.71","23994.53","No"
"Primary","151177.27","No","375389.71","4208.94","No"
"Vocational","87380.64","Yes","255848.17","48701.53","Yes"
"Primary","158576.14","No","197080.73","4771.96","No"
"Vocational","38089.91","No","498028.73","28958.74","Yes"
"College","58320.17","Yes","415915.08","6720.04","Yes"
"College","190211.77","Yes","212811.37","37222.32","Yes"
"Primary","53694.69","No","37115.69","30466.04","Yes"
"College","30518.10","Yes","426507.96","42533.57","No"
"College","174383.94","No","447994.83","36840.63","Yes"
"Vocational","86662.39","No","29788.50","3112.50","Yes"
"College","118599.72","No","341872.46","44472.17","Yes"
"College","53122.50","No","278723.46","15649.04","Yes"
"College","86412.24","Yes","164906.01","29103.14","Yes"
"Vocational","45344.88","Yes","43700.43","24875.10","Yes"
"College","54895.60","Yes","476912.39","7982.60","No"
"Primary","62459.98","No","227878.28","15568.44","Yes"
"College","147287.83","No","7227.66","24162.04","Yes"
"Vocational","38224.53","No","478138.19","7714.05","No"
"College","196154.46","Yes","248685.62","30494.35","No"
"Vocational","89691.21","Yes","68471.66","35233.14","Yes"
"Vocational","105415.38","No","39429.32","39231.23","No"
"College","186469.01","No","477173.30","26437.90","Yes"
"Primary","172662.23","No","491198.78","20493.84","Yes"
"Vocational","129504.38","No","344539.07","10284.91","Yes"
"Primary","156850.00","Yes","70477.21","41982.35","No"
"Vocational","67765.61","No","33323.85","19356.40","Yes"
"Primary","126009.92","No","445212.09","5.89","Yes"
"College","118339.14","Yes","218327.84","22903.96","Yes"
"Vocational","171352.58","Yes","290782.13","4350.34","Yes"
"Primary","115443.45","No","184544.13","19846.04","Yes"
"Vocational","50304.05","No","392019.68","20180.37","No"
"Vocational","162585.18","Yes","61462.06","28982.87","No"
"Vocational","183312.45","Yes","58649.31","41037.14","No"
"College","123723.78","No","453205.23","24206.15","No"
"Vocational","172734.48","Yes","479121.72","38269.18","No"
"College","169316.14","No","109067.61","5713.98","No"
"Primary","163751.69","Yes","93307.21","46988.38","Yes"
"College","195150.81","No","286391.35","28734.85","Yes"
"Vocational","35743.98","Yes","3860.59","35492.52","Yes"
"Vocational","51196.01","Yes","287507.61","46816.71","No"
"Vocational","109147.99","Yes","327259.60","22343.58","Yes"
"Vocational","142746.38","No","128861.42","23348.64","Yes"
"Primary","140594.83","Yes","207029.18","371.99","No"
"College","91335.82","No","341448.36","29612.23","Yes"
"Primary","175167.58","Yes","207870.31","31514.04","Yes"
"Primary","90696.47","Yes","467142.36","23715.23","No"
"College","88058.54","Yes","355569.73","47392.83","Yes"
"College","42120.07","Yes","465859.86","40390.08","No"
"College","122244.11","Yes","197225.04","10110.20","Yes"
"College","118286.04","Yes","32625.80","26642.79","Yes"
"College","146348.47","No","309268.36","45666.12","No"
"College","181694.24","Yes","85608.32","39927.01","Yes"
"Primary","70641.02","Yes","303162.47","21381.66","No"
"Primary","132941.30","No","138494.18","47737.21","No"
"College","160444.93","No","71641.08","43163.53","Yes"
"Primary","72225.71","No","399778.70","31763.48","Yes"
"Primary","75447.87","Yes","27167.31","32734.85","Yes"
"College","48291.30","No","113383.50","37919.95","No"
"Vocational","119989.85","Yes","435448.05","29502.99","No"
"Vocational","186119.07","Yes","165189.04","21913.94","Yes"
"Vocational","117637.37","Yes","418436.50","28197.39","No"
"Primary","79357.28","No","419414.34","10138.98","Yes"
"Vocational","49941.60","No","241301.80","1190.68","No"
"Vocational","135397.90","Yes","454262.41","25224.80","Yes"
"Vocational","90760.31","No","43711.61","2481.79","No"
"College","173751.08","No","87813.76","2233.28","Yes"
"Vocational","54534.48","Yes","71966.11","14868.06","Yes"
"College","182463.13","Yes","112106.34","45248.83","Yes"
"College","109224.24","No","359119.58","9533.29","Yes"
"College","119923.28","Yes","255410.29","12829.76","Yes"
"Vocational","108186.26","No","434983.54","11588.92","No"
"College","168811.65","Yes","48895.26","23854.17","Yes"
"Primary","145724.07","No","300461.13","33724.12","No"
"College","153518.80","No","28137.08","8442.98","Yes"
"Primary","63995.33","No","37515.41","904.54","Yes"
"College","94934.34","No","358210.79","5633.90","Yes"
"College","116450.67","No","174892.84","30155.04","No"
"College","48381.82","No","474360.69","9410.66","No"
"College","54935.99","No","353042.58","33798.64","Yes"
"College","84916.68","No","328413.96","35454.79","No"
"Primary","167828.10","No","238475.12","8414.23","No"
"College","145853.04","Yes","447733.70","10224.72","Yes"
"Primary","68321.71","No","22548.27","11419.37","Yes"
"College","89594.56","Yes","137429.27","20891.83","Yes"
"Vocational","151402.90","Yes","410925.02","15208.62","No"
"Vocational","55889.56","No","200282.11","40210.69","Yes"
"Vocational","70272.18","Yes","300078.22","46448.52","Yes"
"College","198333.97","Yes","432272.25","1689.99","Yes"
"Vocational","60965.21","Yes","134383.06","47423.07","Yes"
"College","36584.48","Yes","217021.62","4051.96","No"
"Vocational","38236.52","Yes","255094.24","29051.71","Yes"
"Vocational","160448.11","Yes","156544.57","33295.18","No"
"College","117172.16","Yes","4951.08","11514.44","Yes"
"College","171189.61","No","425733.77","49627.59","No"
"College","123093.13","No","285608.49","19642.71","Yes"
"Vocational","174335.58","Yes","82658.19","38470.65","No"
"College","115934.79","Yes","463761.38","39419.80","No"
"Vocational","84503.56","No","219150.75","31096.67","No"
"College","179643.38","No","23981.09","35931.08","No"
"Primary","103950.55","Yes","281868.66","37293.66","Yes"
"College","80635.67","Yes","260121.47","17019.16","Yes"
"Primary","148786.10","No","270389.69","33603.90","Yes"
"Primary","121659.16","No","338900.95","22069.95","No"
"Vocational","178918.12","Yes","221972.37","13502.10","Yes"
"Primary","185034.27","Yes","24343.21","15984.09","Yes"
"Vocational","185097.96","Yes","470694.11","31990.32","No"
"Vocational","186745.01","No","56483.98","39834.86","Yes"
"College","90882.57","No","364143.29","17271.65","No"
"Vocational","142471.15","Yes","424159.58","17862.06","No"
"Primary","183037.16","Yes","290291.29","33101.53","No"
"Vocational","92697.69","Yes","423507.99","45083.01","Yes"
"Primary","149516.17","Yes","147893.45","19776.81","Yes"
"Primary","111174.45","No","174718.09","48103.78","Yes"
"Primary","68336.16","No","324470.44","8651.20","No"
"Vocational","152125.98","No","307527.15","27142.44","Yes"
"Vocational","109373.46","Yes","247694.25","1743.87","No"
"Primary","72136.03","No","35160.49","3567.49","Yes"
"Primary","187283.16","Yes","247286.94","7940.74","Yes"
"College","55361.59","No","188129.86","19568.09","No"
"College","145852.09","No","268952.74","24620.96","Yes"
"Vocational","90067.46","No","445774.72","48897.10","No"
"Primary","89448.93","No","86285.49","43384.20","Yes"
"Primary","35693.56","No","23212.56","36765.57","No"
"College","130132.65","No","269786.78","31553.70","No"
"College","63964.33","No","109283.11","9683.90","Yes"
"College","123248.87","No","286027.10","28732.14","Yes"
"Vocational","171405.03","No","486160.90","48115.43","No"
"Vocational","144699.06","No","207702.68","9045.13","No"
"Primary","36408.17","Yes","32884.51","36795.16","Yes"
"Vocational","114267.92","No","47308.77","23329.94","Yes"
"College","84608.62","No","304602.38","23055.28","Yes"
"Primary","99930.87","No","431689.49","10727.93","Yes"
"College","167918.13","Yes","383935.97","10801.62","No"
"College","151653.55","Yes","348444.57","37294.62","No"
"College","125221.69","No","427887.52","3556.68","No"
"Primary","93295.48","No","69324.52","8580.15","No"
"Vocational","150135.94","Yes","139316.28","42165.57","No"
"Vocational","83628.19","Yes","29361.23","34189.74","No"
"Primary","63235.56","No","249920.75","16830.62","No"
"College","76407.88","Yes","409752.20","42568.41","No"
"Vocational","96188.62","Yes","439818.35","15664.50","Yes"
"Vocational","160899.54","No","440403.43","30504.02","Yes"
"Primary","162397.03","No","296329.82","31171.34","No"
"Vocational","89059.35","No","154524.34","25738.90","Yes"
"Vocational","88968.82","No","8262.94","31911.44","Yes"
"College","191157.91","No","135754.92","23432.59","Yes"
"Vocational","93680.11","No","348534.15","39182.32","Yes"
"College","176270.17","No","118644.47","15477.35","No"
"Vocational","84344.79","No","159814.60","43930.34","No"
"Vocational","145672.94","No","105094.25","15798.49","No"
"College","184063.11","No","139053.63","10915.78","Yes"
"College","101866.72","Yes","272523.35","28625.22","No"
"Primary","127681.32","Yes","155281.19","46237.17","Yes"
"Vocational","47302.98","Yes","354124.39","32897.45","Yes"
"College","169821.94","Yes","412004.77","28784.55","Yes"
"College","184712.63","No","180182.26","12367.75","Yes"
"College","199294.42","Yes","85248.11","3798.22","Yes"
"Vocational","153186.16","No","205956.92","5983.48","No"
"Primary","80743.68","Yes","307294.80","39112.45","No"
"Vocational","114509.60","Yes","441185.62","42721.94","No"
"College","94032.57","Yes","212482.61","41128.55","No"
"Vocational","112564.74","No","175180.44","43168.14","No"
"Primary","74936.81","Yes","308594.66","41176.25","Yes"
"Vocational","123127.84","Yes","481155.74","41974.38","Yes"
"College","125749.44","Yes","162312.40","46945.59","No"
