Piv,Zyrc,Xelco,Yulos,Pilms,WAC,ID,ZIQ
8,Quilante,2013,21,6965.222222,EM,1145,3.44
12,Vibranto,2010,72,5379.222222,FB,5445,2.2
11,Vibranto,2013,20,4840.822785,EM,5879,2.81
50,Quilante,1971,55,3725.111111,FB,1090,2.73
17,Solario,1997,39,6412.02439,FC,2441,2.74
37,Solario,1998,67,6105.5,FB,2364,2.48
5,Solario,1991,60,1642.5,ET,2964,2.84
12,Vibranto,1966,26,8994.333333,FB,4812,2.07
29,Quilante,2004,72,6518.5,FB,1464,2.33
16,Solario,1976,69,5663.701299,ET,2477,1.94
24,Solario,1999,48,9742.904762,FC,2421,2.4
11,Brillante,1964,35,5469.567901,FB,8281,2.22
23,Vibranto,2002,45,7404.02439,EM,5441,2.28
50,Vibranto,1997,66,5504.47619,EM,4884,2.73
16,Ardent,2004,22,3709.47619,EM,9284,1.8
3,Esplen,1970,91,8459,ET,7516,1.94
68,Ardent,1984,96,6610.181818,FB,9455,2.48
8,Esplen,1991,23,4649.927835,FB,6497,3.57
12,Quilante,1985,46,4730.956522,EM,692,1.53
30,Ardent,1984,30,6300.333333,FB,9130,2.38
23,Quilante,1977,86,2800.450704,FC,1971,1.89
1,Quilante,2007,12,25126,EM,1504,2.08
5,Quilante,1966,37,5874.02439,FC,1741,3.1
2,Quilante,1980,26,7992.153846,FC,1926,2.28
3,Esplen,1985,9,5411.826087,EM,6423,2.45
34,Quilante,1992,49,11174.90909,EM,1211,2.72
17,Vibranto,1989,21,8225.428571,ET,4628,2.68
34,Vibranto,1970,72,35034.33333,ET,5903,2.59
0,Vibranto,1994,45,3869.5,FC,4264,1.42
30,Quilante,1992,85,4492.915254,ET,1159,3.15
56,Quilante,1992,7,51374,FB,1102,2.22
102,Vibranto,1996,52,5708.275862,FC,4229,2.43
27,Brillante,2002,1,12442.33333,FC,8412,1.97
39,Quilante,1987,58,13556.11111,ET,109,2.43
21,Vibranto,1984,11,2065.903226,FB,5962,2.66
4,Vibranto,1983,72,5398.666667,FB,4896,2.78
9,Brillante,2006,59,8680.857143,FB,8414,3.15
4,Esplen,1965,78,5411.956522,FC,7192,2.63
1,Quilante,2014,74,8060.703704,ET,1927,2.39
13,Quilante,1996,11,2756,FB,180,3.01
5,Quilante,2015,45,14382,FB,1508,3.37
1,Vibranto,1996,9,3934.666667,EM,5760,2.69
1,Brillante,1984,77,19124.71429,EM,8207,2.01
7,Brillante,1984,86,2607.659574,EM,8347,2.45
3,Ardent,1989,94,9457.333333,FC,9312,2.31
13,Esplen,1977,96,6478.454545,EM,6522,2.71
32,Quilante,1992,72,2470.595506,FC,789,2.3
14,Solario,2002,17,7742.176471,ET,3834,2.6
50,Brillante,2014,1,8022.555556,ET,8418,2.66
48,Solario,1978,45,4005.666667,ET,3296,1.93
13,Brillante,1996,39,6747.222222,FB,8045,2.77
7,Quilante,1999,54,5559.470588,FB,1185,2.52
9,Brillante,1997,34,3399.792453,ET,8853,2.52
15,Quilante,1997,1,2528.450704,EM,71,1.75
16,Vibranto,1971,9,23520,ET,5305,2.76
5,Quilante,1975,60,4356.275862,FB,929,2.23
1,Quilante,2019,61,6844.904762,EM,1321,1.85
4,Quilante,2012,79,20932,FB,705,2.46
44,Vibranto,2018,35,5445.790698,FB,5686,1.85
35,Esplen,1995,89,6372.301587,ET,7563,3.19
23,Vibranto,2002,16,1146.408163,FC,5498,3
1,Vibranto,1993,8,4022.816327,FB,4249,2.07
18,Esplen,1977,86,4184.703704,ET,7227,3.01
0,Esplen,2009,25,29901,ET,7604,2.16
16,Vibranto,1976,52,10054.35294,EM,5017,1.96
45,Esplen,1979,45,2783.588235,FB,7068,2.97
35,Quilante,1993,42,6382.333333,EM,548,2.41
4,Esplen,2018,80,33633.33333,FC,7503,3.58
37,Vibranto,1989,7,5871.02439,EM,4241,3.21
19,Solario,1985,31,2191.714286,FB,3856,2.18
0,Esplen,2000,46,2508.333333,EM,7148,2.22
21,Esplen,2006,64,6825.806452,ET,6231,3.05
5,Vibranto,1990,22,2376.268817,ET,4993,3.13
1,Esplen,1982,10,3741.631579,FC,6695,2.34
8,Vibranto,1999,85,2737.789474,FB,4076,2.11
8,Vibranto,1970,56,6810.102564,FB,4539,2.45
3,Vibranto,1981,3,9264.666667,FC,5515,2.07
40,Solario,1987,94,7539.275862,EM,2629,2.78
30,Solario,1993,96,5205.829787,EM,2294,2.64
16,Esplen,1992,18,7522.806452,FB,6131,2.27
12,Esplen,2004,35,103699,EM,7001,3.17
12,Vibranto,1989,30,5672.631579,FC,4895,1.64
7,Solario,1974,19,5059.806452,ET,3831,2.19
1,Brillante,1995,45,2976.076923,FB,8852,2.59
13,Solario,2011,32,6985.02439,EM,2041,2.58
7,Solario,2018,48,5471.903226,ET,3162,2.6
77,Solario,2005,8,4620.151515,FB,2666,3.46
8,Ardent,2006,51,2516.301587,ET,9363,2.96
0,Quilante,1994,88,10636,ET,1610,2.54
1,Esplen,1990,12,2360.888889,EM,6672,1.94
9,Solario,2002,77,3703.595506,ET,3389,3.08
13,Solario,2002,44,5811.222222,EM,3345,3.5
3,Vibranto,1981,44,4230.631579,FB,5895,2.57
9,Ardent,1996,46,7526,FC,9016,2.81
18,Solario,2019,14,6377.301587,ET,2063,3.04
19,Ardent,1982,87,2941.784314,EM,9751,2.65
67,Esplen,1981,93,8986.857143,EM,6714,2.54
34,Solario,1978,65,5374,FC,2625,2.48
9,Quilante,1994,61,2759.822785,EM,1079,2.88
11,Solario,1993,24,5705.913043,FC,3846,2.71
20,Quilante,1967,65,2885,FB,340,2.84
15,Brillante,2004,100,5096.222222,FB,8245,3.43
34,Esplen,1988,57,4613.956522,ET,6892,2.84
59,Vibranto,1984,70,4726.666667,FC,4460,2.36
5,Vibranto,2015,83,4442.351351,FB,4574,2.72
26,Vibranto,1976,92,5342.301587,EM,4863,2.87
8,Solario,2005,72,5566.470588,FC,2485,2.7
10,Brillante,2012,67,5988.702703,EM,8137,2.38
11,Esplen,1993,11,3901.792453,FC,6153,1.83
3,Quilante,1973,15,23916,ET,1005,2.6
5,Vibranto,2006,19,3447.47619,FC,5784,2.32
23,Solario,2016,31,4115.792453,EM,2553,2.49
76,Vibranto,1998,43,4984.567901,FB,5081,2.73
8,Solario,1996,8,3426.578947,FB,2938,2.83
3,Solario,2012,26,1831.275362,FC,3669,2.33
3,Esplen,2004,31,6434.659574,FB,6747,2.44
55,Quilante,1997,25,4950,ET,1480,2.43
25,Quilante,2004,57,3687.913043,FB,646,2.34
46,Quilante,2001,38,5937.428571,FB,1528,2.29
11,Esplen,2006,70,5656.051282,FB,7478,2.76
5,Quilante,1977,36,3929.363636,FB,988,2.6
3,Esplen,1970,60,5521,FB,7200,2.43
13,Brillante,1997,12,5541.275862,FC,8629,2.47
22,Esplen,1995,25,3720.344262,FC,6761,1.93
1,Quilante,1973,64,2706.333333,FB,1875,2.9
1,Vibranto,2013,51,3505.851852,FB,5854,1.86
26,Solario,1999,43,4888.275362,FB,2969,1.94
25,Esplen,1991,94,6293.461538,ET,7865,1.89
99,Solario,2012,18,5243.275362,EM,2269,2.03
21,Quilante,1991,48,2002.137931,ET,858,2.41
4,Esplen,1994,95,3102.02439,EM,6741,1.43
15,Quilante,1996,29,5409.10101,FC,1199,2.9
92,Vibranto,1999,13,4222.102564,FC,5939,2.84
18,Quilante,1969,100,4765.789474,EM,1576,2.36
7,Solario,2011,74,4674.666667,EM,2060,2.61
25,Vibranto,2012,52,14730,FC,5210,1.57
32,Solario,2019,29,3919.333333,ET,2730,2.06
32,Brillante,1983,28,8651.454545,ET,8622,2.6
25,Solario,1980,72,4982.666667,FB,3196,2.44
10,Ardent,1972,39,5954.02439,FB,9941,3.03
15,Esplen,1985,85,6354.275362,FB,7869,2.49
44,Quilante,2006,88,11860.90909,FC,1911,2.73
4,Vibranto,2019,88,3555.631579,EM,5695,2.96
15,Solario,1992,35,2747.47619,FC,3784,2.79
28,Esplen,1977,68,2120.344262,FC,7061,2.48
20,Quilante,2006,69,5183.913043,ET,346,2.33
72,Vibranto,1984,71,4625.333333,ET,5875,2.38
6,Vibranto,2002,51,3069.5,FB,5364,2.75
7,Esplen,1971,2,3330.901099,FC,6991,1.88
21,Brillante,1985,77,6586.659574,FB,8847,1.99
11,Quilante,1994,56,7829.454545,FC,222,2.26
15,Solario,1972,45,4589.777778,FB,3636,2.59
9,Brillante,2017,43,9000.157895,FB,8919,2.55
4,Brillante,1989,24,20900,FC,8905,3.19
30,Vibranto,1983,89,4785,FC,5825,2.19
26,Quilante,1992,80,6385.727273,FB,544,1.91
2,Esplen,1972,91,1752.888889,EM,7472,2.76
28,Quilante,2012,85,3126.425287,EM,987,2.22
24,Ardent,2013,89,3039.02439,FC,9541,2.84
52,Quilante,1982,15,7496,FC,1225,2.76
106,Quilante,2014,89,5412.461538,ET,1165,2.23
33,Quilante,1992,33,7083,EM,16,3.41
4,Esplen,2019,44,4603.176471,ET,6234,2.8
55,Esplen,2004,15,5622.142857,FB,7735,1.88
41,Solario,1993,44,9102.909091,EM,3011,1.82
15,Quilante,1971,77,29753,FB,1204,3.01
16,Solario,1979,3,6494.903226,ET,3762,2.12
7,Quilante,1972,15,4403.301587,ET,563,1.85
49,Esplen,1974,66,3244.789474,ET,6276,3.21
61,Ardent,1987,20,7624.333333,EM,9830,2.4
7,Ardent,1983,59,2037.051282,EM,9378,2.32
9,Vibranto,2014,28,6960.428571,FB,5728,1.74
11,Vibranto,2009,39,5033,ET,5480,2.42
4,Solario,1986,30,5161.666667,ET,2796,2.24
6,Quilante,1990,28,4665.901099,FC,891,1.54
21,Esplen,1990,20,2508.567901,ET,7481,2.9
36,Quilante,2015,19,3246.727273,ET,644,2.1
39,Esplen,2001,37,9300,ET,6316,2.31
3,Vibranto,2016,50,18040.66667,ET,4506,2.13
55,Solario,2001,36,18261.71429,FB,3407,2.68
20,Solario,1985,16,3794.666667,FB,2296,1.92
16,Esplen,1986,42,5187.659574,FB,6247,2.53
6,Esplen,1997,26,5513.301587,FC,6363,2.51
21,Quilante,1974,63,6447.142857,ET,1035,2.75
23,Vibranto,1979,48,5661,FC,5625,2.31
49,Quilante,2001,30,2944.666667,FC,1060,2.07
12,Solario,2000,54,3478.851852,FC,2054,2.69
9,Ardent,1969,63,13237.11111,FC,9909,2.15
28,Vibranto,1985,47,6553.153846,EM,5726,2.34
58,Esplen,1971,83,3069.142857,FC,7035,1.58
42,Brillante,1971,92,8013,FB,8616,2.32
3,Solario,1969,17,10155.15789,FB,3919,2.37
27,Quilante,1987,61,1270.425287,ET,1987,2.49
31,Quilante,1999,26,3741.631579,FC,195,3.05
2,Vibranto,1992,99,10392,ET,4010,2.91
2,Brillante,1994,63,7502.777778,FC,8436,3.08
19,Esplen,1967,15,9367.157895,FB,7819,2.35
47,Solario,1975,70,7282.702703,FC,2137,2.98
45,Solario,2017,96,8634.555556,FC,3318,2.69
4,Solario,1965,61,4161.956522,EM,3092,2.83
33,Solario,2015,44,3109.571429,EM,3570,2.12
28,Vibranto,2001,39,5926.915254,ET,5459,3.18
22,Esplen,1967,47,1310.595506,EM,6889,2.88
22,Quilante,1977,93,5797.806452,ET,131,2.7
8,Vibranto,1988,25,6120.792453,FB,4953,2.75
20,Quilante,2019,32,5685.581395,ET,943,1.42
4,Quilante,1996,90,9030.555556,FB,518,2.27
15,Esplen,1984,25,1865.333333,FB,6075,2.19
1,Quilante,2006,53,2572.275362,EM,1669,2.61
82,Esplen,2017,49,5005.333333,ET,6575,2.34
19,Solario,1977,28,3572.915254,EM,3359,1.43
55,Quilante,1996,45,1983.790698,FB,286,2.75
22,Esplen,1968,80,4674.428571,EM,7228,2.84
2,Brillante,2009,3,7040.157895,FC,8719,3.03
23,Esplen,1972,34,3120.10101,FC,7499,2.6
22,Brillante,1972,24,8610,FC,8425,2.28
2,Ardent,2002,79,7208.157895,ET,9919,2.14
10,Quilante,1996,5,5713.333333,EM,1075,1.95
32,Brillante,1981,35,7086.352941,FB,8817,2.33
1,Solario,1993,49,1598.151515,FB,3566,2.91
5,Vibranto,1976,32,5978.703704,FC,5327,1.91
4,Solario,1978,68,6988.816327,FC,2749,2.4
2,Solario,2009,7,1704.863014,FB,2773,2.64
21,Quilante,1989,92,7372.666667,FC,1215,2.81
31,Vibranto,1998,98,4073.111111,FB,5490,2.84
38,Solario,2012,71,2581.47619,FB,3084,2.7
4,Ardent,2011,25,3023.666667,EM,9896,3.52
12,Solario,1974,26,1380.111111,EM,2990,2.09
6,Vibranto,1998,17,2753.666667,EM,5896,3.25
28,Esplen,2007,89,6149.157895,FB,6719,1.5
14,Vibranto,1976,33,6235.571429,FC,4570,2.63
1,Ardent,1973,48,4232.727273,ET,9844,2.88
27,Esplen,1974,57,6097.111111,FC,7590,2.7
4,Vibranto,1977,99,4980.888889,ET,5372,2.82
35,Solario,1972,39,2922.425287,EM,2187,2.32
11,Quilante,1976,98,3776.903226,FC,1862,2.56
21,Solario,1966,65,3604.567901,FC,2881,2.1
30,Vibranto,1977,89,10981.85714,ET,5314,2.5
27,Solario,2008,95,7090.581395,FC,3643,2.71
42,Solario,1992,6,8932.904762,EM,2121,2.36
2,Quilante,2010,49,3967.275362,FB,1469,2.7
74,Solario,1992,46,8448.307692,FB,2513,2.84
48,Esplen,2004,83,5795.268817,FB,7993,1.62
4,Ardent,2015,29,6262,FB,9540,3.17
32,Brillante,1993,94,7060.703704,FB,8627,1.48
3,Brillante,1988,40,6138.816327,ET,8349,2.67
2,Solario,2004,94,2794.571429,FC,3770,2.37
28,Brillante,2016,90,6366.301587,FB,8363,2.41
18,Solario,1975,48,1323,ET,2880,2.38
21,Solario,1976,71,4704.588235,EM,2568,2.37
89,Vibranto,1969,97,7234.142857,EM,4535,2.69
12,Quilante,1983,5,3804.363636,FC,88,2.46
65,Vibranto,1983,3,6083.425287,ET,4987,2.3
40,Esplen,2009,87,2873.512195,ET,6682,2.07
2,Vibranto,1998,97,4407.701299,FC,4877,2.7
92,Ardent,2010,29,4060.790698,FB,9686,1.68
22,Vibranto,1991,88,5024,FB,4220,3.01
31,Brillante,1996,26,6708.385965,EM,8157,1.93
26,Vibranto,1980,93,4881.275862,FB,4129,2.27
27,Quilante,2014,23,100655,FB,1501,2.49
17,Esplen,1968,97,4249.102564,EM,7039,3.28
4,Solario,1987,54,4166.822785,FB,2079,2.79
12,Vibranto,1971,34,3953.888889,EM,5872,2.13
10,Esplen,2013,9,4088.142857,FC,6935,2.49
11,Esplen,1968,56,2646.275362,FB,7069,1.8
14,Brillante,1977,42,35315.33333,ET,8703,2.46
19,Ardent,1982,92,2919.822785,FB,9279,2.25
55,Quilante,1985,96,6408.151515,FB,366,3.21
21,Vibranto,1998,82,8165.333333,FC,4330,1.87
65,Esplen,1971,31,4277.076923,FC,7552,2.94
7,Brillante,1980,2,4736.275862,ET,8429,1.9
45,Vibranto,1987,47,1681.10101,FB,5899,2.37
3,Esplen,1979,10,10492,FB,7016,2.41
19,Vibranto,1991,56,4541,FC,4500,1.83
13,Esplen,2017,51,1942.666667,ET,7996,1.81
25,Esplen,1978,99,9553.555556,ET,7118,3.12
17,Vibranto,1970,25,8440.826087,EM,4823,2.14
51,Vibranto,1990,82,3702.666667,FB,5360,2.37
7,Esplen,2007,100,4020.102564,ET,7239,2.7
25,Quilante,2019,68,4266,EM,1325,3.92
85,Esplen,1998,27,3406.901099,FC,6591,3.16
8,Brillante,2001,55,4596.581395,FB,8743,2.82
32,Esplen,1981,64,4908.076923,ET,7452,2.8
9,Quilante,1967,93,5120.666667,ET,460,2.15
35,Vibranto,1996,83,1458.790698,FB,5186,3.56
15,Ardent,2016,3,7921.826087,EM,9623,2.34
24,Vibranto,1971,56,13269.11111,EM,5909,2.56
2,Vibranto,1972,51,2728.901099,FB,4191,1.92
0,Vibranto,2003,38,5211.02439,ET,4441,2.46
1,Vibranto,1990,35,4974.301587,FB,5263,1.72
21,Esplen,1969,38,5351.111111,EM,6490,2.46
40,Esplen,1969,38,8690.703704,FB,6927,2.2
8,Quilante,2017,62,1411.819277,EM,1583,3.12
25,Vibranto,1975,24,6515.5,EM,4064,2.59
30,Solario,1997,44,6075.470588,EM,2185,3.2
13,Vibranto,1974,6,4581.512195,ET,5582,2.32
0,Vibranto,1991,44,1942.537313,EM,5767,2.5
32,Brillante,1990,64,5329.952381,FB,8042,3.18
83,Brillante,2014,51,4821,EM,8250,2.8
3,Brillante,2002,37,28500,FB,8104,3.06
43,Quilante,2005,46,19229.71429,FB,307,2.67
4,Quilante,2006,38,5448.777778,ET,36,2.71
12,Brillante,1971,16,3529.076923,FB,8952,2.8
51,Vibranto,1974,69,2284.275362,EM,5369,2.04
55,Quilante,1985,61,6293.352941,EM,1317,2.7
39,Solario,2013,90,6056,ET,2020,2.14
18,Solario,1974,83,5598.714286,EM,3156,2.16
5,Esplen,1970,72,7462,EM,7116,2.34
56,Esplen,1983,33,2614.385965,FC,7657,2.1
32,Esplen,2017,35,1365.425287,EM,7787,2.78
15,Quilante,2010,80,3872.363636,EM,1888,2.72
12,Vibranto,2013,56,3233.792453,FC,5153,2.53
22,Solario,1980,2,5778.351351,ET,2474,2.33
45,Vibranto,1999,39,6760.904762,FC,4321,2.28
8,Esplen,1998,29,2202.571429,FB,6870,2.4
27,Quilante,2003,6,1737.888889,EM,272,2.62
26,Esplen,2003,75,5204.333333,EM,6248,2.57
12,Solario,2015,2,1433.571429,FB,3870,3.15
0,Solario,1997,89,4890.701299,ET,3777,2.95
32,Solario,1969,72,6625.578947,EM,3338,2.18
22,Brillante,1967,38,2250.051282,ET,8978,3.51
8,Quilante,1988,23,11002,ET,110,2.44
4,Esplen,1969,43,3562.792453,FC,6053,2.99
4,Vibranto,2000,7,5821.792453,FC,4853,3.1
24,Solario,1991,61,6346.137931,FC,3558,2.15
12,Quilante,1988,99,29949,EM,904,2.5
50,Quilante,2011,74,2421.784314,FB,1851,2.64
44,Esplen,2012,92,7732.904762,EM,7221,2.42
20,Ardent,1972,2,2393.595506,FB,9889,2.87
16,Vibranto,1987,49,4734.275862,ET,5329,2.55
23,Vibranto,1985,57,6170.777778,FB,5036,1.8
26,Ardent,2000,98,11336.30769,ET,9413,2.38
1,Vibranto,1980,28,5978.268817,ET,5193,3.58
5,Vibranto,1984,61,3774.512195,FC,5682,2.5
31,Esplen,1982,93,6007.588235,EM,7968,2.6
7,Quilante,1994,78,4997.851852,ET,1754,1.93
21,Brillante,1987,35,28950,EM,8904,1.97
26,Esplen,2016,77,8500.157895,FC,6519,3.21
7,Ardent,1976,22,6525.659574,ET,9047,2.4
36,Esplen,1969,28,3757.137931,EM,6658,2.33
28,Quilante,1981,43,5384.903226,FC,462,2.66
14,Brillante,1973,26,9503.307692,ET,8813,2.55
4,Quilante,2002,99,5573.826087,FC,623,2.96
19,Vibranto,2002,61,5147.301587,EM,4963,2.96
3,Quilante,2019,41,7755.142857,ET,635,1.95
29,Solario,1994,67,3509.822785,FC,3479,2.21
2,Vibranto,2019,2,4662.137931,FB,4258,2.85
14,Esplen,1969,93,5732.408163,ET,7698,2.61
2,Solario,1975,38,3464.702703,FC,2337,3.14
5,Vibranto,2000,64,2577.02439,EM,5241,2.3
9,Solario,1968,99,6464.714286,EM,2956,2.06
21,Esplen,1983,32,2644,EM,7340,2.83
1,Ardent,1968,71,5103.333333,FC,9475,3.06
2,Brillante,1971,1,1897,FC,8700,2.37
23,Esplen,2009,78,3774.714286,FB,7256,2.17
24,Solario,2016,41,18702.71429,FB,3207,2.75
19,Quilante,1988,88,6965.153846,FB,126,2.41
1,Ardent,1991,63,4442.888889,FB,9272,2.52
3,Esplen,2013,33,5847.702703,ET,7337,3.06
1,Vibranto,1974,69,4765.5,FB,5564,3.06
7,Ardent,2016,46,5818.157895,FC,9619,2.5
41,Vibranto,1969,28,4520.888889,ET,5572,1.82
12,Ardent,2015,77,4916.181818,EM,9755,1.42
7,Brillante,1985,7,36034.33333,ET,8903,3.04
7,Esplen,2014,82,3755.578947,EM,6238,3.43
31,Ardent,1985,40,4470.659574,ET,9847,2.61
4,Esplen,2001,69,5987.425287,FC,7587,1.8
6,Esplen,2011,53,5910.333333,ET,7548,2.7
8,Solario,1989,5,14493,ET,2510,2.61
14,Brillante,1978,85,3691.5,FC,8064,3.43
23,Solario,1991,16,13290.11111,FC,2109,2.23
9,Solario,2003,44,9925.307692,FB,2813,2.12
17,Solario,1997,78,5144.408163,ET,2098,2.44
20,Ardent,1979,77,2316.659574,FB,9347,2.08
6,Quilante,1973,26,8887.157895,ET,119,3.01
46,Vibranto,2019,28,3424.408163,FC,5798,2.96
5,Quilante,1972,82,4224.051282,ET,578,2.9
19,Vibranto,1988,93,2510.727273,FB,4444,2.55
2,Ardent,1974,6,4865,EM,9100,2.71
3,Vibranto,1979,76,4702.268817,FB,4593,2.48
14,Quilante,1992,13,2478.701299,EM,777,2.99
2,Vibranto,1979,4,26875,EM,4604,3
8,Esplen,1971,32,3749.666667,FC,7760,3.5
8,Brillante,1993,57,7591.826087,ET,8823,1.9
7,Vibranto,2002,9,4489.666667,ET,4724,2.32
4,Solario,1998,48,2986.822785,FC,3879,2.58
15,Vibranto,1992,58,2824.588235,FC,5768,2.51
43,Brillante,2017,23,4215.142857,FC,8835,2.96
18,Quilante,1967,19,6147.470588,FC,485,2.96
12,Quilante,2004,29,2050.829787,EM,1394,1.87
11,Solario,1989,4,1446.790698,FC,3086,2.64
7,Esplen,1991,25,4411.268817,ET,6393,2.76
14,Vibranto,2001,12,3643.051282,FB,4078,2.32
6,Solario,1965,77,104570,EM,2201,2.39
8,Solario,1990,74,4887.727273,FB,2044,2.27
1,Brillante,1979,62,4886.428571,ET,8928,1.77
33,Brillante,1993,93,4094.581395,ET,8543,2.86
28,Solario,1991,60,5430.790698,FB,2286,2.51
0,Solario,1984,52,2780,FB,2540,2.77
6,Brillante,2000,61,3759.102564,FC,8439,2.86
9,Quilante,1996,53,6865.578947,FB,1438,3.13
2,Esplen,1966,34,6729,FC,7916,2.56
19,Vibranto,1992,27,2884.5,ET,4764,3.03
10,Solario,2001,54,9339.555556,ET,3818,2.64
15,Quilante,2000,49,4243.956522,ET,192,2.74
13,Esplen,1970,92,16999.66667,ET,7006,2.74
2,Ardent,2014,96,4718.703704,FB,9927,2.39
60,Quilante,1983,1,1254,EM,400,2.55
3,Solario,1970,20,2832.903226,FC,3062,2.62
25,Solario,2012,27,16068.11111,FB,3809,2.88
10,Esplen,2015,68,5375.792453,ET,7753,2.59
21,Esplen,2007,5,4158,EM,6750,2.66
30,Brillante,2011,89,3831.5,EM,8664,2.79
23,Brillante,1968,82,5069.819277,FC,8283,3.77
1,Solario,1978,76,5877.927835,EM,2697,2.06
47,Quilante,1994,22,5797.30303,FC,1833,2.82
48,Solario,1995,17,4234.666667,FB,3396,2.35
20,Solario,2019,31,9535.555556,FB,2218,1.93
18,Vibranto,1994,59,4285.578947,FB,4438,2.76
12,Solario,1977,14,2781.714286,FB,2056,2.69
34,Quilante,2003,87,5814,EM,1032,2.25
9,Esplen,1999,74,5801.051282,EM,6178,2.63
12,Ardent,1966,1,4061.425287,FC,9087,2.36
10,Solario,2006,88,9276.666667,EM,3515,2.91
68,Vibranto,2008,95,2064.47619,FB,4584,3.02
14,Brillante,1972,49,3810.595506,EM,8089,1.24
17,Solario,1968,85,5357.863014,FC,3673,2.74
0,Ardent,1983,80,1123.111111,ET,9390,2.02
83,Esplen,1998,73,2152.461538,EM,6565,2.43
7,Quilante,2008,15,4001.301587,FC,263,2.6
1,Esplen,2009,57,3107.137931,ET,7258,2.12
3,Vibranto,2009,90,3858.595506,FB,4989,2.74
1,Esplen,2012,64,2069.137931,FC,6458,1.95
6,Quilante,1995,27,5085.631579,FC,1795,1.81
12,Solario,2017,94,14640.11111,FC,2009,1.81
13,Brillante,2016,99,6630.784314,FB,8251,2.25
87,Esplen,1973,3,3270.659574,FC,7347,2.24
16,Quilante,2013,99,2634.819277,FB,1083,2.96
41,Esplen,2002,9,5875,FB,6732,2.56
8,Quilante,1977,13,8130.333333,FC,1130,2.75
16,Quilante,1970,55,2797,FB,440,2.55
16,Esplen,2018,70,12008.90909,FB,7811,2.8
19,Esplen,1985,49,4283.631579,FC,7595,3.11
5,Ardent,2011,16,3144.408163,FC,9098,2.45
98,Solario,2004,80,5431,FB,3220,2.76
7,Vibranto,2018,91,6397.851852,FC,5954,2.92
43,Solario,1997,17,5227.777778,ET,2036,1.7
47,Quilante,1991,34,3132.581395,FC,143,2.03
1,Quilante,1997,66,1468.956522,FC,1492,2.64
3,Brillante,1987,36,12547.33333,FC,8512,3.01
45,Esplen,2004,59,6326.714286,FC,6356,2.07
13,Esplen,2001,24,1393.790698,EM,6786,2.79
16,Brillante,2018,15,1508.956522,FB,8392,2.5
29,Vibranto,2019,69,12650.11111,FB,4709,1.64
14,Vibranto,2015,49,5226.051282,FC,4578,2.75
7,Quilante,2011,88,14864.11111,ET,809,1.68
0,Esplen,1995,99,2215.181818,FC,6655,2.43
22,Vibranto,2008,52,4249.784314,FC,4151,1.96
26,Vibranto,2007,34,2330.631579,EM,4695,1.87
24,Ardent,1992,62,1814.461538,FB,9065,2.82
4,Esplen,1983,6,4437.102564,FC,6139,3.28
23,Brillante,1977,26,4853.915254,FB,8759,3.44
35,Brillante,2010,46,26147,FC,8304,1.7
13,Brillante,1974,21,4555.790698,FB,8286,2.87
6,Ardent,1994,46,2514.425287,FC,9487,3.34
5,Solario,1968,96,2528.275362,ET,2569,3.43
4,Brillante,2017,28,2820.819277,EM,8583,1.83
2,Vibranto,1973,9,5494.659574,FC,4047,2.11
28,Quilante,2005,97,3424.47619,EM,584,1.76
18,Solario,2016,65,3449.819277,FC,2083,2.55
6,Solario,1997,85,5974.5,FB,3264,3.73
9,Vibranto,2010,9,2884.927835,FB,4497,2.07
37,Esplen,2010,1,4631.829787,EM,7394,2.85
12,Ardent,2003,3,3150.915254,FB,9759,2.14
64,Quilante,1982,24,4699.578947,ET,138,2.37
18,Solario,2011,7,6930.913043,FB,3146,2.37
7,Brillante,2009,25,2952.10101,EM,8999,2.09
37,Ardent,2010,99,102588,EM,9501,1.65
18,Vibranto,1981,60,3502.461538,FB,5865,2.08
23,Solario,2005,4,4976.5,FC,2064,1.56
9,Brillante,1989,79,4271.792453,FB,8653,2.41
12,Quilante,1981,100,4813.701299,FB,577,1.89
13,Esplen,1995,68,1679.47619,FC,7584,3.12
0,Brillante,1982,44,3999.790698,FB,8486,2.77
56,Vibranto,2015,85,3625.333333,EM,5530,3.87
12,Solario,2012,84,4905.176471,ET,3334,3.12
17,Esplen,1980,58,8703.703704,FB,7327,2.95
8,Vibranto,2002,1,11336.66667,FB,4215,3.38
56,Vibranto,2000,25,18164.71429,EM,4807,2.73
8,Vibranto,1967,29,4814,ET,4850,2.06
11,Quilante,1971,26,2951.863014,FB,1673,2.78
32,Quilante,2010,55,3258.581395,ET,43,2.89
39,Solario,2008,64,3980,ET,3450,2.76
3,Esplen,1967,11,5638.714286,FC,7856,2.88
38,Quilante,2008,47,7072.102564,FC,839,2.31
38,Quilante,2002,8,6602.826087,ET,923,3.63
34,Brillante,1970,77,4433.666667,EM,8424,2.45
3,Solario,2002,71,1607.819277,ET,2883,1.95
4,Vibranto,2003,78,5411.47619,EM,4384,2.44
9,Quilante,1965,69,5695.10101,EM,199,2.1
19,Solario,1972,85,2280.727273,ET,3044,1.82
1,Quilante,2011,100,3182.581395,ET,1343,1.56
14,Vibranto,1998,38,7914.826087,EM,5723,3.19
11,Solario,2015,32,4175.301587,FB,3863,2.53
7,Ardent,2009,16,2276.268817,FC,9393,1.83
0,Esplen,1982,7,5523.537313,FC,7967,2.6
1,Solario,2011,51,15568,FC,3608,2.4
