Grade,Score,Dozing ,Texting,Asking
C,72.87,Sometimes,Never,Always
A,92.95,Sometimes,Sometimes,Always
F,46.87,Never,Always,Never
D,56.78,Always,Sometimes,Sometimes
B,83.5,Always,Never,Never
B,84.8,Sometimes,Sometimes,Sometimes
A,93.25,Never,Always,Always
C,69.39,Sometimes,Sometimes,Never
F,26.72,Never,Never,Always
A,96.65,Sometimes,Sometimes,Always
F,25.15,Sometimes,Never,Sometimes
D,53.57,Always,Always,Always
A,97.37,Sometimes,Never,Always
D,62.65,Sometimes,Never,Always
C,69.68,Never,Always,Sometimes
C,73.4,Sometimes,Sometimes,Sometimes
F,37.17,Sometimes,Sometimes,Sometimes
D,54.53,Sometimes,Never,Sometimes
F,41.9,Always,Always,Always
C,69.7,Sometimes,Always,Always
F,22.2,Sometimes,Always,Always
F,29.11,Never,Sometimes,Always
F,45.47,Never,Always,Sometimes
B,80.01,Sometimes,Always,Never
D,59,Sometimes,Always,Never
D,62.78,Always,Always,Always
F,43.17,Sometimes,Always,Always
D,56.25,Sometimes,Sometimes,Always
C,71.33,Sometimes,Never,Never
F,29.22,Sometimes,Always,Never
F,6.58,Sometimes,Never,Sometimes
F,10.69,Never,Sometimes,Always
F,40.28,Sometimes,Sometimes,Sometimes
F,29.92,Always,Always,Never
C,96.67,Always,Sometimes,Always
F,11.75,Never,Always,Sometimes
A,91.42,Sometimes,Sometimes,Never
B,87.55,Always,Never,Never
F,25.37,Always,Never,Always
C,77.16,Always,Sometimes,Always
F,13.52,Always,Never,Always
F,39.22,Always,Always,Never
C,79.95,Always,Always,Sometimes
D,53.19,Never,Sometimes,Never
B,81.78,Always,Always,Always
A,94.3,Never,Always,Sometimes
D,63.95,Never,Sometimes,Always
D,56.29,Never,Never,Never
C,66.92,Always,Sometimes,Sometimes
F,40.66,Always,Always,Never
C,78.28,Sometimes,Never,Never
F,38.7,Sometimes,Always,Sometimes
C,63.28,Never,Always,Sometimes
F,28.29,Never,Never,Sometimes
C,71.93,Never,Never,Always
C,63.71,Sometimes,Sometimes,Sometimes
F,9.14,Sometimes,Always,Always
A,95.6,Always,Always,Never
F,42.22,Never,Sometimes,Sometimes
C,71.33,Never,Always,Always
A,92.69,Always,Sometimes,Sometimes
C,66.17,Always,Always,Sometimes
F,21.64,Sometimes,Never,Always
F,48.13,Sometimes,Never,Never
D,54.74,Always,Sometimes,Sometimes
C,67.1,Never,Never,Always
C,74.24,Never,Never,Always
B,82.26,Always,Always,Sometimes
C,64.74,Never,Never,Never
C,60.43,Sometimes,Always,Sometimes
D,56.27,Sometimes,Sometimes,Always
A,98.41,Always,Always,Always
F,27.45,Never,Sometimes,Never
F,4.13,Never,Never,Always
F,36.81,Always,Always,Always
F,16.88,Never,Never,Never
F,38.02,Always,Sometimes,Always
F,27.49,Sometimes,Sometimes,Sometimes
C,72.76,Sometimes,Never,Always
A,90.95,Sometimes,Sometimes,Never
F,38.66,Never,Always,Always
F,15.88,Always,Always,Never
F,41.8,Never,Sometimes,Sometimes
C,63.13,Always,Always,Never
F,23.76,Sometimes,Never,Always
F,31.86,Always,Sometimes,Always
F,43.27,Sometimes,Always,Sometimes
B,82.82,Never,Never,Never
F,19.54,Never,Never,Never
B,80.99,Never,Sometimes,Sometimes
A,97.53,Always,Sometimes,Sometimes
C,71.06,Never,Sometimes,Always
A,90.98,Never,Sometimes,Never
F,32.45,Always,Always,Never
C,66.07,Never,Sometimes,Always
D,55.79,Sometimes,Always,Sometimes
D,54.15,Sometimes,Never,Always
F,45.22,Always,Sometimes,Sometimes
F,15.29,Never,Never,Always
F,45.69,Always,Never,Never
A,93.82,Never,Sometimes,Always
C,73.76,Always,Always,Always
D,52.87,Never,Sometimes,Never
F,43.97,Sometimes,Sometimes,Sometimes
C,60.69,Never,Always,Never
F,26.21,Always,Always,Never
A,97.65,Sometimes,Sometimes,Always
F,2.87,Always,Sometimes,Sometimes
B,82.02,Never,Never,Sometimes
F,5.89,Sometimes,Sometimes,Never
C,69.5,Sometimes,Always,Never
D,59.85,Never,Sometimes,Always
C,75.01,Sometimes,Sometimes,Never
F,15.29,Always,Never,Always
C,74.94,Always,Never,Always
B,82.42,Always,Never,Always
F,45.17,Never,Sometimes,Always
F,43.1,Always,Sometimes,Sometimes
C,75.93,Sometimes,Never,Always
A,97.86,Never,Never,Never
D,62.47,Always,Sometimes,Always
F,48.73,Sometimes,Never,Sometimes
F,2.7,Never,Always,Never
C,69.59,Always,Sometimes,Always
A,96.02,Never,Sometimes,Always
F,46.34,Sometimes,Always,Always
F,32.47,Always,Sometimes,Sometimes
D,53.88,Always,Never,Never
B,89.17,Sometimes,Sometimes,Never
F,18.48,Never,Never,Always
C,76.01,Never,Sometimes,Always
C,78.38,Never,Never,Always
F,22.17,Sometimes,Never,Always
F,24,Always,Sometimes,Always
F,43.07,Never,Sometimes,Sometimes
F,16.6,Sometimes,Never,Never
D,55,Never,Never,Never
B,85.7,Never,Sometimes,Never
C,70.18,Never,Always,Sometimes
F,21.47,Always,Always,Always
F,46.82,Always,Always,Always
F,16.61,Always,Sometimes,Never
A,94.05,Sometimes,Sometimes,Always
A,97.74,Sometimes,Never,Never
A,99.28,Sometimes,Never,Sometimes
F,4.25,Never,Never,Always
B,84.24,Sometimes,Always,Sometimes
D,56.93,Never,Sometimes,Never
F,20.7,Never,Always,Sometimes
F,32.62,Always,Always,Sometimes
F,38.79,Always,Sometimes,Sometimes
C,67.02,Always,Always,Never
F,30.38,Sometimes,Sometimes,Sometimes
B,82.85,Sometimes,Never,Sometimes
F,23.02,Always,Never,Never
F,29.35,Never,Never,Always
F,23.09,Always,Never,Sometimes
F,11.56,Always,Always,Sometimes
A,92.18,Never,Never,Always
C,72.67,Sometimes,Sometimes,Sometimes
F,39.64,Never,Never,Always
D,57.51,Sometimes,Always,Sometimes
F,30.51,Sometimes,Never,Never
F,30.73,Always,Sometimes,Never
F,18.62,Sometimes,Never,Always
A,88.95,Always,Sometimes,Always
D,54.18,Sometimes,Always,Never
F,22.64,Never,Always,Never
C,71.97,Sometimes,Never,Sometimes
F,21.28,Always,Always,Sometimes
C,79.36,Always,Never,Always
F,9.75,Always,Always,Never
F,45.32,Sometimes,Never,Sometimes
B,83.8,Never,Always,Always
B,89.93,Never,Always,Never
A,98.95,Sometimes,Sometimes,Never
C,75.89,Never,Never,Sometimes
F,3.15,Always,Sometimes,Sometimes
C,62.69,Always,Always,Sometimes
D,50.64,Always,Always,Sometimes
F,16.14,Always,Sometimes,Always
F,12.84,Never,Sometimes,Sometimes
C,70,Always,Always,Sometimes
A,95.54,Sometimes,Always,Sometimes
C,69.42,Sometimes,Never,Always
A,91.72,Sometimes,Sometimes,Always
B,88.95,Always,Sometimes,Never
D,64.14,Sometimes,Never,Always
F,7.84,Never,Always,Always
F,49.48,Always,Always,Always
F,26.3,Always,Always,Never
C,69.86,Sometimes,Never,Sometimes
F,33.07,Never,Always,Sometimes
F,41.91,Always,Sometimes,Sometimes
F,8.54,Never,Always,Always
C,76.72,Always,Never,Always
B,83.12,Never,Always,Always
C,76.65,Never,Always,Always
D,53.54,Never,Never,Always
F,2.69,Never,Never,Always
C,75.85,Sometimes,Never,Never
F,7.44,Sometimes,Never,Sometimes
F,26.82,Always,Always,Always
F,3.83,Never,Always,Never
A,96.29,Always,Sometimes,Always
D,50.12,Sometimes,Sometimes,Never
B,80.65,Sometimes,Never,Never
F,12.14,Never,Never,Never
A,91.62,Sometimes,Always,Never
F,38.47,Never,Never,Sometimes
A,91.23,Sometimes,Never,Always
F,14.13,Never,Always,Always
B,88.37,Always,Never,Sometimes
A,95.51,Never,Never,Never
A,93.85,Always,Always,Sometimes
C,71.59,Always,Sometimes,Never
F,11.97,Sometimes,Never,Always
F,3.94,Always,Sometimes,Sometimes
F,41.73,Sometimes,Never,Never
B,80.28,Always,Sometimes,Sometimes
F,31.99,Sometimes,Never,Always
F,40.01,Sometimes,Always,Sometimes
F,10.64,Never,Never,Always
C,65.66,Sometimes,Sometimes,Sometimes
F,31.34,Always,Always,Always
F,28.85,Always,Sometimes,Always
B,80.3,Never,Sometimes,Always
C,65.98,Always,Always,Never
C,65.59,Always,Never,Never
D,55.47,Never,Never,Always
D,80.52,Sometimes,Always,Sometimes
F,1.07,Always,Sometimes,Always
A,88.95,Never,Always,Always
C,75.35,Always,Never,Never
F,49.74,Sometimes,Always,Always
F,22.52,Never,Always,Always
D,58.8,Always,Always,Never
F,8.82,Always,Always,Never
A,95.37,Never,Always,Never
C,75.59,Never,Always,Never
A,93.69,Always,Always,Always
C,68.17,Sometimes,Sometimes,Never
F,0.3,Never,Never,Sometimes
F,44.59,Always,Never,Sometimes
F,27.87,Never,Always,Sometimes
C,77.18,Always,Always,Never
C,77.63,Sometimes,Always,Never
D,58.86,Always,Sometimes,Sometimes
D,53.25,Always,Always,Always
B,80.59,Always,Sometimes,Never
F,36.4,Always,Sometimes,Sometimes
D,53.75,Always,Always,Never
A,94.91,Sometimes,Sometimes,Never
F,32.52,Sometimes,Always,Never
D,60.41,Always,Always,Always
F,46.94,Always,Always,Sometimes
F,1.76,Sometimes,Sometimes,Always
F,48.93,Never,Always,Sometimes
D,60.77,Never,Sometimes,Always
F,45.77,Sometimes,Always,Sometimes
F,36.28,Never,Sometimes,Never
A,99.47,Never,Always,Sometimes
C,65.25,Always,Sometimes,Always
F,4.16,Always,Always,Always
B,89.36,Always,Sometimes,Never
F,3.67,Never,Always,Always
F,37.47,Sometimes,Never,Sometimes
D,52.29,Always,Sometimes,Never
A,94.49,Always,Always,Always
F,21.8,Never,Sometimes,Never
B,80.47,Sometimes,Never,Sometimes
D,50.52,Always,Always,Always
F,16.03,Always,Always,Never
C,67.41,Sometimes,Never,Always
F,14.63,Sometimes,Never,Always
F,47.84,Never,Sometimes,Always
C,85.97,Sometimes,Always,Always
A,99.51,Never,Sometimes,Always
A,92.06,Never,Always,Always
B,88.37,Never,Always,Never
F,28.89,Sometimes,Always,Sometimes
D,60.2,Always,Never,Always
F,18.62,Sometimes,Never,Always
D,58.68,Always,Never,Sometimes
F,30.11,Always,Sometimes,Sometimes
F,23.04,Never,Sometimes,Sometimes
F,41.12,Always,Always,Always
F,28.22,Always,Always,Never
A,93.02,Always,Always,Never
C,73.87,Never,Sometimes,Never
D,58.38,Never,Never,Never
C,93.36,Never,Never,Never
A,90.42,Never,Never,Always
D,50.91,Never,Never,Sometimes
C,66.01,Never,Always,Always
F,28.28,Never,Sometimes,Never
F,1.88,Never,Always,Never
C,79.78,Sometimes,Sometimes,Always
F,2.79,Always,Always,Always
B,84.61,Always,Never,Sometimes
B,81.15,Always,Never,Always
B,86.55,Never,Never,Sometimes
C,67.7,Sometimes,Never,Sometimes
F,40.09,Sometimes,Sometimes,Never
F,26.3,Never,Never,Sometimes
C,69.23,Never,Always,Never
F,4.22,Never,Always,Never
B,85.58,Never,Always,Never
F,36.01,Never,Always,Always
F,13.97,Never,Always,Always
C,78.21,Sometimes,Sometimes,Sometimes
D,51.61,Always,Never,Sometimes
B,85.93,Always,Never,Sometimes
B,81.82,Sometimes,Always,Sometimes
F,3.52,Never,Sometimes,Always
C,68.06,Always,Sometimes,Always
F,3.3,Always,Sometimes,Never
F,48.14,Never,Never,Sometimes
B,80.64,Always,Sometimes,Always
C,73.63,Never,Sometimes,Sometimes
D,57.02,Never,Sometimes,Never
F,2.05,Always,Never,Never
C,63.89,Sometimes,Sometimes,Never
B,89.82,Sometimes,Always,Sometimes
C,72.98,Always,Always,Never
A,88.35,Sometimes,Sometimes,Always
F,2.06,Always,Never,Never
C,74.94,Never,Never,Always
A,91.78,Always,Always,Always
F,3.14,Always,Never,Always
F,33.43,Sometimes,Always,Never
F,13.29,Always,Never,Never
F,44.84,Always,Always,Sometimes
B,83.57,Always,Never,Never
F,48.24,Never,Always,Sometimes
F,0.5,Always,Always,Sometimes
F,32.04,Always,Always,Always
D,54.06,Never,Never,Sometimes
C,63.51,Sometimes,Never,Never
D,58.34,Always,Sometimes,Never
B,83.75,Always,Sometimes,Never
F,14.46,Always,Always,Always
F,1.16,Sometimes,Never,Always
F,40.86,Always,Always,Never
F,17.58,Never,Never,Never
F,10.89,Always,Sometimes,Never
C,66.15,Always,Never,Never
C,79.04,Never,Never,Never
F,16.42,Always,Never,Sometimes
D,52.16,Never,Always,Sometimes
F,20.13,Never,Sometimes,Never
F,41.43,Always,Always,Never
D,62.44,Sometimes,Sometimes,Always
F,30.98,Never,Always,Never
C,63.31,Sometimes,Never,Sometimes
F,29.4,Always,Never,Always
D,54.95,Always,Sometimes,Sometimes
C,74.21,Sometimes,Sometimes,Never
B,81.99,Sometimes,Never,Sometimes
C,71.76,Never,Sometimes,Never
C,75.77,Sometimes,Never,Sometimes
F,15.57,Always,Never,Never
D,56.12,Sometimes,Never,Always
B,82.83,Sometimes,Never,Never
F,27.33,Always,Sometimes,Never
F,5.63,Sometimes,Always,Never
D,56.65,Sometimes,Always,Always
C,69.87,Always,Never,Sometimes
D,54.99,Sometimes,Sometimes,Sometimes
F,9.6,Never,Always,Sometimes
C,60.63,Always,Sometimes,Never
A,91.41,Sometimes,Never,Always
B,82.13,Never,Sometimes,Always
A,92.97,Sometimes,Never,Never
C,67.87,Sometimes,Sometimes,Never
B,83.88,Never,Sometimes,Sometimes
D,64.81,Never,Always,Always
F,28.37,Always,Sometimes,Never
A,90.85,Never,Sometimes,Always
B,88.42,Always,Always,Sometimes
F,16.46,Sometimes,Always,Always
F,25.82,Sometimes,Never,Sometimes
C,67.41,Never,Always,Never
F,42.52,Never,Never,Never
C,76.16,Never,Always,Sometimes
F,32.6,Always,Never,Sometimes
F,44.61,Never,Never,Always
F,13.62,Never,Sometimes,Never
F,32.17,Never,Sometimes,Always
F,28.88,Always,Sometimes,Never
F,21.4,Always,Never,Always
F,21.23,Never,Always,Always
F,27,Sometimes,Sometimes,Always
B,89.88,Sometimes,Never,Sometimes
F,0.13,Never,Sometimes,Never
A,97.89,Always,Never,Sometimes
F,7.41,Never,Always,Sometimes
B,87.75,Never,Sometimes,Never
C,67.21,Always,Always,Sometimes
A,96.2,Never,Sometimes,Sometimes
A,96.72,Always,Always,Always
F,20.71,Sometimes,Sometimes,Always
D,50.1,Never,Sometimes,Sometimes
F,44.84,Always,Sometimes,Always
B,83.35,Sometimes,Always,Sometimes
A,98.33,Never,Always,Always
C,61.2,Always,Sometimes,Never
F,33.18,Sometimes,Never,Always
F,19.99,Sometimes,Sometimes,Sometimes
F,0.56,Never,Never,Sometimes
F,25.8,Never,Sometimes,Always
F,33.82,Always,Sometimes,Sometimes
F,46.9,Never,Never,Sometimes
F,39.73,Always,Sometimes,Always
F,37.51,Sometimes,Sometimes,Sometimes
F,28.04,Always,Always,Sometimes
F,40.67,Always,Always,Never
F,20.73,Always,Never,Always
C,68.18,Never,Never,Never
D,50.44,Sometimes,Never,Always
C,65.02,Always,Sometimes,Always
B,89.53,Sometimes,Sometimes,Sometimes
C,76.3,Never,Always,Always
D,51.07,Sometimes,Sometimes,Always
F,7.15,Never,Sometimes,Sometimes
F,44.53,Always,Always,Always
F,32.65,Sometimes,Sometimes,Never
F,37.76,Always,Always,Never
D,57.9,Never,Never,Never
F,12.05,Always,Never,Sometimes
F,45.3,Sometimes,Sometimes,Always
F,45.62,Never,Never,Always
F,47.79,Sometimes,Always,Always
A,89.64,Always,Always,Always
A,94.39,Sometimes,Always,Never
F,47.01,Always,Always,Always
F,33.21,Always,Never,Sometimes
F,38.2,Never,Never,Never
F,22.74,Never,Always,Always
F,22.03,Sometimes,Sometimes,Never
F,36.36,Always,Sometimes,Never
A,97.67,Never,Sometimes,Always
F,0.3,Sometimes,Always,Sometimes
B,85.03,Never,Sometimes,Sometimes
F,45.05,Always,Sometimes,Always
F,38.19,Never,Always,Sometimes
A,94.2,Always,Always,Sometimes
B,83.14,Always,Always,Sometimes
A,91.13,Never,Never,Always
F,30.97,Always,Always,Always
F,48.03,Never,Always,Never
F,7.42,Sometimes,Never,Sometimes
A,86.73,Never,Never,Always
F,13.01,Always,Always,Always
F,5.79,Always,Always,Never
F,19.62,Always,Never,Never
F,41.8,Always,Always,Always
A,89.06,Always,Sometimes,Always
D,55.48,Sometimes,Never,Never
F,8.04,Always,Always,Sometimes
A,99.18,Always,Always,Always
A,91.84,Sometimes,Always,Sometimes
C,73.38,Sometimes,Never,Sometimes
F,48.43,Never,Never,Always
C,76.54,Sometimes,Always,Sometimes
F,45.93,Sometimes,Never,Sometimes
C,72.98,Always,Never,Never
B,81.69,Always,Sometimes,Always
D,52.26,Sometimes,Sometimes,Always
F,34.68,Always,Sometimes,Sometimes
C,65.88,Never,Sometimes,Sometimes
F,43.15,Sometimes,Never,Always
F,32.36,Always,Always,Sometimes
F,42.33,Always,Never,Never
F,33.55,Always,Never,Sometimes
F,26.63,Never,Always,Always
F,27.67,Always,Never,Sometimes
D,61.55,Sometimes,Never,Always
B,80.26,Sometimes,Never,Sometimes
C,64.7,Never,Sometimes,Never
C,72.9,Never,Always,Sometimes
F,13.76,Always,Always,Always
F,36.54,Always,Sometimes,Never
F,45.04,Never,Always,Always
B,80.54,Always,Never,Sometimes
A,91.45,Always,Never,Always
F,23.76,Never,Always,Sometimes
C,69.3,Always,Sometimes,Never
D,53.75,Always,Sometimes,Never
B,82.34,Always,Never,Never
C,70.86,Sometimes,Sometimes,Always
F,41.09,Always,Always,Never
A,87.26,Never,Always,Always
B,82.48,Always,Always,Never
F,23.83,Sometimes,Always,Always
F,33.05,Sometimes,Sometimes,Sometimes
D,56.47,Always,Never,Always
C,77.44,Always,Never,Never
F,27.94,Never,Never,Never
F,41.68,Never,Sometimes,Always
A,89.78,Always,Never,Always
A,97.13,Never,Always,Always
B,86.73,Never,Always,Sometimes
F,30.01,Never,Sometimes,Sometimes
F,33.66,Sometimes,Never,Sometimes
C,77.85,Always,Always,Never
D,53.76,Never,Never,Always
F,3.1,Never,Sometimes,Sometimes
F,28.18,Sometimes,Sometimes,Never
F,21.86,Always,Never,Never
F,8.04,Never,Always,Sometimes
F,24.7,Never,Never,Sometimes
C,74.3,Always,Sometimes,Sometimes
B,87.17,Never,Always,Sometimes
F,19.13,Always,Always,Never
B,87.75,Always,Always,Never
C,74.82,Sometimes,Sometimes,Never
F,9.08,Always,Always,Never
A,92.94,Sometimes,Sometimes,Never
F,39.7,Sometimes,Never,Never
F,48.06,Never,Always,Always
C,70.7,Sometimes,Always,Never
F,5.93,Always,Always,Sometimes
B,80.13,Never,Sometimes,Always
F,49.92,Sometimes,Never,Always
F,1.95,Never,Always,Never
F,15.93,Never,Never,Never
A,95.62,Never,Always,Always
D,55.27,Always,Never,Sometimes
A,92.23,Always,Never,Always
F,3.12,Sometimes,Sometimes,Never
C,65.68,Never,Always,Never
F,6.48,Always,Always,Sometimes
F,5.39,Always,Sometimes,Never
A,92.34,Always,Always,Never
F,17.32,Always,Never,Sometimes
B,82.26,Never,Never,Sometimes
F,48.72,Never,Sometimes,Always
C,62.24,Always,Sometimes,Sometimes
F,8.43,Sometimes,Sometimes,Never
F,42.57,Always,Sometimes,Never
A,98.7,Always,Sometimes,Always
C,72.45,Never,Sometimes,Never
D,55.77,Sometimes,Never,Sometimes
D,61.18,Never,Sometimes,Always
D,59.64,Never,Sometimes,Never
C,62.92,Always,Never,Never
F,6.48,Never,Sometimes,Always
C,65.34,Always,Never,Sometimes
F,13.94,Always,Sometimes,Never
B,89.66,Never,Always,Sometimes
F,19.29,Never,Always,Never
A,93.79,Never,Always,Always
F,17.84,Sometimes,Never,Never
F,46.92,Never,Always,Sometimes
B,82.06,Always,Sometimes,Never
C,60.83,Sometimes,Never,Never
F,40.96,Never,Sometimes,Never
F,38.73,Always,Sometimes,Sometimes
A,93.18,Never,Always,Never
C,71.17,Sometimes,Never,Never
F,37.1,Never,Never,Never
C,70.85,Sometimes,Never,Always
F,17.96,Always,Always,Never
D,61.99,Sometimes,Always,Always
A,91.91,Always,Sometimes,Never
F,10.77,Sometimes,Sometimes,Never
F,1.59,Never,Always,Always
F,4.87,Sometimes,Always,Never
C,78.04,Always,Always,Sometimes
D,52.71,Always,Always,Never
F,0.52,Always,Sometimes,Always
F,47.17,Sometimes,Always,Never
F,14.38,Always,Never,Sometimes
C,72.21,Always,Never,Never
F,5.33,Always,Never,Always
B,89.25,Sometimes,Always,Sometimes
F,12.08,Sometimes,Sometimes,Always
F,0.92,Sometimes,Sometimes,Sometimes
F,43.04,Sometimes,Sometimes,Always
F,42.07,Never,Always,Never
D,53.5,Never,Always,Always
A,98.14,Always,Always,Never
C,64.68,Always,Sometimes,Never
F,2.13,Always,Sometimes,Always
F,4.05,Never,Sometimes,Sometimes
F,48.11,Never,Always,Sometimes
C,77.8,Sometimes,Always,Never
F,18.25,Always,Sometimes,Sometimes
F,31.84,Never,Always,Always
C,67.54,Sometimes,Never,Never
F,44.85,Sometimes,Never,Sometimes
F,26.72,Never,Always,Sometimes
F,22.05,Never,Sometimes,Never
F,45.92,Never,Never,Never
C,72.08,Sometimes,Sometimes,Sometimes
A,93,Sometimes,Sometimes,Never
D,61.01,Sometimes,Sometimes,Always
D,55.82,Never,Never,Sometimes
A,88.88,Always,Sometimes,Always
F,12.02,Always,Never,Never
F,19.74,Sometimes,Never,Never
B,81.76,Never,Always,Sometimes
A,93.09,Always,Never,Never
D,63.09,Never,Never,Always
F,44.33,Sometimes,Never,Never
F,39.76,Sometimes,Always,Never
A,96.19,Sometimes,Never,Always
D,59.6,Sometimes,Always,Sometimes
A,98.25,Sometimes,Never,Sometimes
F,24.14,Never,Always,Never
C,75.82,Sometimes,Never,Never
B,83.69,Sometimes,Always,Always
F,10.94,Always,Never,Sometimes
C,76.42,Never,Sometimes,Never
D,54.08,Always,Never,Sometimes
A,92.52,Sometimes,Sometimes,Never
F,40.7,Never,Sometimes,Never
F,46.21,Always,Sometimes,Sometimes
F,24.24,Sometimes,Never,Always
F,30.95,Never,Sometimes,Sometimes
D,59.92,Sometimes,Always,Sometimes
D,57.1,Sometimes,Sometimes,Always
C,70.52,Sometimes,Sometimes,Never
F,9.48,Always,Never,Never
F,36.65,Never,Sometimes,Always
D,59.13,Sometimes,Always,Never
F,38.23,Never,Always,Always
D,62.83,Always,Never,Always
F,41.67,Never,Never,Sometimes
B,82.62,Never,Always,Sometimes
A,87.29,Sometimes,Always,Always
D,54.75,Always,Never,Sometimes
F,19.45,Never,Always,Never
B,84.11,Never,Always,Sometimes
F,35.91,Never,Sometimes,Sometimes
C,74.76,Always,Never,Never
F,24.32,Never,Sometimes,Always
F,13.08,Always,Sometimes,Sometimes
F,42.23,Always,Always,Sometimes
C,60.21,Sometimes,Always,Never
